,time,1088,1110,1155,1491,1513,1558,1536,1133,1469,1514,1111,1178,1156,1559,1492,1089,1537,1134
0,0,40.172973283191354,39.355664142960535,31.42166024566591,34.72372298904759,40.43223291133392,38.86436872147872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,39.9567452158125,39.76895526473241,31.294625202992457,34.42087966942811,40.84385086511902,38.77691873804692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,39.744057292923216,40.17790487746957,31.17773741982431,34.121616642657266,41.250613987280204,38.69604043034695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3,39.535100381552716,40.58251621176071,31.07121669628787,33.82625003322689,41.65256206945113,38.621853248235254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,4,39.33008658223072,40.982795063252944,30.975279065005772,33.53509811367311,42.049724632813636,38.55444554906623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,5,39.12920644908448,41.378749624971476,30.890107881419695,33.24849714726904,42.44215347627347,38.49391229765437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,6,38.93267135554656,41.77039032963602,30.81588050512631,32.966801719074596,42.82988446170991,38.44032927373346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,7,38.74067612535648,42.15774036285845,30.752739300364688,32.690342292879144,43.21295924416917,38.39377195158162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,8,38.553442518610204,42.54080312626758,30.700818760880054,32.419491708419734,43.59141976852303,38.35430242950892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,9,38.37116202576132,42.91961031401933,30.66021653573931,32.154614377151596,43.96531795348368,38.321975609672705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,10,38.19403955429607,43.294179054023424,30.631020990187857,31.8960734132841,44.334686138322134,38.296832540441564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,11,38.0222870404116,43.66453796768292,30.6133013047408,31.644238368497412,44.6995809858394,38.278913177481826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,12,37.856096829682706,44.030706762202286,30.607078641846584,31.39949354746716,45.06004909288427,38.268236845196924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,13,37.69568041056818,44.39272083366693,30.612382708047626,31.162219228957596,45.416132384309705,38.264821556218195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,14,37.54122842108672,44.7506065258238,30.629194848723216,30.932799427082983,45.767881782779874,38.268671005521526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,15,37.39292968518125,45.10439111364602,30.657476543655,30.711601925398817,46.11534768950656,38.279774552153256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,16,37.250984350239115,45.454116217464126,30.69716964001708,30.499014131878205,46.45857573360495,38.29813314499407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,17,37.11557639266431,45.79980561663663,30.748206109859566,30.29540428698086,46.79761553683381,38.32370110396784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,18,36.98687952271459,46.14150150982237,30.81046148496153,30.101157938088093,47.13252032998789,38.3564574266344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,19,36.86507728094994,46.479241598476065,30.883821462178503,29.91661852481726,47.46333448158183,38.396354142622286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,20,36.75032798187158,46.81305527874745,30.968126316815486,29.742153260406475,47.79011407077376,38.443329483612985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,21,36.64279870202496,47.142984899874456,31.063218618281823,29.578092950293588,0.0,38.497333784525544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,22,36.54263689303821,47.46906444607915,31.168906880387517,29.424789402609754,0.0,38.558278325680895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,23,36.44999078240051,0.0,31.28499451260346,29.28253384663929,0.0,38.626093350643266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,24,36.364987670044336,0.0,31.41123512383019,29.151645158573864,0.0,38.7006835106714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,25,36.28776888865811,0.0,31.54741617603431,29.032387467131528,0.0,38.781953760409095,47.67297084452251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,26,36.218432355963095,0.0,31.693268888676577,28.925039428847363,0.0,38.86979696208232,47.35339139649759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,27,36.15708908145632,0.0,31.8485333682181,28.829831280979846,0.0,38.964100604647946,47.03018712334171,47.71851150602735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,28,36.10383425912702,0.0,32.01294148149491,28.746973757270247,0.0,39.064747144540526,46.70332820477751,47.39289972776379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,29,36.05875401908859,0.0,32.186191763676696,28.676667152878466,0.0,39.17160196280066,46.37278518269546,47.06333739949456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,30,36.02190336231619,0.0,32.368003804992,28.61906878193774,0.0,39.28454486781597,46.03853335851892,46.72978068733614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,31,35.993349215532355,0.0,32.55806666002124,28.574302021489203,0.0,39.40342706885461,45.70053991481142,46.39218119995448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,32,35.973134060736925,0.0,32.75607522165319,28.54248683669534,0.0,39.52810879156449,45.35878576138906,46.05049431304894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,33,35.961282924791185,0.0,32.96172246050019,28.52368654892844,0.0,39.658447189721876,45.01324379671769,45.70467955524249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,34,35.95782503661618,0.0,33.174683764415114,28.517949234622527,0.0,39.79429070411227,44.663892205478255,45.354687466990036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,35,35.96276469613354,0.0,33.39465177343693,28.525296905552807,0.0,39.93547963281746,44.310714943744486,45.000481796179294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,36,35.976088502799094,0.0,33.62130376358883,28.545704326514752,0.0,40.081852633309936,43.95368767548984,44.64201732951129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,37,35.99777992119168,0.0,33.854319516627335,28.579130720673746,0.0,40.23325883905072,43.592796772591605,44.27924860698637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,38,36.027797604724185,0.0,34.09338209421449,28.625478129661488,0.0,40.38952860960866,43.22803022039911,43.91214453971416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,39,36.06610454735143,0.0,34.338186408615655,28.684665448249277,0.0,40.55049768286688,42.85937258755424,43.54065506105963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,40,36.11263928711485,0.0,34.58840827529526,28.756524507985112,0.0,40.71599580469576,42.486815135573906,43.164754835496844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,41,36.167323479933394,0.0,34.843744805045965,28.840916098578823,0.0,40.88586434113387,42.110356426739614,42.7843940938572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,42,36.230076629773805,0.0,35.10389877380885,28.937626927026706,0.0,41.059927908241484,41.72999208263344,42.39954357191977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,43,36.30081630720522,0.0,35.36856409025851,29.046454134019378,0.0,41.23801774163266,41.34572552802585,42.01016973560258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,44,36.37941566477693,0.0,35.637441910209276,29.167154931722195,0.0,41.41997171901998,40.95755169657696,41.61623980719779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,45,36.46577539265771,0.0,35.910262795071226,29.299448702667007,0.0,41.60561242496701,40.56547920235163,41.21772182791456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,46,36.55975287576295,0.0,36.186728016780805,29.44307959356359,0.0,41.794786175386065,40.1695316395393,40.81459042902908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,47,36.66122662108076,0.0,36.4665830747879,29.597717010503374,0.0,41.98731379480249,39.76971290909197,40.40681584332062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,48,36.77004718014153,0.0,36.74953853447779,29.76305849097656,0.0,42.18304005437411,39.3660541441,39.99438124019369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,49,36.88605207384214,0.0,37.03535574464419,29.938780794951022,0.0,42.381795902669,38.958572573139946,39.57725977132141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,50,37.009080321603406,0.0,37.32376926498056,30.12451285997031,0.0,42.58343073595205,38.547308250478416,39.155432035398526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,51,37.13897962098151,0.0,37.61454288493205,30.31991620055802,0.0,42.78777560584976,38.132287148539106,38.728893163819684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,52,37.275551955220294,0.0,37.9074417713428,30.524637081994307,0.0,42.99467508626531,37.71356609942467,38.29762197213144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,53,37.41862986592715,0.0,38.20223291821888,30.73828028279845,0.0,43.20398179912272,37.29118147482487,37.861612123679656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,54,37.568028831344726,0.0,38.49869837257959,30.960487071508204,0.0,43.41554125078126,36.86520231933888,37.420866939182076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,55,37.72354826750832,0.0,38.79662835758219,31.190870128144333,0.0,43.62920730103093,36.43568398525444,36.975379630355306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,56,37.88499898496566,0.0,39.09582116592447,31.429061882742324,0.0,43.84483218910829,36.00270259617917,36.52515320757174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,57,38.05219006494762,0.0,39.396070783028144,31.67466073823318,0.0,44.06227654020038,35.56633482743964,36.07020869610982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,58,38.22490335568021,0.0,39.69719783623089,31.927305330425582,0.0,44.28140436392006,35.12668034784484,35.61054270476015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,59,38.402953000936876,0.0,39.9990123993823,32.18662074865775,0.0,44.50207364424629,34.683833084356735,35.14620000345802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,60,38.58612067581355,0.0,40.301356165057996,32.45221190093836,0.0,44.72416026673932,34.237903904305796,34.677186150801035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,61,38.774220659866366,0.0,40.60405435151401,32.7237342223294,0.0,44.94752952206335,33.78900595562635,34.20354178256233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,62,38.96702990688234,0.0,40.90695136560693,33.0008157932698,0.0,45.17205974044973,33.337287556721144,33.725306070832545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,63,39.164346011079864,0.0,41.209892954789005,33.28309340630982,0.0,45.39762822429382,32.882876545792286,33.24253287083156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,64,39.36597438316211,0.0,41.51273745907243,33.57022123553314,0.0,45.624120419124175,32.425946567403564,32.755275201163634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,65,39.57170397056947,0.0,41.81535518821285,33.86186259762069,0.0,45.851416423961446,31.966659903108294,32.26358479603899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,66,39.781332537764186,0.0,42.11760644771916,34.157682331713715,0.0,46.07941324520327,31.50521982280786,31.76755629515418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,67,39.994666631512,0.0,42.41936887921821,34.45735545271411,0.0,46.30800249095511,31.04180987781143,31.26725899942965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,68,40.21149798598286,0.0,42.7205312594859,34.760559618462395,0.0,46.537079352370725,30.576666695210406,30.762798928883562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
