,time,19,64,86,1146,1191,1124,42,1169,87,1147,20,65,1192
0,0,36.984807953110916,40.99756725491779,42.901691937813766,16.820621706355382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,37.05806073549051,40.60014425525916,43.06289739194397,16.39274147659522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,37.138691788083904,40.1985312898762,43.22761131911705,15.980713196563855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3,37.226584716320254,39.79273520665771,43.39569701145805,15.586231646516168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,4,37.32162328241277,39.382760127990906,43.56701373996398,15.211185545044046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,5,37.423671378824686,38.96861956293271,43.741422065138,14.8574703399606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,6,37.5325939600337,38.550324499436556,43.918784003101436,14.527081775851372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,7,37.64824394156366,38.12789604443139,44.09895835433834,14.222046586959436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,8,37.77046284151635,37.701359701726346,44.28181063254162,13.94441505458687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,9,37.89910785206812,37.270738867358624,44.46720823459371,13.696171383868105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,10,38.033992653242805,36.83608224156806,44.655011183480546,13.479289600582575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,11,38.174967325736056,36.39742376624565,44.84510054637385,13.29552633014491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,12,38.32184635320969,35.95481706546451,45.037336251043016,13.146548660305925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,13,38.47446156119496,35.50832256578655,45.231594719515556,13.033719949143006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,14,38.63261728724541,35.058000385812036,45.42775024007169,12.958099571586587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,15,38.79614232268342,34.603925532285245,45.62567972111547,12.920454675142324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,16,38.96485174853308,34.14618135292471,45.82526715590817,12.921146226807622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,17,39.13854785552855,33.68486827170919,46.02639035166101,12.960195129143571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,18,39.31704568182805,33.220080439340535,46.22893437969844,13.03719944769449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
