,time,472,517,539,920,965,987,495,943,1010,988,540,473,921,966,518
0,0,38.32461226038865,38.787499037527944,43.03354210930766,42.65882885642265,34.91222055358692,38.83137146611844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,38.46684026018923,38.37239981754191,43.25137349561141,42.75676769619868,34.4265456348797,39.12505883581596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,38.614892703348396,37.953411027897964,43.47113009422159,42.85937258755424,33.93542118023589,39.42006521439159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3,38.768602186974356,37.53057087916277,43.69267045729822,42.966546838089,33.4388498231804,39.71619837310123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,4,38.92778685518503,37.103929825706736,43.91586155627418,43.07817642395819,32.93682150215346,40.01326178229668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,5,39.09225753414503,36.673537645060435,44.140559275282065,43.19416097784323,32.429346217652025,40.31108461569277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,6,39.26183074247122,36.239443113996316,44.366633071964905,43.31438340158638,31.916438686555118,40.60949145233212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,7,39.43632271628473,35.80171561258372,44.5939513194112,43.43874049718309,31.398127801313194,40.90831434716989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,8,39.615537665512576,35.36043217902894,44.82239088220274,43.56711293300748,30.87441148938381,41.20739824927397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,9,39.799292699667554,34.91567804494194,45.05182305728577,43.69938071428216,30.345348188242426,41.506594889681615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,10,39.98739977379206,34.4675393914724,45.28214132996691,43.8354380631435,29.81095639611926,41.80575717760335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,11,40.179666286397314,34.01611908010343,45.51321991771017,43.97515423925532,29.271289743041066,42.10475011949738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
