,time,1074,1096,1141,1455,1500,1522,1119,1052,1433,1478,1097,1523,1456,1075,1142,1501,1120
0,0,610.6376875,747.6845,765.8783125,646.557375,767.7833125,715.5234375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,608.5033125,752.2955625,765.957375,646.6190625,763.115375,717.03525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,606.4421875,756.942875,766.0994375,646.75575,758.483125,718.6121875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3,604.4550625,761.62575,766.304625,646.9675625,753.8871875,720.2538125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,4,602.542625,766.3435,766.5726875,647.2543125,749.32825,721.959625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,5,600.705625,771.0955625,766.90375,647.6159375,744.807,723.72925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,6,598.9448125,775.88125,767.297625,648.0523125,740.324125,725.562125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,7,597.2608125,780.6999375,767.7541875,648.5633125,735.8803125,727.457875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,8,595.65425,785.551,768.2734375,649.1486875,731.4763125,729.4159375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,9,594.1258125,790.433875,768.855125,649.8083125,727.112875,731.4358125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,10,592.676125,795.3479375,769.4991875,650.5419375,722.7906875,733.517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,11,591.3056875,800.292625,770.2055,651.34925,718.5105625,735.659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,12,590.0150625,805.267375,770.9738125,652.2300625,714.2731875,737.86125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,13,588.804875,810.271625,771.8039375,653.184,710.079375,740.12325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,14,587.6755,815.30475,772.69575,654.2108125,705.929875,742.444375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,15,586.6275,0.0,773.6489375,655.310125,701.8255,744.824125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,16,585.66125,0.0,774.663375,656.4815625,697.7670625,747.262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,17,584.7771875,0.0,775.73875,657.72475,693.755375,749.75725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,18,583.9756875,0.0,776.8748125,659.03925,689.7911875,752.3095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,19,583.257125,0.0,778.071375,660.4246875,685.8754375,754.9180625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,20,582.6216875,0.0,779.3280625,661.8805625,682.008875,757.5823125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,21,582.0698125,0.0,780.644625,663.4065,678.192375,760.30175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,22,581.6015625,0.0,782.02075,665.001875,674.4268125,763.07575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,23,581.2173125,0.0,783.456125,666.66625,670.7130625,765.90375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,24,580.917125,0.0,784.9504375,668.3991875,667.051875,768.7850625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,25,580.701125,0.0,786.5033125,670.2000625,663.4443125,771.7191875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,26,580.5695,0.0,788.1145,672.0683125,659.8910625,774.7054375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,27,580.5221875,0.0,789.7835,674.0034375,656.3931875,777.7433125,816.7493125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,28,580.5593125,0.0,791.5100625,676.0048125,652.9514375,780.8320625,812.3334375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,29,580.6808125,0.0,793.2936875,678.071875,649.5668125,783.97125,807.953375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,30,580.8865625,0.0,795.134125,680.204,646.2401875,787.160125,803.6096875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,31,581.176625,0.0,797.0309375,682.400625,642.972375,790.398125,799.3030625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,32,581.55075,0.0,798.9836875,684.6610625,639.7644375,793.6846875,795.0340625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,33,582.008875,0.0,800.992,686.98475,636.617125,797.0191875,790.80325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,34,582.5506875,0.0,803.055375,689.3709375,633.5315,800.401,786.6113125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,35,583.1760625,0.0,805.1735,691.819125,630.5083125,803.8295,782.4588125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,36,583.884625,0.0,807.345875,694.3285,627.548625,807.3041875,778.3464375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,37,584.6761875,0.0,809.572125,696.8985,624.6531875,810.824375,774.274875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,38,585.5503125,0.0,811.8516875,699.5284375,621.8230625,814.3895,770.2446875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,39,586.5066875,0.0,814.18425,702.2175625,619.059,817.9989375,766.2565625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,40,587.5449375,0.0,816.56925,704.9653125,616.362,0.0,762.3111875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,41,588.6645,0.0,0.0,707.7709375,613.732875,0.0,758.40925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,42,589.8650625,0.0,0.0,710.6336875,611.1725,0.0,754.551375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,43,591.1460625,0.0,0.0,713.553,608.6818125,0.0,750.73825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,44,592.5069375,0.0,0.0,716.5280625,606.2616875,0.0,746.970625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,45,593.9471875,0.0,0.0,719.5583125,603.912875,0.0,743.249125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,46,595.46625,0.0,0.0,722.642875,601.6363125,0.0,739.5745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,47,597.0635,0.0,0.0,725.78125,599.4326875,0.0,735.9474375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,48,598.7383125,0.0,0.0,728.9725625,597.303,0.0,732.368625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,49,600.49,0.0,0.0,732.21625,595.247875,0.0,728.838875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,50,602.3179375,0.0,0.0,735.5115,593.26825,0.0,725.35875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,51,604.2214375,0.0,0.0,738.8576875,591.36475,0.0,721.929125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,52,606.19975,0.0,0.0,742.254125,589.538125,0.0,718.550625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,53,608.252125,0.0,0.0,745.700125,587.7891875,0.0,715.224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,54,610.377875,0.0,0.0,749.1949375,586.1185,0.0,711.9500625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,55,612.5761875,0.0,0.0,752.738,584.526875,0.0,708.7294375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
