,time,946,1484,924,1462,969,1507,1440,947,1485
0,0,95.74706868629606,91.80314459321744,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,95.96344359569551,91.1836320777768,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,96.93888711839122,94.2632593856621,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3,98.29541042629681,92.54187733463786,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,4,95.61632783508176,92.87104206908116,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,5,96.76018302726064,92.47494230774133,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,6,95.89950342023478,92.59226915592966,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,7,96.81271907902868,93.54567027130929,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,8,94.61941471863788,93.31288325773545,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,9,95.81503564678734,95.93545024972963,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,10,97.22092177884463,95.54219413058419,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,11,97.65938511041658,93.90312110869846,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,12,95.71775851996307,94.8486030758265,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,13,97.05511256447475,93.83651834188322,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,14,96.21783316808686,94.30617147575809,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,15,97.38885879614863,92.42332492161977,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,16,97.09110052870383,94.22727942451075,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,17,94.90064743660676,93.0566779238308,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,18,95.55871723664069,94.28538676695874,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,19,94.91597363110023,95.12194832820136,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,20,94.13673150294875,96.60520538228967,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,21,92.87168333214136,95.574674169132,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,22,94.64154707407654,94.69494549988634,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,23,94.44977381772583,94.33500627960407,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,24,93.70322012698318,95.9546032438515,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,25,92.35465729039835,93.77511501347281,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,26,92.9101489264441,95.56935528648248,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,27,93.27294277954515,95.41013885705344,65.26818358063977,0.0,0.0,0.0,0.0,0.0,0.0
28,28,92.23354508802214,97.14241606936032,65.33003503311525,0.0,0.0,0.0,0.0,0.0,0.0
29,29,94.34735975464363,94.0330984706819,65.97283920876397,0.0,0.0,0.0,0.0,0.0,0.0
30,30,93.7419000829096,94.67148308581393,67.97099475216568,0.0,0.0,0.0,0.0,0.0,0.0
31,31,90.80923892041756,94.43824598395379,66.38926890710428,0.0,0.0,0.0,0.0,0.0,0.0
32,32,92.59086048336948,94.93218068236719,65.23026688181565,0.0,0.0,0.0,0.0,0.0,0.0
33,33,91.64695993299705,92.92051524181494,67.66612324439683,0.0,0.0,0.0,0.0,0.0,0.0
34,34,90.8280662201209,94.58796811134614,67.87834212623203,0.0,0.0,0.0,0.0,0.0,0.0
35,35,90.23893121376442,92.9222914767308,67.58465517643782,0.0,0.0,0.0,0.0,0.0,0.0
36,36,91.13490773863596,94.38345778680612,68.8125366098174,0.0,0.0,0.0,0.0,0.0,0.0
37,37,89.53155367832176,92.41031713868834,69.62779613218166,0.0,0.0,0.0,0.0,0.0,0.0
38,38,89.20530891480651,94.24879233292586,69.1789766813812,0.0,0.0,0.0,0.0,0.0,0.0
39,39,88.88483845281903,91.97094502782406,69.11866455945588,0.0,0.0,0.0,0.0,0.0,0.0
40,40,89.0248005875545,92.67791948592337,70.32514578812665,66.03319065099282,0.0,0.0,0.0,0.0,0.0
41,41,86.59735145214786,92.36414528364875,69.50690778717178,65.34038603512383,0.0,0.0,0.0,0.0,0.0
42,42,86.60313570444158,93.02360888859695,69.30271840232292,65.27671687530655,0.0,0.0,0.0,0.0,0.0
