,time,12,34,1071,1116,57,1094,1565,35,1139,1072,13,1117
0,0,82.04968514819963,75.30717038208513,80.66516340417782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,84.6100055402931,73.37011243272894,80.67122934478249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,85.89566187621047,73.93728560032535,80.08857963564618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3,84.40894857762002,74.52770566966252,79.89653295899936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,4,84.296909294538,72.69931668827032,80.05880496248378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,5,86.36840390342019,75.21844222080531,80.14280713924983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,6,85.8379181935604,72.46130609948129,82.29212294179399,64.8698534546965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,7,85.03096917189126,72.2055502603648,82.47711592379937,65.65694133265767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,8,86.46458881485854,71.9223060089079,80.33505189724693,67.23243519589664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,9,85.69483262967863,70.77162049120564,79.21158604238164,69.93545464428263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,10,86.30076030192446,71.09423659506761,80.56703691683722,67.4476309553754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,11,86.48621665056775,70.93598860715908,81.75193554290848,67.71453637964338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,12,87.89776639174252,69.16015775648437,79.67859202782893,69.71586044645457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,13,89.61240523390161,69.56238578761517,79.69597160654253,67.85199649243582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,14,85.86982691927447,69.58108295355188,79.74829065719057,69.02959964103428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,15,87.14642865821013,70.11365718878338,80.68774564236266,69.67646353312946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,16,88.51799478934163,67.73098095184247,80.06344096368862,69.86365125667812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
