,time,149,171,216,1388,194,1433,1366,1411,239,172,1344,217,1389,150,1434,195
0,0,65.73660973424722,69.72713680555356,93.89418549785026,94.01961978698426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,66.3843199443815,68.34791723977528,95.99997943156895,97.10051783943803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,67.5039904025438,67.69460019126436,94.74876707547708,94.70538466288298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3,67.15166682744541,67.84961898526839,94.61387684719482,95.90942268385233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,4,67.25814332368552,67.57085509083454,95.39817905978808,96.77070937811138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,5,68.29268607560375,67.59972669792603,94.04353538734377,95.99098130046801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,6,67.44415708904016,65.33335541356283,95.36959466439475,93.09181223049697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,7,68.31811575289417,66.75765397815651,94.00426156673437,97.69006879746269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,8,67.92378990934142,64.2690212898321,95.19664928621292,96.33796571468639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,9,68.460428904005,66.07521683276717,94.00672032993165,97.75949376025375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,10,67.72810699604598,0.0,94.67485669252744,96.40804416638228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,11,66.78867803252164,0.0,95.52425599189506,97.01238859576762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,12,69.30127602610494,0.0,95.23147000933297,98.10710335864167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,13,67.017123336967,0.0,94.86927975815192,97.47609182385733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,14,69.61846085078295,0.0,94.92184116635765,96.03508353616277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,15,68.31771753385557,0.0,95.06976948745435,96.65083552983512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,16,70.64939507251815,0.0,96.66776260801308,97.53272596943845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,17,68.9732159832863,0.0,95.7619687197315,96.65880063157353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,18,68.65697353951332,0.0,95.71033566410868,97.85723596339452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,19,67.21808797571276,0.0,94.61217442672971,97.56055409192881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,20,69.81150512811122,0.0,92.65179118927159,96.89156588611749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,21,69.47510021796211,0.0,93.4742408064688,95.60710664979503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,22,68.89055457583481,0.0,93.25559683886412,94.68335327638962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,23,68.71241933680412,0.0,94.04069606625958,97.15727910090887,64.45763001408389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,24,70.48714055026664,0.0,91.8006016798633,96.23153685710069,66.86686207112373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,25,70.21236510991898,0.0,93.55167620164056,96.5838468130925,66.42796539566248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,26,71.17495021199643,0.0,92.18675016405719,95.77192221180805,66.51131313106845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,27,69.17380396784318,0.0,92.71119268614987,95.45041252340161,65.99736593943004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,28,70.28221296658718,0.0,93.54026113659093,95.78644775339424,68.84604124118017,66.61427474014172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,29,71.66680093747573,0.0,92.51856456470787,95.34888581239251,67.8372832322564,65.16960164977277,65.44550533726175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,30,70.33210827788191,0.0,92.30673757030404,95.76669301240985,66.96652438927478,66.24198213915858,66.03946433256976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,31,68.88991420428196,0.0,90.96845396039924,94.0655548972277,68.40937760741664,65.44545369829875,65.83737468439702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
