,time,75,120,1224,1269,1202,98,1247,143,1292,1225,76,121,1270
0,0,71.21373103951555,91.3616974928844,76.54068937133172,83.46432787756645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,71.72445479966807,89.88969226210499,74.65261689457374,81.4820402750497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,70.90799657555205,89.51499879293492,76.99932680121748,83.6552489889074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3,70.50314743936609,90.14462546098379,76.16861917102263,85.41581552873845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,4,70.49464513376726,90.65690665439946,74.09550191775281,83.52590335465149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,5,69.16926589610236,92.06129897005603,74.90592502899086,84.95632982412437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,6,68.8087779098711,91.13809096864709,73.22088942880427,83.65045209094622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,7,68.08372815019256,91.68318334632731,73.13574863281586,84.77309146899108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,8,69.51372459385365,91.19739167703538,73.16164034832173,84.60111451021831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,9,67.98326227439975,92.75036278137064,73.00869485207694,85.60356177173323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,10,68.57400079117502,93.28312494999022,73.37454807538468,84.46688020454714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,11,65.6503088564888,91.66122029999966,70.75985043236437,85.58962667551718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,12,66.34414019620779,91.7510644035041,73.08601151767752,83.9123447711279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,13,66.06842262034786,92.81543580241575,71.70186906235968,86.31437567778914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,14,67.5680569680364,92.41797526866853,69.97355126010311,85.95520564892142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,15,66.30281158467035,93.03849599894312,72.030437350592,85.85102367586401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,16,67.03757661342375,92.79681736610493,70.47986975830285,85.96320936650167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,17,63.95840358658067,93.02834204329791,69.54719717988745,86.42925306473627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,18,66.86780257181083,92.16300964207164,69.5071105711072,86.60886613857105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,19,0.0,94.05609639613981,67.96643130956467,86.70617549238236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,20,0.0,93.81613944166668,67.96627487575293,85.49369226136731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,21,0.0,93.29439749150237,68.14430061748759,85.90178285641524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,22,0.0,93.9317864757521,70.63354516614076,85.58092854267973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,23,0.0,93.92301848673934,66.60281619019906,85.24552720768521,64.71599865079338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,24,0.0,92.36761110691609,65.98476475175421,88.70228132155354,64.65309211512138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,25,0.0,91.98551220935013,66.07047730601903,88.28200330248298,65.49071519328953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,26,0.0,91.62351264482676,66.41333561665247,87.3141834887898,66.02771425164954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
