,time,60,105,1232,1277,38,1210,83,1255,128,61,1233,106,1278
0,0,81.48332405079685,81.54013757911906,98.16362215102093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,80.28498856285086,81.02222047560744,96.30296680548051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,81.29655511803968,81.60772051801412,96.64126234233206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3,81.28475924503444,81.03020702760465,96.67603036903613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,4,78.98580587514272,82.76142348037514,97.07578507944206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,5,79.6613125433337,82.2262240129148,97.35742042615136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,6,77.99349577641806,83.36943325870376,98.26011623740764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,7,79.7951690830757,82.08159302371583,96.75647969500952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,8,77.8972720406846,82.91631474824364,97.77549330698234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,9,80.6229051248643,83.28450505677877,95.09204011441219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,10,76.32294048917795,86.92268259695413,97.23700294389016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,11,76.85438457093352,86.22796919865854,96.72611721573513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,12,77.59523850771117,85.31424061470295,98.23839107251071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,13,77.4032831514413,82.79945771744693,97.09837242606312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,14,76.62758355715015,85.10637619495328,97.44541853649386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,15,79.22054954660157,85.1425113641958,97.02745617081331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,16,77.35963686353485,85.08901365864787,95.50258263703113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,17,73.91143818769821,86.030579055536,98.01651601571376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,18,75.14544160927962,87.96405849779838,96.73114063019416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,19,75.83363221965733,87.35723929831039,97.56192465285616,64.59722829186765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
