,time,824,869,891,1272,1294,1339,1317,914,847,1250,1295,892,1340,1273,870
0,0,65.92222734694712,70.6200796278003,87.02119936296853,78.5734252583339,76.31935275385057,68.58557123977154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,67.70228589769017,69.69925667842448,87.5302484063886,78.81382712218291,76.52195437951053,72.6354111999921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,67.19565651584158,69.81034360002089,87.15888733608679,78.53214823255496,74.70269922692094,71.77776143789877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3,65.73007284431141,70.88492859801154,87.48765107045097,79.37543039998567,75.62978892487259,73.10771384252938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,4,67.88839260670166,71.72676412528655,85.45296501373676,78.81773817943633,74.80525070503879,70.91698282232363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,5,66.86490112369327,73.9526303308482,85.76791460528648,80.4619693250344,74.31101933367474,70.41948761392598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,6,65.40269669616019,70.03971406782448,86.53131733499977,76.96043771252218,73.42261181491558,71.05986361770184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,7,66.46665699423326,70.91497780971281,83.86857505931853,79.5053212812518,75.0607783851291,72.71802738364686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,8,65.99616893067247,72.71381017622429,83.06866627626063,81.95466408867338,73.70001288088702,71.93927161086137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,9,69.94875012871553,73.61971096040264,83.20684599716427,80.34894068588252,72.29275667619011,70.48279317657213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,10,66.51770352163639,73.22008617274281,84.01662630878239,81.39254331572462,72.84208261486648,72.88836332303852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,11,64.38616163152068,71.95202126930027,84.45928435049525,82.36199989935534,71.42318151181058,73.10584391146476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,12,65.43598110604253,75.03764316343062,82.06875986536343,80.89303258677108,71.2048758665071,71.5761679648806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,13,66.71290783375863,73.47770490931299,82.6626873828896,81.46021332800423,72.11904655078725,73.71648912744936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,14,67.44706686718314,75.98478523484954,83.66007395647783,79.98698277157483,71.34664404956892,71.73314056234643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,15,66.0050832038635,75.55206477011235,83.35132460923278,81.98182040646702,69.3205697326015,71.99254900895043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,16,67.06258965645935,76.93379143286231,82.48077581293228,84.98775026911699,70.08381262922252,73.87046873334921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,17,66.8750464604188,76.40320147773403,81.82914410190199,83.18722982265754,70.54468365521919,73.24850891015987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,18,64.2262972990108,78.60078383908937,81.30702851894546,83.40901915778565,68.55883124731821,73.02972742741473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,19,66.3207665112924,77.64869736831675,81.10143083432321,84.13998076480159,68.40126346766519,70.51694594222823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,20,65.75782661416426,76.50501090708094,80.24266052525702,84.45399052655898,66.78541337951474,71.22373507990939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,21,65.13634637044865,80.03783329628789,79.34397340865948,83.4885708628331,66.58204314441073,73.07121069715468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,22,64.86146226673563,77.46043978462751,80.88550024529404,83.84437453149711,68.73130303622668,74.48977198024782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,23,65.43209041686109,78.57061133934494,78.28406126408805,86.29991741057896,68.36219554700311,71.42095074440381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,24,0.0,79.0516990586444,79.95131801493606,84.71713723997334,68.6451144079621,71.00912628729206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,25,0.0,78.66347340900433,79.5043411536874,84.8505084779144,65.88258882488638,72.413703095071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,26,0.0,80.24268399254765,76.35245739478272,84.44627007153046,67.2477414642826,71.55399502420876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,27,0.0,81.14866451120885,78.80435003360725,85.30601820768364,0.0,71.40930366962898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,28,0.0,81.25949934688656,78.46834475961236,84.64755001670704,0.0,71.97776001073677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,29,0.0,82.34566790009903,76.24218488778189,85.64105626817275,0.0,70.56365367483822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,30,0.0,82.57619278401467,77.57185869210738,85.3630998932724,0.0,71.68559287620671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,31,0.0,85.60286746052718,75.3897483886486,87.66101169068102,0.0,71.42417863459708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
