,time,173,195,1210,1232,1277,1255,1233,151,218,196,1278,1211,174,1256
0,0,68.46663975325899,86.62290884077248,73.81304700365504,67.55288739651715,69.37217544059074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,68.58324126065055,87.46430462219307,75.8880513705008,69.92038286324879,71.87174476896638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,69.5428735299955,85.71680880667509,78.32556891340852,69.81458889747051,69.49670365424761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3,67.56818851092832,86.17251714125177,76.14240829222628,68.76476283972768,70.2232202519965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,4,71.25311385392725,85.59577711466308,76.26596832123388,68.69879857240132,69.87715155047698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,5,69.47657644455386,86.66772115447229,76.26722252234615,66.39242176880425,71.05904787765886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,6,71.499453985431,85.41561055138379,77.30900489591713,67.96887695296267,69.80228935823304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,7,72.44913917117228,86.53544462046553,74.27038209231748,67.6303614049344,70.37552551338825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,8,71.51938981651053,85.79499036599543,74.10861180927117,66.61346189949676,70.93079161934256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,9,71.84183142993896,82.61476007330509,77.64678636240667,67.10424757301669,70.6211954758026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,10,72.03466597544737,82.87332476853736,76.90672688643878,65.66185416069433,70.95959148912024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,11,72.78401054720607,85.06462765714991,75.15530459861601,64.80840746386893,70.02762897782895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,12,74.8778377667828,84.24554524424641,75.22298612951307,67.42693942205845,69.3786455903852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,13,74.31514685976376,83.97062724428042,77.12065094592204,0.0,70.1905483761076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,14,73.8887198477311,82.27043945592125,75.8316007376757,0.0,70.83864804818846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,15,73.89257572437033,81.770347055022,76.96382102435746,0.0,69.57459425554275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,16,75.696293202575,82.38083826841815,75.719810367275,0.0,68.94854959095994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,17,75.31965255699322,81.24838990050634,77.53542647192101,0.0,70.32985634839774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,18,76.80016526848522,80.72153269353846,75.0999524817436,0.0,68.59299376360033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
