,time,225,247,718,740,785,763,270,203,741,248,786,226,719,764
0,0,39.644856120004285,29.616067030126317,45.375639577082225,40.41444378877767,41.19102943853751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,39.26375488995004,30.101944974949987,45.20746877965617,40.80407762112996,41.09152435872632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,38.88006446365163,30.585535317483533,45.04186628180496,41.18999928996709,40.9974598399463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3,38.49388025851054,31.06665337000956,44.87895241996776,41.5721802830785,40.90893333705353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,4,38.1052924944433,31.54508430500782,44.71884887736243,41.95061249567196,40.826055713586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,5,37.71441201164825,32.02067562488524,44.56167855718457,42.325295871206514,40.74891698599389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,6,37.321338039716274,32.49325310351772,44.4075559494381,42.696216991077414,40.67760871216585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,7,36.9262051687269,32.962674392362906,44.2566057544949,43.063380928088264,40.61221232748542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,8,36.5291370883232,33.428809554837194,44.108953462196425,43.426779660156654,40.55281038207662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,9,36.13027388152928,33.89153214583097,43.964715470010084,43.78643256021199,40.499474810667735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,10,35.729773262670946,34.35074290355287,43.82401323727419,44.14233583522601,40.452260831906536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,11,35.32780439875784,34.806328751414235,43.68696836122893,44.494502465771106,40.41123574943481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,12,34.92452561700014,35.25821735545294,43.55370239312977,44.842951481433296,40.376443963681844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
