,time,582,1392,1370,605,1415,1393,583,628
0,0,642.804,579.4904375,0.0,0.0,0.0,0.0,0.0,0.0
1,1,644.797875,581.708,0.0,0.0,0.0,0.0,0.0,0.0
2,2,646.86125,584.0009375,0.0,0.0,0.0,0.0,0.0,0.0
3,3,648.9934375,586.3685,0.0,0.0,0.0,0.0,0.0,0.0
4,4,651.1936875,588.809625,0.0,0.0,0.0,0.0,0.0,0.0
5,5,653.4614375,591.3235,0.0,0.0,0.0,0.0,0.0,0.0
6,6,655.795875,593.909125,0.0,0.0,0.0,0.0,0.0,0.0
7,7,658.1963125,596.5656875,0.0,0.0,0.0,0.0,0.0,0.0
8,8,660.662125,599.2920625,0.0,0.0,0.0,0.0,0.0,0.0
9,9,663.1924375,602.0875,0.0,0.0,0.0,0.0,0.0,0.0
10,10,665.7865625,604.950875,0.0,0.0,0.0,0.0,0.0,0.0
11,11,668.4438125,607.88125,0.0,0.0,0.0,0.0,0.0,0.0
12,12,671.163375,610.87775,0.0,0.0,0.0,0.0,0.0,0.0
13,13,673.9445,613.9393125,0.0,0.0,0.0,0.0,0.0,0.0
14,14,676.786375,617.0650625,0.0,0.0,0.0,0.0,0.0,0.0
15,15,679.688375,620.253875,0.0,0.0,0.0,0.0,0.0,0.0
16,16,682.649625,623.5049375,0.0,0.0,0.0,0.0,0.0,0.0
17,17,685.6693125,626.817125,0.0,0.0,0.0,0.0,0.0,0.0
18,18,688.7468125,630.189625,0.0,0.0,0.0,0.0,0.0,0.0
19,19,691.8811875,633.621375,0.0,0.0,0.0,0.0,0.0,0.0
20,20,695.0718125,637.111375,0.0,0.0,0.0,0.0,0.0,0.0
21,21,698.3178125,640.6588125,0.0,0.0,0.0,0.0,0.0,0.0
22,22,701.6184375,644.262625,0.0,0.0,0.0,0.0,0.0,0.0
23,23,704.972875,647.921875,0.0,0.0,0.0,0.0,0.0,0.0
24,24,708.3805,651.635625,811.1440625,0.0,0.0,0.0,0.0,0.0
25,25,711.840375,655.403,808.44525,0.0,0.0,0.0,0.0,0.0
26,26,715.3518125,659.223,805.798,0.0,0.0,0.0,0.0,0.0
27,27,718.9140625,663.09475,803.20275,0.0,0.0,0.0,0.0,0.0
28,28,722.526375,667.017375,800.66,0.0,0.0,0.0,0.0,0.0
29,29,726.188,670.9899375,798.170375,0.0,0.0,0.0,0.0,0.0
30,30,729.898125,675.0115625,795.73425,0.0,0.0,0.0,0.0,0.0
31,31,733.6560625,679.081375,793.3521875,0.0,0.0,0.0,0.0,0.0
32,32,737.461125,683.1985,791.0246875,0.0,0.0,0.0,0.0,0.0
33,33,741.3125,687.3620625,788.7521875,0.0,0.0,0.0,0.0,0.0
34,34,745.2095,691.57125,786.535125,0.0,0.0,0.0,0.0,0.0
35,35,749.151375,695.8251875,784.374125,0.0,0.0,0.0,0.0,0.0
36,36,753.1374375,700.1231875,782.2695,0.0,0.0,0.0,0.0,0.0
37,37,757.167,704.46425,780.2218125,0.0,0.0,0.0,0.0,0.0
38,38,761.239375,708.8476875,778.2314375,0.0,0.0,0.0,0.0,0.0
39,39,765.353875,713.27275,776.298875,0.0,0.0,0.0,0.0,0.0
40,40,769.5098125,717.7385625,774.4245625,0.0,0.0,0.0,0.0,0.0
41,41,773.7064375,722.2444375,772.6088125,0.0,0.0,0.0,0.0,0.0
42,42,777.9431875,726.7895625,770.8521875,0.0,0.0,0.0,0.0,0.0
43,43,782.219375,731.37325,769.155,0.0,0.0,0.0,0.0,0.0
44,44,786.534375,735.99475,767.51775,0.0,0.0,0.0,0.0,0.0
45,45,790.8875,740.653375,765.9406875,0.0,0.0,0.0,0.0,0.0
46,46,795.278125,745.348375,764.42425,0.0,0.0,0.0,0.0,0.0
47,47,799.705625,750.079125,762.9688125,0.0,0.0,0.0,0.0,0.0
48,48,804.1694375,754.844875,761.5746875,0.0,0.0,0.0,0.0,0.0
49,49,808.668875,759.6450625,760.24225,0.0,0.0,0.0,0.0,0.0
50,50,0.0,764.4789375,758.9718125,0.0,0.0,0.0,0.0,0.0
51,51,0.0,769.345875,757.7636875,0.0,0.0,0.0,0.0,0.0
52,52,0.0,774.2453125,756.618125,0.0,0.0,0.0,0.0,0.0
53,53,0.0,779.1765625,755.5355625,0.0,0.0,0.0,0.0,0.0
54,54,0.0,784.139,754.5160625,0.0,0.0,0.0,0.0,0.0
55,55,0.0,789.132125,753.5600625,0.0,0.0,0.0,0.0,0.0
56,56,0.0,794.1553125,752.6676875,0.0,0.0,0.0,0.0,0.0
57,57,0.0,799.2079375,751.83925,0.0,0.0,0.0,0.0,0.0
58,58,0.0,804.2895,751.074875,0.0,0.0,0.0,0.0,0.0
59,59,0.0,809.399375,750.3748125,0.0,0.0,0.0,0.0,0.0
60,60,0.0,0.0,749.73925,0.0,0.0,0.0,0.0,0.0
61,61,0.0,0.0,749.1683125,0.0,0.0,0.0,0.0,0.0
62,62,0.0,0.0,748.662125,0.0,0.0,0.0,0.0,0.0
63,63,0.0,0.0,748.2209375,0.0,0.0,0.0,0.0,0.0
64,64,0.0,0.0,747.84475,0.0,0.0,0.0,0.0,0.0
65,65,0.0,0.0,747.5336875,0.0,0.0,0.0,0.0,0.0
66,66,0.0,0.0,747.287875,814.0195625,0.0,0.0,0.0,0.0
67,67,0.0,0.0,747.1073125,808.983,0.0,0.0,0.0,0.0
68,68,0.0,0.0,746.9920625,803.9755625,0.0,0.0,0.0,0.0
69,69,0.0,0.0,746.9421875,798.9978125,0.0,0.0,0.0,0.0
70,70,0.0,0.0,746.9576875,794.05025,0.0,0.0,0.0,0.0
71,71,0.0,0.0,747.0385625,789.1335,0.0,0.0,0.0,0.0
72,72,0.0,0.0,747.1848125,784.248125,0.0,0.0,0.0,0.0
73,73,0.0,0.0,747.3963125,779.3946875,0.0,0.0,0.0,0.0
74,74,0.0,0.0,747.6730625,774.573875,0.0,0.0,0.0,0.0
75,75,0.0,0.0,748.015,769.7863125,0.0,0.0,0.0,0.0
76,76,0.0,0.0,748.422,765.0325,0.0,0.0,0.0,0.0
77,77,0.0,0.0,748.894,760.31325,0.0,0.0,0.0,0.0
78,78,0.0,0.0,749.4308125,755.6290625,0.0,0.0,0.0,0.0
79,79,0.0,0.0,750.032375,750.9806875,0.0,0.0,0.0,0.0
80,80,0.0,0.0,750.6984375,746.36875,0.0,0.0,0.0,0.0
81,81,0.0,0.0,751.4289375,741.794,0.0,0.0,0.0,0.0
82,82,0.0,0.0,752.223625,737.2570625,0.0,0.0,0.0,0.0
83,83,0.0,0.0,753.08225,732.7586875,0.0,0.0,0.0,0.0
84,84,0.0,0.0,754.0046875,728.299625,0.0,0.0,0.0,0.0
85,85,0.0,0.0,754.990625,723.8805,0.0,0.0,0.0,0.0
86,86,0.0,0.0,756.0398125,719.502125,809.7944375,0.0,0.0,0.0
87,87,0.0,0.0,757.1520625,715.1653125,805.9579375,0.0,0.0,0.0
88,88,0.0,0.0,758.3270625,710.87075,802.163875,0.0,0.0,0.0
89,89,0.0,0.0,759.5644375,706.6191875,798.412875,0.0,0.0,0.0
90,90,0.0,0.0,760.864,702.4115,794.7055,0.0,0.0,0.0
91,91,0.0,0.0,762.225375,698.2484375,791.042375,0.0,0.0,0.0
92,92,0.0,0.0,763.6481875,694.13075,787.4241875,0.0,0.0,0.0
93,93,0.0,0.0,765.1321875,690.059375,783.8515,0.0,0.0,0.0
94,94,0.0,0.0,766.6769375,686.0350625,780.325,0.0,0.0,0.0
95,95,0.0,0.0,768.282125,682.0586875,776.8453125,0.0,0.0,0.0
96,96,0.0,0.0,769.9473125,678.1310625,773.413,0.0,0.0,0.0
97,97,0.0,0.0,771.672125,674.2530625,770.02875,0.0,0.0,0.0
98,98,0.0,0.0,773.4561875,670.4255625,766.6931875,0.0,0.0,0.0
99,99,0.0,0.0,775.2990625,666.649375,763.407,0.0,0.0,0.0
100,100,0.0,0.0,777.200375,662.9255,760.17075,0.0,0.0,0.0
101,101,0.0,0.0,779.159625,659.25475,756.9851875,0.0,0.0,0.0
102,102,0.0,0.0,781.1764375,655.638,753.850875,0.0,0.0,0.0
103,103,0.0,0.0,783.2503125,652.07625,750.7685,0.0,0.0,0.0
104,104,0.0,0.0,785.3808125,648.57025,747.73875,0.0,0.0,0.0
105,105,0.0,0.0,787.5675,645.121125,744.762125,0.0,0.0,0.0
106,106,0.0,0.0,789.809875,641.729625,741.8394375,0.0,0.0,0.0
107,107,0.0,0.0,792.1075,638.3966875,738.9711875,0.0,0.0,0.0
108,108,0.0,0.0,794.4598125,635.123375,736.158125,0.0,0.0,0.0
109,109,0.0,0.0,796.866375,631.9104375,733.4008125,0.0,0.0,0.0
110,110,0.0,0.0,799.32675,628.7589375,730.6999375,0.0,0.0,0.0
111,111,0.0,0.0,801.840375,625.66975,728.056125,0.0,0.0,0.0
112,112,0.0,0.0,804.4066875,622.643875,725.47,0.0,0.0,0.0
113,113,0.0,0.0,807.0253125,619.682125,722.942125,0.0,0.0,0.0
114,114,0.0,0.0,809.695625,616.7855,720.4731875,0.0,0.0,0.0
