,time,374,396,441,1478,1500,1545,1523,419,1501,397,1546,442,1479,375,1524,420,1502,398,1547,443,376,1525,1480,421,1503,1570,399,1548,444,1526,377,422
0,0,60.73636788145052,71.70967523345169,60.21771147927336,60.37303538795253,63.753527598379016,72.01460502669677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,38.50315269237898,80.09371593953755,47.69509928632605,65.48441422234798,54.06161187482935,53.808556063132876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,54.23378916854058,70.87466628167654,55.57534678568631,52.6297254227241,49.237447004418186,61.692787138556405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3,74.66138603179996,66.37879134846622,51.55767315885633,61.24063714029597,39.70992520761833,60.052783576894896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,4,56.06077984415069,70.70280234248551,57.5157710208182,65.2960158631427,67.71990386072069,48.95702429223774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,5,40.58695246920099,69.68347648437704,45.12840688282401,64.52118081906866,59.753602138542995,53.40757324409742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,6,61.955218207981005,64.59877244991388,49.548810745470306,57.29150017768016,60.460306845274715,68.45781128065492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,7,57.73220113246869,58.28253711514761,52.58961032883118,54.72609279380069,46.204204132779054,64.2856794260685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,8,66.77364708651918,56.089114178552634,48.2425585591426,51.32202553188933,54.65984947738558,65.42976727277129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,9,58.701488123101896,66.92723210387419,63.57143374567183,59.278060833508476,57.43269540350602,69.76406234515045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,10,58.06484434503402,75.7553604836476,53.17721404328239,70.46499268406659,53.05457962636004,56.96904051364506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,11,59.010947252906064,59.63272300804373,54.952378109330205,62.8405877523591,56.397049253713135,66.80452024066437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
