,time,41,86,108,153,175,198,19,176,131,64,154,109,221,42,132,199,87
0,0,41.8996858410959,44.21027099078995,36.87711909695522,38.98180134717228,43.63275661282066,45.20117854515148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,42.0375908307804,43.9255721157685,37.174180811653656,38.687607833243405,43.90126706471121,45.06625758517019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,42.179877376854144,43.64030291949195,37.473430978630596,38.39499547491899,44.16983958369572,44.93472353307503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3,42.32640579826218,43.354558744059716,37.77463365356502,38.10416230433567,44.43835816670174,44.80668269824533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,4,42.47703081594386,43.06845478936195,38.07756167551021,37.81534009600473,44.706716384420595,44.682245773641185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,5,42.63162281837622,42.782106724277035,38.38198368022325,37.52874926080668,44.974812325636215,44.56151368890738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,6,42.790026181139716,42.495630472059986,38.68769668265263,37.244631553639216,45.24253939117736,44.44459610353316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,7,42.95211173147258,42.20916324770064,38.99448072276819,36.96323029792519,45.5098092238097,44.33159245154415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,8,43.1177302166524,41.92282710763279,39.30215601736184,36.68479689856488,45.77652853758732,44.222610661050474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,9,43.28673852770585,41.63676585652495,39.6105197964556,36.409583682321056,46.042612700423135,44.11774313961967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,10,43.458999676456855,41.3511186047034,39.91940217971425,36.13787212762793,46.30798530376283,44.017095274226875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,11,43.63436792429717,41.06605291605494,40.22862298236506,35.86991579516338,46.57256079846416,43.92075153505991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,12,43.81270898755838,40.78170940907639,40.53802760229841,35.60600428210243,46.83627034092498,43.82881395386831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
