,time,307,891,936,285,914,308,286,892,937,264
0,0,18.305339682121257,39.41993059759679,45.81891821330437,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,18.72718410414022,39.52213144972912,45.54104727180191,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,19.160812344912017,39.63024464841427,45.26216674616125,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3,19.604974279911303,39.74414158195277,44.982352740180495,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,4,20.0585383614916,39.86369627808356,44.70169008598474,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,5,20.52040283568931,39.988761767680785,44.42025859156355,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,6,20.989546662045996,40.11920053214198,44.13816138199692,47.93413849461624,0.0,0.0,0.0,0.0,0.0,0.0
7,7,21.46507155427004,40.2548668566171,43.85548247389656,47.659581191182916,0.0,0.0,0.0,0.0,0.0,0.0
8,8,21.946071251240042,40.395607362569265,43.572329772179934,47.38327695648538,0.0,0.0,0.0,0.0,0.0,0.0
9,9,22.431754141894075,40.541278905281025,43.28881149582424,47.10526260870555,0.0,0.0,0.0,0.0,0.0,0.0
10,10,22.921361544708546,40.69171976439181,43.005035970357405,46.8255817908522,0.0,0.0,0.0,0.0,0.0,0.0
11,11,23.414194767978984,40.846779095791966,42.721126945041725,46.54428539881978,0.0,0.0,0.0,0.0,0.0,0.0
12,12,23.909624080847294,41.00629419074439,42.4372034688294,46.261410491877314,0.0,0.0,0.0,0.0,0.0,0.0
13,13,24.407043483089367,41.17010804031132,42.15340061009711,45.9770228523681,0.0,0.0,0.0,0.0,0.0,0.0
14,14,24.905895751868442,41.33806938884465,41.86984332034728,45.69117024904739,0.0,0.0,0.0,0.0,0.0,0.0
15,15,25.405693363634427,41.510005215581565,41.58668382398102,45.40392147986633,0.0,0.0,0.0,0.0,0.0,0.0
16,16,25.90593932717296,41.685765637220555,41.3040699195399,45.11533125801695,0.0,0.0,0.0,0.0,0.0,0.0
17,17,26.40622432652183,41.86518530141684,41.02214432832773,44.82547614844877,0.0,0.0,0.0,0.0,0.0,0.0
18,18,26.906137305358158,42.04811115600505,40.741084100930244,44.534427811957514,0.0,0.0,0.0,0.0,0.0,0.0
19,19,27.40532300724432,42.234375610663655,40.461038858864505,44.24226682539657,0.0,0.0,0.0,0.0,0.0,0.0
20,20,27.903411279000082,42.423829047632985,40.182199143568816,43.9490734778829,0.0,0.0,0.0,0.0,0.0,0.0
21,21,28.40011560951227,42.61631840882708,39.9047332675915,43.654942379601636,0.0,0.0,0.0,0.0,0.0,0.0
22,22,28.895141467119636,42.81168245973977,39.628833779942966,43.35995831489352,0.0,0.0,0.0,0.0,0.0,0.0
23,23,29.388228635347957,43.009767771462236,39.3546880774909,43.064225815089,0.0,0.0,0.0,0.0,0.0,0.0
24,24,29.879108789883972,43.210433651163505,39.082508731598125,42.767849811679355,0.0,0.0,0.0,0.0,0.0,0.0
25,25,30.36759372307764,43.4135267447039,38.812484318945216,42.47094067847115,0.0,0.0,0.0,0.0,0.0,0.0
26,26,30.85344504849582,43.618901717032244,38.54484123605411,42.173609085894896,0.0,0.0,0.0,0.0,0.0,0.0
27,27,31.336499611441667,43.82641619132669,38.27979398123217,41.875992815139,0.0,0.0,0.0,0.0,0.0,0.0
28,28,31.81658120746321,44.03593567183026,38.017570085059354,41.57820367496183,0.0,0.0,0.0,0.0,0.0,0.0
29,29,32.29352884372827,44.247309408686945,37.75839052136381,41.28039209447027,0.0,0.0,0.0,0.0,0.0,0.0
30,30,32.767195623673814,44.46041886493213,37.50250913844144,40.98268756825046,0.0,0.0,0.0,0.0,0.0,0.0
31,31,33.237464343850505,44.675119988376366,37.250152874602406,40.68524841715266,0.0,0.0,0.0,0.0,0.0,0.0
32,32,33.704204054993085,44.89129575908145,37.001581566213204,40.388228692966955,0.0,0.0,0.0,0.0,0.0,0.0
33,33,34.167327629675924,45.108813701633046,36.75704053288956,40.09178932695223,0.0,0.0,0.0,0.0,0.0,0.0
34,34,34.626725275622796,45.327554103206474,36.51678026377925,39.79610429732812,0.0,0.0,0.0,0.0,0.0,0.0
35,35,35.08232051889113,45.54740055094921,36.28107757456283,39.50134904151096,0.0,0.0,0.0,0.0,0.0,0.0
36,36,35.53402986392802,45.7682399323512,36.05018587695111,39.20770634423753,0.0,0.0,0.0,0.0,0.0,0.0
37,37,35.981800169687524,45.989953688425665,35.82436971310524,38.91537274629119,0.0,0.0,0.0,0.0,0.0,0.0
38,38,36.42556310821799,46.212439906583214,35.603912125995805,38.6245527561906,0.0,0.0,0.0,0.0,0.0,0.0
39,39,36.86526483824342,46.4355954592877,35.38907013442513,38.33544604507841,0.0,0.0,0.0,0.0,0.0,0.0
40,40,37.30087155443322,46.65931201798366,35.180117921357706,38.04826626566038,0.0,0.0,0.0,0.0,0.0,0.0
41,41,37.73233434802808,46.88349319268991,34.97733941196315,37.76324822325142,0.0,0.0,0.0,0.0,0.0,0.0
42,42,38.159636591668246,47.10804987341248,34.78098951131128,37.4806151648039,0.0,0.0,0.0,0.0,0.0,0.0
43,43,38.582739778239166,47.33288774122664,34.59135412719841,37.20059788852442,0.0,0.0,0.0,0.0,0.0,0.0
44,44,39.00163590733065,47.557915756897216,34.40868815850765,36.9234624329329,0.0,0.0,0.0,0.0,0.0,0.0
45,45,39.4163017221809,47.783050079819866,34.23326869921226,36.649441707808556,0.0,0.0,0.0,0.0,0.0,0.0
