,time,50,95,860,73,838,883,861,96
0,0,806.702625,739.3428125,658.0644375,0.0,0.0,0.0,0.0,0.0
1,1,808.56325,736.03625,654.3345625,0.0,0.0,0.0,0.0,0.0
2,2,810.4798125,732.781375,650.6585,0.0,0.0,0.0,0.0,0.0
3,3,812.451875,729.5789375,647.037125,0.0,0.0,0.0,0.0,0.0
4,4,0.0,726.4295625,643.471375,0.0,0.0,0.0,0.0,0.0
5,5,0.0,723.334,639.9621875,0.0,0.0,0.0,0.0,0.0
6,6,0.0,720.2929375,636.5105625,0.0,0.0,0.0,0.0,0.0
7,7,0.0,717.307125,633.1173125,0.0,0.0,0.0,0.0,0.0
8,8,0.0,714.377125,629.7835,0.0,0.0,0.0,0.0,0.0
9,9,0.0,711.5038125,626.5100625,0.0,0.0,0.0,0.0,0.0
10,10,0.0,708.6876875,623.2979375,0.0,0.0,0.0,0.0,0.0
11,11,0.0,705.9295625,620.148,0.0,0.0,0.0,0.0,0.0
12,12,0.0,703.230125,617.061375,0.0,0.0,0.0,0.0,0.0
13,13,0.0,700.59,614.038875,0.0,0.0,0.0,0.0,0.0
14,14,0.0,698.009875,611.0815625,0.0,0.0,0.0,0.0,0.0
15,15,0.0,695.4904375,608.1903125,0.0,0.0,0.0,0.0,0.0
16,16,0.0,693.032375,605.3660625,0.0,0.0,0.0,0.0,0.0
17,17,0.0,690.63625,602.609875,0.0,0.0,0.0,0.0,0.0
18,18,0.0,688.302875,599.9225625,0.0,0.0,0.0,0.0,0.0
19,19,0.0,686.03275,597.305125,0.0,0.0,0.0,0.0,0.0
20,20,0.0,683.8265625,594.7585,0.0,0.0,0.0,0.0,0.0
21,21,0.0,681.6849375,592.2835625,0.0,0.0,0.0,0.0,0.0
22,22,0.0,679.6084375,589.88125,0.0,0.0,0.0,0.0,0.0
23,23,0.0,677.59775,587.552375,0.0,0.0,0.0,0.0,0.0
24,24,0.0,675.6534375,585.2979375,0.0,0.0,0.0,0.0,0.0
25,25,0.0,673.7760625,583.11875,0.0,0.0,0.0,0.0,0.0
26,26,0.0,671.9661875,581.0156875,0.0,0.0,0.0,0.0,0.0
27,27,0.0,670.2243125,578.9895,0.0,0.0,0.0,0.0,0.0
28,28,0.0,668.5510625,577.0410625,0.0,0.0,0.0,0.0,0.0
29,29,0.0,666.9469375,575.1711875,0.0,0.0,0.0,0.0,0.0
30,30,0.0,665.412375,573.3805625,0.0,0.0,0.0,0.0,0.0
31,31,0.0,663.9479375,571.6700625,0.0,0.0,0.0,0.0,0.0
32,32,0.0,662.5540625,570.0403125,0.0,0.0,0.0,0.0,0.0
33,33,0.0,661.231125,568.4920625,0.0,0.0,0.0,0.0,0.0
34,34,0.0,659.9796875,567.0259375,0.0,0.0,0.0,0.0,0.0
35,35,0.0,658.8000625,565.6425625,0.0,0.0,0.0,0.0,0.0
36,36,0.0,657.6926875,564.342625,0.0,0.0,0.0,0.0,0.0
37,37,0.0,656.6579375,563.126625,0.0,0.0,0.0,0.0,0.0
38,38,0.0,655.6960625,561.9951875,0.0,0.0,0.0,0.0,0.0
39,39,0.0,654.8075,560.94875,0.0,0.0,0.0,0.0,0.0
40,40,0.0,653.9925,559.987875,0.0,0.0,0.0,0.0,0.0
41,41,0.0,653.2513125,559.1129375,0.0,0.0,0.0,0.0,0.0
42,42,0.0,652.58425,558.3243125,0.0,0.0,0.0,0.0,0.0
43,43,0.0,651.9915,557.6225,0.0,0.0,0.0,0.0,0.0
44,44,0.0,651.4733125,557.0076875,0.0,0.0,0.0,0.0,0.0
45,45,0.0,651.0298125,556.4801875,0.0,0.0,0.0,0.0,0.0
46,46,0.0,650.661125,556.040375,0.0,0.0,0.0,0.0,0.0
47,47,0.0,650.3675,555.6883125,0.0,0.0,0.0,0.0,0.0
48,48,0.0,650.148875,555.4241875,0.0,0.0,0.0,0.0,0.0
49,49,0.0,650.0055,555.24825,0.0,0.0,0.0,0.0,0.0
50,50,0.0,649.9373125,555.1604375,0.0,0.0,0.0,0.0,0.0
51,51,0.0,649.944375,555.160875,0.0,0.0,0.0,0.0,0.0
52,52,0.0,650.026625,555.2495,0.0,0.0,0.0,0.0,0.0
53,53,0.0,650.184125,555.426375,0.0,0.0,0.0,0.0,0.0
54,54,0.0,650.4168125,555.6913125,0.0,0.0,0.0,0.0,0.0
55,55,0.0,650.7245625,556.0441875,0.0,0.0,0.0,0.0,0.0
56,56,0.0,651.10725,556.4849375,0.0,0.0,0.0,0.0,0.0
57,57,0.0,651.5648125,557.01325,0.0,0.0,0.0,0.0,0.0
58,58,0.0,652.097,557.6289375,0.0,0.0,0.0,0.0,0.0
59,59,0.0,652.70375,558.331625,0.0,0.0,0.0,0.0,0.0
60,60,0.0,653.38475,559.1210625,0.0,0.0,0.0,0.0,0.0
61,61,0.0,654.1398125,559.9969375,0.0,0.0,0.0,0.0,0.0
62,62,0.0,654.968625,560.9586875,0.0,0.0,0.0,0.0,0.0
63,63,0.0,655.8710625,562.006,0.0,0.0,0.0,0.0,0.0
64,64,0.0,656.846625,563.1383125,807.8681875,0.0,0.0,0.0,0.0
65,65,0.0,657.895125,564.3551875,802.9470625,0.0,0.0,0.0,0.0
66,66,0.0,659.016125,565.656,798.0568125,0.0,0.0,0.0,0.0
67,67,0.0,660.2093125,567.04025,793.1979375,0.0,0.0,0.0,0.0
68,68,0.0,661.4743125,568.5073125,788.3710625,0.0,0.0,0.0,0.0
69,69,0.0,662.810625,570.0564375,783.57675,0.0,0.0,0.0,0.0
70,70,0.0,664.217875,571.687125,778.815625,0.0,0.0,0.0,0.0
71,71,0.0,665.6956875,573.3985625,774.08825,0.0,0.0,0.0,0.0
72,72,0.0,667.2434375,575.1900625,769.395375,0.0,0.0,0.0,0.0
73,73,0.0,668.8606875,577.060875,764.7375625,0.0,0.0,0.0,0.0
74,74,0.0,670.5470625,579.01025,760.1155,0.0,0.0,0.0,0.0
75,75,0.0,672.301875,581.0373125,755.52975,0.0,0.0,0.0,0.0
76,76,0.0,674.124625,583.141375,750.981125,0.0,0.0,0.0,0.0
77,77,0.0,676.0148125,585.3215625,746.4701875,0.0,0.0,0.0,0.0
78,78,0.0,677.971875,587.5769375,741.9976875,0.0,0.0,0.0,0.0
79,79,0.0,679.9951875,589.90675,737.5643125,0.0,0.0,0.0,0.0
80,80,0.0,682.084125,592.3100625,733.1708125,0.0,0.0,0.0,0.0
81,81,0.0,684.2381875,594.786,728.817875,0.0,0.0,0.0,0.0
82,82,0.0,686.4566875,597.333625,724.50625,0.0,0.0,0.0,0.0
83,83,0.0,688.7390625,599.9520625,720.2366875,0.0,0.0,0.0,0.0
84,84,0.0,691.0845625,602.640375,716.009875,0.0,0.0,0.0,0.0
85,85,0.0,693.4926875,605.397625,711.8266875,0.0,0.0,0.0,0.0
86,86,0.0,695.9626875,608.222875,707.687875,0.0,0.0,0.0,0.0
87,87,0.0,698.4939375,611.1151875,703.5941875,810.08275,0.0,0.0,0.0
88,88,0.0,701.08575,614.0735625,699.5464375,806.5686875,0.0,0.0,0.0
89,89,0.0,703.7374375,617.097125,695.5454375,803.1,0.0,0.0,0.0
90,90,0.0,706.448375,620.1848125,691.592,799.67725,0.0,0.0,0.0
91,91,0.0,709.217875,623.3358125,687.6869375,796.3010625,0.0,0.0,0.0
92,92,0.0,712.04525,626.5490625,683.8310625,792.9720625,0.0,0.0,0.0
93,93,0.0,714.9298125,629.823625,680.0253125,789.6908125,0.0,0.0,0.0
94,94,0.0,717.8708125,633.1585625,676.2704375,786.4579375,0.0,0.0,0.0
95,95,0.0,720.8675625,636.552875,672.5673125,783.2740625,0.0,0.0,0.0
96,96,0.0,723.9194375,640.0056875,668.9168125,780.1396875,0.0,0.0,0.0
97,97,0.0,727.02575,643.516,665.319875,777.0555,0.0,0.0,0.0
98,98,0.0,730.1856875,647.0829375,661.77725,774.022125,0.0,0.0,0.0
99,99,0.0,733.3986875,650.7055,658.289875,771.0400625,0.0,0.0,0.0
100,100,0.0,736.6639375,654.38275,654.8586875,768.11,0.0,0.0,0.0
101,101,0.0,739.9808125,658.1138125,651.4845,765.2325,0.0,0.0,0.0
102,102,0.0,743.3485625,661.89775,648.16825,762.4081875,0.0,0.0,0.0
103,103,0.0,746.7665625,665.7336875,644.910875,759.6376875,0.0,0.0,0.0
104,104,0.0,750.234125,669.6206875,641.7131875,756.9215,0.0,0.0,0.0
105,105,0.0,753.7505,673.5579375,638.5760625,754.2603125,0.0,0.0,0.0
106,106,0.0,757.315,677.5444375,635.5005625,751.654625,0.0,0.0,0.0
107,107,0.0,760.927,681.579375,632.4874375,749.1050625,0.0,0.0,0.0
108,108,0.0,764.5858125,685.6619375,629.537625,746.6121875,0.0,0.0,0.0
109,109,0.0,768.29075,689.7911875,626.6520625,744.176625,0.0,0.0,0.0
110,110,0.0,772.041125,693.966375,623.8315625,741.798875,0.0,0.0,0.0
111,111,0.0,775.8363125,698.186625,621.077125,739.4795,0.0,0.0,0.0
112,112,0.0,779.675625,702.451125,618.3895625,737.219125,0.0,0.0,0.0
113,113,0.0,783.5584375,706.7590625,615.76975,735.01825,0.0,0.0,0.0
114,114,0.0,787.484125,711.1096875,613.2185625,732.877375,0.0,0.0,0.0
115,115,0.0,791.4519375,715.502125,610.7369375,730.7970625,0.0,0.0,0.0
116,116,0.0,795.461375,719.9356875,608.325625,728.777875,0.0,0.0,0.0
117,117,0.0,799.5116875,724.4095625,605.9855625,726.82025,0.0,0.0,0.0
118,118,0.0,803.6023125,728.9230625,603.7174375,724.92475,0.0,0.0,0.0
119,119,0.0,807.7326875,733.4754375,601.52225,723.0918125,0.0,0.0,0.0
120,120,0.0,811.9020625,738.0659375,599.400625,721.3219375,0.0,0.0,0.0
121,121,0.0,0.0,742.6938125,597.3535,719.615625,0.0,0.0,0.0
122,122,0.0,0.0,747.3584375,595.3815625,717.9733125,0.0,0.0,0.0
123,123,0.0,0.0,752.0590625,593.4855625,716.395375,0.0,0.0,0.0
124,124,0.0,0.0,756.7950625,591.66625,714.8823125,0.0,0.0,0.0
125,125,0.0,0.0,761.5658125,589.9243125,713.4345625,0.0,0.0,0.0
126,126,0.0,0.0,766.3705,588.2605,712.0524375,0.0,0.0,0.0
127,127,0.0,0.0,771.2086875,586.6754375,710.7364375,0.0,0.0,0.0
128,128,0.0,0.0,776.0795625,585.16975,709.4868125,0.0,0.0,0.0
129,129,0.0,0.0,780.982625,583.7440625,708.3039375,0.0,0.0,0.0
130,130,0.0,0.0,785.9171875,582.399,707.1881875,0.0,0.0,0.0
