,time,408,1173,1218,1196,431,409,1174,1219
0,0,34.41517291775777,45.72723423035521,42.09128631717111,0.0,0.0,0.0,0.0,0.0
1,1,34.843982755801186,45.93226488393793,41.90027996215751,0.0,0.0,0.0,0.0,0.0
2,2,35.27050198367191,46.13861851903909,41.712605667678325,0.0,0.0,0.0,0.0,0.0
3,3,35.69457822805753,46.34617938525731,41.528418515274396,0.0,0.0,0.0,0.0,0.0
4,4,36.11609246639783,46.55483907807437,41.34788626771448,0.0,0.0,0.0,0.0,0.0
5,5,36.53492079567258,46.76449630823778,41.171172848567444,0.0,0.0,0.0,0.0,0.0
6,6,36.95094223466431,46.97504422814253,40.99844351321805,0.0,0.0,0.0,0.0,0.0
7,7,37.36407271652334,47.18637909601825,40.82986460175457,0.0,0.0,0.0,0.0,0.0
8,8,37.774215282989395,0.0,40.66560327470478,0.0,0.0,0.0,0.0,0.0
9,9,38.18128118520193,0.0,40.505821436613125,0.0,0.0,0.0,0.0,0.0
10,10,38.58520214855596,0.0,40.35068105158684,0.0,0.0,0.0,0.0,0.0
11,11,38.98590363893936,0.0,40.200349724280635,0.0,0.0,0.0,0.0,0.0
12,12,39.38333637077791,0.0,40.05498281384699,0.0,0.0,0.0,0.0,0.0
13,13,39.77743202909274,0.0,39.91474057976265,0.0,0.0,0.0,0.0,0.0
14,14,40.16815835224497,0.0,39.7797820414804,0.0,0.0,0.0,0.0,0.0
15,15,40.55546387320346,0.0,39.650258572052095,0.0,0.0,0.0,0.0,0.0
16,16,40.93931959422101,0.0,39.52631334179273,0.0,0.0,0.0,0.0,0.0
17,17,41.31968923208429,0.0,39.40809914311143,0.0,0.0,0.0,0.0,0.0
18,18,41.69654641449883,0.0,39.29574759626093,0.0,0.0,0.0,0.0,0.0
19,19,42.06987390214683,0.0,39.18940540564069,0.0,0.0,0.0,0.0,0.0
20,20,42.43965760962168,0.0,39.08919093591762,0.0,0.0,0.0,0.0,0.0
21,21,42.80587610344892,0.0,38.99523698071376,0.0,0.0,0.0,0.0,0.0
22,22,43.16852668726602,0.0,38.90766573994845,0.0,0.0,0.0,0.0,0.0
23,23,43.52760391936815,0.0,38.82657571198674,0.0,0.0,0.0,0.0,0.0
24,24,43.88309993098982,0.0,38.75207894741389,0.0,0.0,0.0,0.0,0.0
25,25,44.23501909233159,0.0,38.68426934941793,0.0,0.0,0.0,0.0,0.0
26,26,44.58336758014624,0.0,38.62324124806438,0.0,0.0,0.0,0.0,0.0
27,27,44.92814402389061,0.0,38.569070055448115,0.0,0.0,0.0,0.0,0.0
28,28,45.269367455357305,0.0,38.52182462816632,0.0,0.0,0.0,0.0,0.0
29,29,45.6070398954311,0.0,38.48157986586552,0.0,0.0,0.0,0.0,0.0
30,30,45.9411741474827,0.0,38.4483780775782,0.0,0.0,0.0,0.0,0.0
31,31,46.27179290842683,0.0,38.4222736001305,0.0,0.0,0.0,0.0,0.0
32,32,46.598906787103054,0.0,38.40330058811802,0.0,0.0,0.0,0.0,0.0
33,33,46.92253613936533,0.0,38.391479254958384,0.0,0.0,0.0,0.0,0.0
34,34,47.24270617766159,0.0,38.38682865801759,0.0,0.0,0.0,0.0,0.0
35,35,0.0,0.0,38.38936021039542,0.0,0.0,0.0,0.0,0.0
36,36,0.0,0.0,38.39905832670114,0.0,0.0,0.0,0.0,0.0
37,37,0.0,0.0,38.415925519234584,0.0,0.0,0.0,0.0,0.0
38,38,0.0,0.0,38.439924500253866,0.0,0.0,0.0,0.0,0.0
39,39,0.0,0.0,38.4710361820583,0.0,0.0,0.0,0.0,0.0
40,40,0.0,0.0,38.50920196110184,0.0,0.0,0.0,0.0,0.0
41,41,0.0,0.0,38.55438805185658,0.0,0.0,0.0,0.0,0.0
42,42,0.0,0.0,38.60652157481747,0.0,0.0,0.0,0.0,0.0
43,43,0.0,0.0,38.66554198549418,0.0,0.0,0.0,0.0,0.0
44,44,0.0,0.0,38.73135669684815,0.0,0.0,0.0,0.0,0.0
45,45,0.0,0.0,38.80389854113945,47.169005677566425,0.0,0.0,0.0,0.0
46,46,0.0,0.0,38.88305633000934,46.8327485591193,0.0,0.0,0.0,0.0
47,47,0.0,0.0,38.96873846915211,46.492282894125104,0.0,0.0,0.0,0.0
48,48,0.0,0.0,39.060835366531194,46.147560854713326,0.0,0.0,0.0,0.0
49,49,0.0,0.0,39.15922622836282,45.79852104469165,0.0,0.0,0.0,0.0
50,50,0.0,0.0,39.263785724143254,45.445114242662875,47.12050305858604,0.0,0.0,0.0
51,51,0.0,0.0,39.374396611574504,45.087290868793964,46.803717643786435,0.0,0.0,0.0
52,52,0.0,0.0,39.490913157980735,44.725000984953645,46.483681935247326,0.0,0.0,0.0
53,53,0.0,0.0,39.61320463413331,44.358184772540056,46.16038393819157,0.0,0.0,0.0
54,54,0.0,0.0,39.74112501763454,43.98680072387142,45.83381722332915,0.0,0.0,0.0
55,55,0.0,0.0,39.87451971661234,43.61078790308624,45.50397690690901,0.0,0.0,0.0
56,56,0.0,0.0,40.01324990214419,43.23010440594562,45.17085974977455,0.0,0.0,0.0
57,57,0.0,0.0,40.15715095619009,42.844698428451295,44.83445961776112,0.0,0.0,0.0
58,58,0.0,0.0,40.3060687935427,42.45452302965886,44.49478135736612,0.0,0.0,0.0
59,59,0.0,0.0,40.45984234711178,42.05952593831188,44.15183211780152,0.0,0.0,0.0
60,60,0.0,0.0,40.61831564858408,41.65966542245515,43.80561169493455,0.0,0.0,0.0
61,61,0.0,0.0,40.78131505479861,41.25489466248764,43.4561317420102,0.0,0.0,0.0
62,62,0.0,0.0,40.948678603736056,40.84517261025751,43.10341171777792,0.0,0.0,0.0
63,63,0.0,0.0,41.120250218987124,40.4304471519281,42.74746400066512,0.0,0.0,0.0
64,64,0.0,0.0,41.29585189469474,40.01068362349715,42.388314202706525,0.0,0.0,0.0
65,65,0.0,0.0,41.47532910551816,39.585842424547046,42.02598084516136,0.0,0.0,0.0
66,66,0.0,0.0,41.65851177998101,39.15589084851325,41.660501907757016,0.0,0.0,0.0
67,67,0.0,0.0,41.845231544980514,38.720778468693524,41.291903133826324,0.0,0.0,0.0
68,68,0.0,0.0,42.035332678061685,38.28048693945504,40.92023076898999,0.0,0.0,0.0
69,69,0.0,0.0,42.228645230515426,37.834980610877096,40.545530252531904,0.0,0.0,0.0
70,70,0.0,0.0,42.42501755339532,37.38423156120886,40.16784596038814,0.0,0.0,0.0
71,71,0.0,0.0,42.62428444179119,36.92821350190305,39.787232939342765,0.0,0.0,0.0
72,72,0.0,0.0,42.826293846529026,36.466901887808056,39.403763886538556,0.0,0.0,0.0
