,time,106,1165,1143,84,1166,129,1144,107
0,0,567.874125,553.1894375,0.0,0.0,0.0,0.0,0.0,0.0
1,1,566.6461875,553.3155,0.0,0.0,0.0,0.0,0.0,0.0
2,2,565.5021875,553.529875,0.0,0.0,0.0,0.0,0.0,0.0
3,3,564.4426875,553.8325625,0.0,0.0,0.0,0.0,0.0,0.0
4,4,563.4680625,554.2233125,0.0,0.0,0.0,0.0,0.0,0.0
5,5,562.578875,554.7019375,0.0,0.0,0.0,0.0,0.0,0.0
6,6,561.7754375,555.26825,0.0,0.0,0.0,0.0,0.0,0.0
7,7,561.058125,555.9220625,0.0,0.0,0.0,0.0,0.0,0.0
8,8,560.427375,556.662875,0.0,0.0,0.0,0.0,0.0,0.0
9,9,559.8833125,557.4905,0.0,0.0,0.0,0.0,0.0,0.0
10,10,559.4263125,558.4045625,0.0,0.0,0.0,0.0,0.0,0.0
11,11,559.0565625,559.4045,0.0,0.0,0.0,0.0,0.0,0.0
12,12,558.77425,560.4899375,0.0,0.0,0.0,0.0,0.0,0.0
13,13,558.5794375,561.660375,0.0,0.0,0.0,0.0,0.0,0.0
14,14,558.4723125,562.91525,0.0,0.0,0.0,0.0,0.0,0.0
15,15,558.452875,564.2540625,0.0,0.0,0.0,0.0,0.0,0.0
16,16,558.5210625,565.6761875,0.0,0.0,0.0,0.0,0.0,0.0
17,17,558.677,567.1809375,0.0,0.0,0.0,0.0,0.0,0.0
18,18,558.9205,568.76775,0.0,0.0,0.0,0.0,0.0,0.0
19,19,559.2514375,570.435875,0.0,0.0,0.0,0.0,0.0,0.0
20,20,559.66975,572.184625,0.0,0.0,0.0,0.0,0.0,0.0
21,21,560.1751875,574.01325,0.0,0.0,0.0,0.0,0.0,0.0
22,22,560.7675,575.921,0.0,0.0,0.0,0.0,0.0,0.0
23,23,561.4464375,577.9070625,0.0,0.0,0.0,0.0,0.0,0.0
24,24,562.211625,579.9706875,814.5579375,0.0,0.0,0.0,0.0,0.0
25,25,563.0628125,582.111,810.317625,0.0,0.0,0.0,0.0,0.0
26,26,563.9995625,584.327125,806.1156875,0.0,0.0,0.0,0.0,0.0
27,27,565.021375,586.6183125,801.95275,0.0,0.0,0.0,0.0,0.0
28,28,566.127875,588.9835625,797.8294375,0.0,0.0,0.0,0.0,0.0
29,29,567.3185625,591.4220625,793.746375,0.0,0.0,0.0,0.0,0.0
30,30,568.592875,593.932875,789.7041875,0.0,0.0,0.0,0.0,0.0
31,31,569.9503125,596.5150625,785.7034375,0.0,0.0,0.0,0.0,0.0
32,32,571.3901875,599.16775,781.744875,0.0,0.0,0.0,0.0,0.0
33,33,572.911875,601.89,777.829125,0.0,0.0,0.0,0.0,0.0
34,34,574.514875,604.680875,773.9568125,0.0,0.0,0.0,0.0,0.0
35,35,576.1983125,607.539375,770.1285625,0.0,0.0,0.0,0.0,0.0
36,36,577.9615625,610.4645625,766.345125,814.4766875,0.0,0.0,0.0,0.0
37,37,579.8039375,613.4555,762.6070625,809.9213125,0.0,0.0,0.0,0.0
38,38,581.7246875,616.51125,758.9151875,805.4005625,0.0,0.0,0.0,0.0
39,39,583.7229375,619.6308125,755.270125,800.9149375,0.0,0.0,0.0,0.0
40,40,585.7979375,622.8131875,751.6725,796.465125,0.0,0.0,0.0,0.0
41,41,587.9489375,626.0575,748.1230625,792.0516875,0.0,0.0,0.0,0.0
42,42,590.1750625,629.36275,744.6224375,787.6751875,0.0,0.0,0.0,0.0
43,43,592.475375,632.728,741.1714375,783.3363125,0.0,0.0,0.0,0.0
44,44,594.849125,636.15225,737.7706875,779.03575,0.0,0.0,0.0,0.0
45,45,597.2954375,639.6345625,734.420875,774.774,0.0,0.0,0.0,0.0
46,46,599.8133125,643.1740625,731.12275,770.5518125,0.0,0.0,0.0,0.0
47,47,602.402,646.7696875,727.877,766.3698125,0.0,0.0,0.0,0.0
48,48,605.0604375,650.420625,724.6843125,762.2286875,0.0,0.0,0.0,0.0
49,49,607.7878125,654.1258125,721.545375,758.1290625,0.0,0.0,0.0,0.0
50,50,610.583125,657.8844375,718.461,754.0716875,0.0,0.0,0.0,0.0
51,51,613.4455,661.6955625,715.4318125,750.0571875,0.0,0.0,0.0,0.0
52,52,616.374,665.55825,712.4585,746.0863125,0.0,0.0,0.0,0.0
53,53,619.367625,669.471625,709.541875,742.1596875,0.0,0.0,0.0,0.0
54,54,622.4255,673.43475,706.6825,738.278125,0.0,0.0,0.0,0.0
55,55,625.546625,677.446875,703.8811875,734.4423125,0.0,0.0,0.0,0.0
56,56,628.730125,681.507,701.138625,730.652875,0.0,0.0,0.0,0.0
57,57,631.9749375,685.6143125,698.4554375,726.9106875,0.0,0.0,0.0,0.0
58,58,635.28025,689.768,695.832375,723.2164375,0.0,0.0,0.0,0.0
59,59,638.645,693.9671875,693.270125,719.5708125,0.0,0.0,0.0,0.0
60,60,642.0683125,698.2110625,690.7693125,715.974625,0.0,0.0,0.0,0.0
61,61,645.5493125,702.4988125,688.330625,712.4285625,0.0,0.0,0.0,0.0
62,62,649.0869375,706.829625,685.9548125,708.9335,0.0,0.0,0.0,0.0
63,63,652.6803125,711.2026875,683.6424375,705.4900625,0.0,0.0,0.0,0.0
64,64,656.3285625,715.6173125,681.3941875,702.0990625,0.0,0.0,0.0,0.0
65,65,660.03075,720.072625,679.2106875,698.76125,0.0,0.0,0.0,0.0
66,66,663.7859375,724.567875,677.0925625,695.4774375,0.0,0.0,0.0,0.0
67,67,667.59325,729.102375,675.0404375,692.248375,0.0,0.0,0.0,0.0
68,68,671.4518125,733.675375,673.0549375,689.074875,0.0,0.0,0.0,0.0
69,69,675.3606875,738.2861875,671.1366875,685.957625,0.0,0.0,0.0,0.0
70,70,679.3190625,742.9340625,669.286125,682.8974375,0.0,0.0,0.0,0.0
