,time,34,56,101,123,1452,1497,1519,1564,168,1542,1430,1475,79,146,12,1520,124,1453,57,1565,1498,102,35,169,1543,1476,147,80,13,1521,125,58,1454,1566,1499,103,170,36,1544,1477,148,81,14,1522,126,59,1455,1567,1500,104,171,37,1545,1478,149,82,1074,1096,1141,1119,1052,1433,1097,1523,1456,1075,1142,1501,1120,1053,1479,1098,1524,1457,1076,1143,1502,1121,1054,1480,1547,1099,1525,1458,1122,1077,1503,1100
0,0,806.2631875,567.6558125,719.03975,671.650375,777.9196875,631.679625,725.4598125,560.7776875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,741.012375,0.0,0.0,652.35175,0.0,721.3590625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,587.9961875,776.585875,814.048625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,801.2265625,569.01175,714.944625,674.2954375,780.9638125,629.2113125,729.8538125,559.9615625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,743.166125,0.0,0.0,653.21075,0.0,717.1111875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,586.02525,781.2454375,814.411625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,796.2191875,570.4501875,710.894625,677.0025625,784.058625,626.811375,734.288,559.2315625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,745.3795,0.0,0.0,654.142875,0.0,712.9065625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,584.1315,785.9391875,814.8336875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3,791.241625,571.970375,706.8905625,679.7709375,787.2035625,624.480625,738.7615625,558.588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,747.6519375,0.0,0.0,655.1478125,0.0,708.746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,582.3155625,790.666625,815.3146875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,4,786.294375,573.571625,702.9331875,682.5998125,790.3979375,622.21975,743.273875,558.0311875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,749.9828125,0.0,0.0,656.2251875,0.0,704.6301875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.5783125,795.427,815.8545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,5,781.3780625,575.2534375,699.023375,685.4884375,793.64125,620.029625,747.8241875,557.561375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,752.37175,0.0,0.0,657.3746875,0.0,700.5600625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,578.920375,800.219875,816.4530625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,6,776.4933125,577.0149375,695.1618125,688.436125,796.9328125,617.9109375,752.4118125,557.178875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,754.8180625,0.0,0.0,658.5959375,0.0,696.5363125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,577.3424375,805.0445625,817.1101875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,7,771.6406875,578.8554375,691.349375,691.442,800.2720625,615.864375,757.0360625,556.88375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,757.3211875,0.0,0.0,659.8885,0.0,692.5598125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,575.8451875,809.9005,817.82575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,8,766.8208125,580.7741875,687.5869375,694.5054375,803.6584375,613.8908125,761.69625,556.6761875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,759.8806875,0.0,0.0,661.2519375,0.0,688.631375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,574.42925,814.787125,818.599625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
