,time,643,665,710,732,777,822,844,889,911,956,755,934,688,867,1001,800,733,979,912,666,845,778,957,711,890,823,644,756,935,689,1002,868,801,734,980,913,667,846,779,958,712,891,824,757,936,645,1003,690,869,802,981,735,914,668,847,780,959,713,892,825,758,937,1004,691,870,265,287,332,310,243,288,736,266,333,714,781,311,759,244,692,289,737,334,267,782,715,312,760,290,738,335,783,268,716,313,761,26,1085,1063,4,1108,49,1086,27,1131,1064,72,5,1109,50,1087,28,1132,73,1065,6,1110,51,1088,29,1133,74,1111,52,973,1018,996,974,1019,997,1042,96,1020,998,1043,97,1021,75
0,0,0.7113552093505859,0.8013131022453308,1.2461605072021484,0.7753947377204895,1.2107239961624146,0.7808159589767456,1.0052833557128906,1.1007091999053955,0.8522018790245056,1.137913465499878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8775858879089355,0.0,0.0,0.0,0.0,0.0,0.9573084115982056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0365488529205322,0.8493661880493164,0.7203335762023926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4208942651748657,1.4072871208190918,0.0,0.0,0.0,0.951111376285553,0.0,0.7105540037155151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8269487023353577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.7144449949264526,0.7956494688987732,1.2575452327728271,0.7682969570159912,1.2092022895812988,0.7872416973114014,0.998006284236908,1.1103849411010742,0.8441846370697021,1.1413897275924683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8692581653594971,0.0,0.0,0.0,0.0,0.0,0.9638826251029968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0442615747451782,0.8415151834487915,0.7207986116409302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4103935956954956,1.3946123123168945,0.0,0.0,0.0,0.941985011100769,0.0,0.7140378355979919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.827508807182312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,0.717491090297699,0.7899920344352722,1.2689557075500488,0.7612792253494263,1.2072877883911133,0.7937116026878357,0.99070143699646,1.120084285736084,0.836259126663208,1.1445820331573486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8610249757766724,0.0,0.0,0.0,0.0,0.0,0.9704148173332214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0519311428070068,0.8337469100952148,0.7211857438087463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3995918035507202,1.381960391998291,0.0,0.0,0.0,0.932955265045166,0.0,0.7174868583679199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8279523849487305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3,0.7204916477203369,0.7843427658081055,1.2803829908370972,0.7543408274650574,1.2049885988235474,0.8002247214317322,0.9833744764328003,1.1298009157180786,0.8284244537353516,1.1474807262420654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8528856635093689,0.0,0.0,0.0,0.0,0.0,0.9768991470336914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0595494508743286,0.8260610103607178,0.7214945554733276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3885539770126343,1.369339942932129,0.0,0.0,0.0,0.9240218997001648,0.0,0.7208990454673767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8282788991928101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,4,0.7234446406364441,0.7787036895751953,1.29181706905365,0.7474807500839233,1.2023143768310547,0.8067801594734192,0.9760309457778931,1.1395282745361328,0.820679783821106,1.1500768661499023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.844839334487915,0.0,0.0,0.0,0.0,0.0,0.9833295345306396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.067108154296875,0.8184568881988525,0.7217248678207397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3773322105407715,1.3567583560943604,0.0,0.0,0.0,0.9151845574378967,0.0,0.7242723703384399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8284880518913269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,5,0.7263481020927429,0.7730767130851746,1.3032464981079102,0.7406981587409973,1.1992759704589844,0.8133769035339355,0.9686760306358337,1.1492586135864258,0.8130241632461548,1.1523621082305908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8368850946426392,0.0,0.0,0.0,0.0,0.0,0.9896996021270752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0745984315872192,0.8109341859817505,0.7218764424324036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3659685850143433,1.344222068786621,0.0,0.0,0.0,0.9064429402351379,0.0,0.727604866027832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8285795450210571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,6,0.7292001843452454,0.7674635052680969,1.3146580457687378,0.7339922189712524,1.1958853006362915,0.8200138807296753,0.9613146185874939,1.1589839458465576,0.8054566979408264,1.1543290615081787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.829022228717804,0.0,0.0,0.0,0.0,0.0,0.9960027933120728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0820109844207764,0.8034923672676086,0.7219491600990295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3544973134994507,1.331736445426941,0.0,0.0,0.0,0.8977966904640198,0.0,0.7308944463729858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8285532593727112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,7,0.7319988012313843,0.7618658542633057,1.3260362148284912,0.7273619174957275,1.1921554803848267,0.8266897797584534,0.9539512395858765,1.1686954498291016,0.7979763746261597,1.1559711694717407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8212497234344482,0.0,0.0,0.0,0.0,0.0,1.0022321939468384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0893357992172241,0.7961307764053345,0.7219429612159729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3429467678070068,1.3193066120147705,0.0,0.0,0.0,0.889245331287384,0.0,0.7341389060020447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8284092545509338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,8,0.7347420454025269,0.7562851905822754,1.3373632431030273,0.7208064198493958,1.1881000995635986,0.8334033489227295,0.94659024477005,1.178383231163025,0.7905823588371277,1.1572829484939575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8135667443275452,0.0,0.0,0.0,0.0,0.0,1.0083807706832886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0965627431869507,0.788848876953125,0.7218577861785889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3313401937484741,1.3069369792938232,0.0,0.0,0.0,0.880788266658783,0.0,0.737336277961731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8281475901603699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
