,time,315,337,359,360,382,404,405,426,427,449,471,472,494,966,988,1010,1011,1032,1033,1034,1055,1056,1077,1078,1100,338,450,383,989,1101,1012,1079,428,361,1057,495,406,990,473,967,316,1035,451,339,384,1102,968,1013,1080,1124,429,362,1058,496,407,991,474,1036,946,452,1103,385,1125,340,1081,969,1014,430,497,519,1059,363,408,475,992,1037,1126,453,947,1104,386,341
0,0,0.200654536485672,0.31713172793388367,0.2919270992279053,0.3812961280345917,0.9726793766021729,0.7268629670143127,0.28875359892845154,0.2844149172306061,0.5450708270072937,0.49909287691116333,0.24452878534793854,0.20146431028842926,0.20598891377449036,-99.0,0.4185125529766083,0.46564677357673645,-99.0,0.267984539270401,-99.0,-99.0,1.1418766975402832,-99.0,0.410957008600235,-99.0,0.24698154628276825,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
1,1,0.2008034586906433,0.3161258399486542,0.28989166021347046,0.3834296464920044,0.9755593538284302,0.7203241586685181,0.29112017154693604,0.28228291869163513,0.5488995909690857,0.4988711476325989,0.24347451329231262,0.2026982307434082,0.20641566812992096,-99.0,0.4185197949409485,0.4627600610256195,-99.0,0.26579248905181885,-99.0,-99.0,1.1339192390441895,-99.0,0.40829816460609436,-99.0,0.24667951464653015,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
2,2,0.20094482600688934,0.3151109516620636,0.28786501288414,0.38556531071662903,0.978273868560791,0.713857114315033,0.29350337386131287,0.28016239404678345,0.5527483820915222,0.4986165761947632,0.2424166202545166,0.2039327770471573,0.20683571696281433,-99.0,0.41850411891937256,0.45988234877586365,-99.0,0.26361435651779175,-99.0,-99.0,1.125859022140503,-99.0,0.40565013885498047,-99.0,0.24636812508106232,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
3,3,0.2010785937309265,0.3140871524810791,0.28584712743759155,0.3877028524875641,0.9808183312416077,0.7074611186981201,0.29590344429016113,0.27805331349372864,0.556617021560669,0.4983292818069458,0.24135521054267883,0.20516793429851532,0.2072490155696869,-99.0,0.4184654951095581,0.4570138454437256,-99.0,0.26145005226135254,-99.0,-99.0,1.1177085638046265,-99.0,0.40301305055618286,-99.0,0.24604742228984833,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
4,4,0.20120476186275482,0.3130546510219574,0.2838380038738251,0.38984209299087524,0.9831883311271667,0.7011352777481079,0.29832059144973755,0.27595552802085876,0.560505211353302,0.4980093836784363,0.24029035866260529,0.20640361309051514,0.20765551924705505,-99.0,0.4184039533138275,0.4541547894477844,-99.0,0.2592993676662445,-99.0,-99.0,1.109479546546936,-99.0,0.4003869891166687,-99.0,0.24571745097637177,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
5,5,0.20132330060005188,0.3120136260986328,0.2818376123905182,0.3919827938079834,0.985379695892334,0.6948789358139038,0.30075502395629883,0.27386900782585144,0.5644126534461975,0.49765700101852417,0.23922216892242432,0.20763978362083435,0.20805516839027405,-99.0,0.4183195233345032,0.4513053596019745,-99.0,0.2571621537208557,-99.0,-99.0,1.101183295249939,-99.0,0.397771954536438,-99.0,0.2453782856464386,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
6,6,0.20143422484397888,0.3109642267227173,0.2798458933830261,0.3941247761249542,0.9873884320259094,0.688691258430481,0.3032069802284241,0.2717936635017395,0.5683391094207764,0.497272253036499,0.23815074563026428,0.20887641608715057,0.20844793319702148,-99.0,0.4182122051715851,0.4484657347202301,-99.0,0.2550382614135742,-99.0,-99.0,1.0928298234939575,-99.0,0.3951680660247803,-99.0,0.24502994120121002,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
7,7,0.20153748989105225,0.30990663170814514,0.2778628468513489,0.39626777172088623,0.9892109632492065,0.6825714111328125,0.30567666888237,0.26972872018814087,0.5722842216491699,0.49685537815093994,0.23707616329193115,0.21011342108249664,0.20883376896381378,-99.0,0.418082058429718,0.44563615322113037,-99.0,0.2529276907444,0.7649533152580261,-99.0,1.0844290256500244,-99.0,0.39257538318634033,-99.0,0.244672492146492,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
8,8,0.20163309574127197,0.3088409900665283,0.2758884131908417,0.3984115421772003,0.9908437728881836,0.6765186190605164,0.3081642985343933,0.26767367124557495,0.5762475728988647,0.4964064955711365,0.23599852621555328,0.21135076880455017,0.20921261608600616,-99.0,0.41792911291122437,0.44281670451164246,-99.0,0.2508322596549988,0.7711142301559448,-99.0,1.0759899616241455,-99.0,0.38999393582344055,-99.0,0.24430598318576813,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
