,time,352,374,419,464,486,531,553,598,397,576,509,330,442,375,554,621,487,420,353,599,532,465,398,577,510,331,443,376,555,622,488,421,354,600,533,466,399,578,511,332,645,444,377,556,623,489,422,601,355,534,467,400,579,512,646,1504,1526,1571,1549,333,1527,19,378,1572,1505,356,423,1550,401,20,334,1528,379,1573,357,424,1506,1551,402,21,335,1529,380,1574,425,358,1552,22,403
0,0,3.945254325866699,2.289844036102295,3.606538772583008,4.755332946777344,1.4969779253005981,4.341475486755371,1.7477916479110718,3.322836399078369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1530287265777588,0.0,0.0,0.0,0.0,0.0,4.554117202758789,0.0,0.0,0.0,0.0,0.0,0.0,4.090890884399414,2.548776149749756,0.7514163255691528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,3.928166389465332,2.285081624984741,3.500742197036743,4.7555460929870605,1.4984259605407715,4.337996006011963,1.739595651626587,3.309041976928711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1474394798278809,0.0,0.0,0.0,0.0,0.0,4.561479091644287,0.0,0.0,0.0,0.0,0.0,0.0,4.076251983642578,0.0,0.7728293538093567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,3.9108288288116455,2.2804269790649414,3.390639543533325,4.755763053894043,1.4997591972351074,4.334381103515625,1.7316880226135254,3.2950005531311035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1420842409133911,0.0,0.0,0.0,0.0,0.0,4.569058895111084,0.0,0.0,0.0,0.0,0.0,0.0,4.061537742614746,0.0,0.7940662503242493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3,3.893246650695801,2.275876760482788,3.2787375450134277,4.755984783172607,1.5009912252426147,4.330622673034668,1.7240548133850098,3.2807111740112305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.136948823928833,0.0,0.0,0.0,0.0,0.0,4.576866626739502,0.0,0.0,0.0,0.0,0.0,0.0,4.0467529296875,0.0,0.815110445022583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,4,3.8754260540008545,2.271427869796753,3.167797088623047,4.756210803985596,1.5021336078643799,4.326711654663086,1.7166831493377686,3.2661728858947754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1320205926895142,0.0,0.0,0.0,0.0,0.0,4.584910869598389,0.0,0.0,0.0,0.0,0.0,0.0,4.031904697418213,0.0,0.8359463810920715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,5,3.8573734760284424,2.2670769691467285,3.060441732406616,4.756441593170166,1.5031962394714355,4.322639465332031,1.7095603942871094,3.2513859272003174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1272873878479004,0.0,0.0,0.0,0.0,0.0,4.593202590942383,0.0,0.0,0.0,0.0,0.0,0.0,4.016998767852783,0.0,0.8565594553947449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,6,3.8390965461730957,2.2628209590911865,2.9588117599487305,4.756677150726318,1.5041877031326294,4.318395614624023,1.702675223350525,3.2363502979278564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.122738242149353,0.0,0.0,0.0,0.0,0.0,4.601751327514648,0.0,0.0,0.0,0.0,0.0,0.0,4.002041816711426,0.0,0.8769361972808838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,7,3.820603847503662,0.0,2.8643689155578613,4.756917476654053,1.505115270614624,4.31397008895874,1.6960164308547974,3.22106671333313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1183629035949707,0.0,0.0,0.0,0.0,0.0,4.610568523406982,0.0,0.0,0.0,0.0,0.0,0.0,3.987039804458618,0.0,0.8970642685890198,5.451504230499268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,8,3.8019039630889893,0.0,2.777874708175659,4.7571635246276855,1.5059853792190552,4.309350490570068,1.6895737648010254,3.2055366039276123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1141518354415894,0.0,0.0,0.0,0.0,0.0,4.619665622711182,0.0,0.0,0.0,0.0,0.0,0.0,3.9719996452331543,0.0,0.9169322848320007,5.452700614929199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
