,time,315,337,359,360,382,404,405,426,427,449,471,472,494,966,988,1010,1011,1032,1033,1034,1055,1056,1077,1078,1100,338,450,383,989,1101,1012,1079,428,361,1057,495,406,990,473,967,316,1035,451,339,384,1102,968,1013,1080,1124,429,362,1058,496,407,991,474,1036,946,452,1103,385,1125,340,1081,969,1014,430,497,519,1059,363,408,475,992,1037,1126,453,947,1104,386,341
0,0,1721.724625,1369.50225,1434.074625,1227.75925,654.0700625,790.0106875,1447.263625,1456.111,967.7743125,1028.29675,1575.597875,1723.36425,1706.754125,1679.738875,1157.4085,1078.54475,1483.036625,1506.040125,793.16825,1810.208875,600.28775,1309.447375,1170.617,1202.89075,1566.022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,1721.17075,1371.991,1439.561625,1223.4435,652.9256875,794.9481875,1440.8285,1462.007625,963.0571875,1028.6031875,1578.911125,1718.894875,1705.224,1676.785375,1157.403,1083.08325,1477.483625,1512.459875,788.7533125,1803.603125,602.297625,1303.774125,1175.555,1200.47275,1566.977375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,1720.644375,1374.510375,1445.061125,1219.15225,651.8545625,799.9161875,1434.398,1467.91325,958.3673125,1028.9563125,1582.24725,1714.441125,1703.719875,1673.85475,1157.438875,1087.647,1471.942125,1518.883875,784.375625,1796.9995,604.3819375,1298.11325,1180.5135,1198.090375,1567.963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3,1720.145875,1377.06025,1450.572875,1214.885875,650.857,804.9140625,1427.972125,1473.8275,953.705125,1029.3560625,1585.606,1710.003125,1702.24175,1670.947125,1157.516,1092.235875,1466.41225,1525.312,780.0358125,1790.398,606.539875,1292.465,1185.49225,1195.744,1568.978625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,4,1719.675125,1379.6405,1456.096875,1210.64475,649.9334375,809.9413125,1421.551,1479.7505,949.071,1029.8024375,1588.9875,1705.581,1700.78975,1668.062625,1157.634625,1096.849375,1460.894125,1531.744375,775.7345625,1783.798625,608.770625,1286.829625,1190.491125,1193.433625,1570.024375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,5,1719.232125,1382.251,1461.632875,1206.429,649.0840625,814.9974375,1415.134625,1485.682,944.465375,1030.295375,1592.391375,1701.17475,1699.364,1665.20125,1157.794625,1101.48725,1455.387875,1538.180875,771.4725,1777.2015,611.0735,1281.207125,1195.509625,1191.15975,1571.100125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,6,1718.816875,1384.8915,1467.180875,1202.239,648.30925,820.0818125,1408.723,1491.622,939.88875,1030.83475,1595.817625,1696.78475,1697.9645,1662.36325,1157.995875,1106.149125,1449.893625,1544.6215,767.25025,1770.6065,613.447625,1275.59775,1200.54775,1188.922375,1572.205875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,7,1718.429375,1387.56175,1472.7405,1198.074875,647.6091875,825.1939375,1402.316375,1497.570375,935.3414375,1031.4205,1599.266125,1692.410875,1696.59125,1659.548625,1158.238375,1110.834875,1444.411625,1551.066,763.0685,1764.01375,615.892125,1270.00175,1205.605125,1186.72175,1573.341375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,8,1718.06975,1390.261625,1478.311875,1193.937,646.98425,830.33325,1395.91475,1503.526875,930.8239375,1032.052625,1602.7365,1688.0535,1695.244375,1656.757625,1158.52225,1115.544,1438.941875,1557.5145,758.927875,1757.42325,618.40625,1264.41925,1210.6815,1184.558125,1574.50675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,9,1717.738,1392.991125,1483.894625,1189.825625,646.4345625,835.4993125,1389.518125,1509.491625,926.336625,1032.7309375,1606.228875,1683.7125,1693.923875,1653.99025,1158.847375,1120.27625,1433.484625,1563.966875,754.8291875,1750.835,620.9890625,1258.850375,1215.77675,1182.431625,1575.701875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,10,1717.434125,1395.749875,1489.48875,1185.741125,645.9603125,840.691625,1383.126625,1515.464375,921.8800625,1033.4554375,1609.742875,1679.38825,1692.63,1651.24675,1159.21375,1125.031375,1428.04,1570.423,750.773,1744.249125,623.6398125,1253.295375,1220.890375,1180.3425,1576.92675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,11,1717.158125,1398.53775,1495.094125,1181.683625,645.56175,845.9096875,1376.740375,1521.445,917.454625,1034.2259375,1613.2785,1675.08075,1691.36275,1648.52725,1159.62125,1129.809125,1422.608125,1576.883,746.7600625,1737.66575,626.3575625,1247.7545,1226.022375,1178.291125,1578.181125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,12,1716.91,1401.3545,1500.710625,1177.653625,645.238875,851.153,1370.3595,1527.4335,913.0608125,1035.042375,1616.835625,1670.79025,1690.122,1645.831625,1160.069875,1134.609125,1417.189125,1583.346625,742.7910625,1731.084625,629.1414375,1242.227875,1231.1725,1176.277375,1579.465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,13,1716.68975,1404.200125,1506.338,1173.651125,644.9919375,856.4210625,1363.983875,1533.429625,908.6990625,1035.9046875,1620.414,1666.516625,1688.908,1643.160375,1160.559625,1139.431,1411.78325,1589.814,738.86675,1724.506,631.990625,1236.715625,1236.340375,1174.301625,1580.778375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
