,time,74,119,141,186,253,298,320,365,52,231,164,343,97,276,209,142,321,388,75,254,187,366,120,299,232,53,165,344,98,277,411,210,143,322,389,76,255,188,367,121,300,233,54,166,345,99,278,412,211,144,390,323,77,256,189,368,122,301,234,55,167,346,100,413,279,1271,1293,1316,1249,145,1294,1272,123,1317,168,1250,101,1295,146,1273,124,1340,191,1318,169,1251,102,1296,147,1274,1341,125,192,1319,170
0,0,0.9802452921867371,1.0417524576187134,0.9193592071533203,1.1451612710952759,1.145157814025879,0.9364258050918579,1.0271668434143066,0.9581162333488464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0228649377822876,0.0,0.0,0.0,0.0,0.0,0.0,0.8836461901664734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9281114935874939,0.9563589096069336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.973967969417572,1.0519437789916992,0.9108331203460693,1.1499890089035034,1.1395472288131714,0.9452851414680481,1.017256498336792,0.9637499451637268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0138756036758423,0.0,0.0,0.0,0.0,0.0,0.0,0.891556441783905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9368889927864075,0.9486202001571655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,0.9676320552825928,1.06223726272583,0.9023906588554382,1.1545649766921997,1.1337311267852783,0.954231858253479,1.007446527481079,0.9693038463592529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0049328804016113,0.0,0.0,0.0,0.0,0.0,0.0,0.899530291557312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9457530975341797,0.9409022927284241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3,0.9612436890602112,1.0726324319839478,0.8940320611000061,1.1588759422302246,1.1277228593826294,0.963265597820282,0.9977370500564575,0.9747717380523682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9960397481918335,0.0,0.0,0.0,0.0,0.0,0.0,0.9075668454170227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9547035694122314,0.9332086443901062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,4,0.95480877161026,1.0831290483474731,0.8857572078704834,1.1629091501235962,1.1215357780456543,0.9723860621452332,0.988128125667572,0.980147123336792,0.6992900967597961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9871991872787476,0.0,0.0,0.0,0.0,0.0,0.0,0.915664792060852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9637399911880493,0.9255422949790955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,5,0.9483328461647034,1.0937267541885376,0.8775660991668701,1.1666524410247803,1.1151825189590454,0.9815926551818848,0.9786195755004883,0.9854234457015991,0.7035462260246277,0.6999036073684692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9784138202667236,0.0,0.0,0.0,0.0,0.0,0.0,0.923822820186615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9728617072105408,0.9179062247276306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,6,0.9418213367462158,1.1044248342514038,0.8694586157798767,1.1700936555862427,1.1086755990982056,0.9908848404884338,0.9692113399505615,0.9905939102172852,0.7077937126159668,0.7057135701179504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.969685971736908,0.0,0.0,0.0,0.0,0.0,0.0,0.9320395588874817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9820682406425476,0.9103031754493713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,7,0.935279369354248,1.115222692489624,0.8614345192909241,1.1732215881347656,1.102027177810669,1.000261664390564,0.9599031209945679,0.9956516623497009,0.7120308876037598,0.71157306432724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9610178470611572,0.0,0.0,0.0,0.0,0.0,0.0,0.9403132200241089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9913586378097534,0.9027356505393982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,8,0.9287117719650269,1.126119613647461,0.8534935712814331,1.1760252714157104,1.095248818397522,1.0097224712371826,0.9506945610046387,1.0005897283554077,0.7162560820579529,0.7174820899963379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9524112939834595,0.0,0.0,0.0,0.0,0.0,0.0,0.9486420750617981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0007320642471313,0.8952059745788574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
