,time,804,826,871,916,938,983,1005,1050,1072,1117,1095,849,1028,961,894,782,1073,827,1006,1140,939,872,1051,1118,805,984,917,1096,850,1029,962,895,1074,828,1007,1141,940,873,1119,1052,985,806,918,1097,851,1030,963,896,1075,829,1142,1008,941,874,1120,1053,986,807,919,1098,852,1031,964,426,471,404,449,830,897,427,494,875,472,808,405,853,450,898,831,428,495,876,473,406,809,854,451,899,832,496,429,877,474,407,855,452,165,187,1201,1246,1179,1224,210,1202,188,1247,166,1225,211,1203,189,1248,167,1226,212,1204,190,1249,235,168,1227,213
0,0,0.881273627281189,0.7636690735816956,1.48087739944458,0.7291455864906311,1.1500765085220337,0.9420165419578552,0.932049036026001,1.3064384460449219,0.7386214137077332,0.8774573802947998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9563808441162109,0.0,0.0,0.0,0.9839398860931396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3765997886657715,0.7209363579750061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8599858283996582,0.9761225581169128,0.7415001392364502,0.8149059414863586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.884799599647522,0.757267951965332,1.493810772895813,0.7355958819389343,1.1428983211517334,0.9500783085823059,0.923650860786438,1.3186529874801636,0.7321231365203857,0.8777186274528503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.949438750743866,0.0,0.0,0.0,0.990911602973938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3671786785125732,0.7258145809173584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8663299679756165,0.966985821723938,0.7350645065307617,0.8149799704551697,0.6986950635910034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,0.8882259726524353,0.7509189248085022,1.5067335367202759,0.7421131134033203,1.1355785131454468,0.9581802487373352,0.9153231978416443,1.3309205770492554,0.7256919741630554,0.87784343957901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9424817562103271,0.0,0.0,0.0,0.9978402853012085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3574422597885132,0.7306984066963196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8726751804351807,0.9579321146011353,0.7286901473999023,0.8149434924125671,0.7000295519828796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3,0.8915486931800842,0.7446222305297852,1.5196163654327393,0.7486977577209473,1.1281306743621826,0.9663196802139282,0.9070668816566467,1.343235731124878,0.7193273305892944,0.8778316974639893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.935514509677887,0.0,0.0,0.0,1.0047192573547363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3474419116973877,0.7355862259864807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.879018247127533,0.9489622712135315,0.7223768830299377,0.814796507358551,0.7012954950332642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,4,0.8947638869285583,0.73837810754776,1.532395601272583,0.7553504109382629,1.1205674409866333,0.9744935035705566,0.8988826870918274,1.3555927276611328,0.7130287289619446,0.8776834011077881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9285411834716797,0.0,0.0,0.0,1.0115418434143066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3372219800949097,0.7404764890670776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8853558301925659,0.9400768876075745,0.716124415397644,0.8145391345024109,0.7024919390678406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,5,0.897867739200592,0.7321867346763611,1.544890284538269,0.7620713710784912,1.1129010915756226,0.9826985597610474,0.8907711505889893,1.3679841756820679,0.7067955732345581,0.8773987293243408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9215660095214844,0.0,0.0,0.0,1.0183007717132568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.326820731163025,0.7453674674034119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.891684353351593,0.9312764406204224,0.7099325060844421,0.8141717314720154,0.7036178708076477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,6,0.9008564352989197,0.7260481119155884,1.5563085079193115,0.7688611745834351,1.1051430702209473,0.9909312725067139,0.8827328085899353,1.3804023265838623,0.7006272673606873,0.8769782185554504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9145928025245667,0.0,0.0,0.0,1.0249885320663452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3162710666656494,0.7502573728561401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.898000180721283,0.9225612878799438,0.7038007378578186,0.8136947154998779,0.7046723961830139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,7,0.9037261605262756,0.7199623584747314,1.5612305402755737,0.7757201790809631,1.097304344177246,0.9991879463195801,0.874768078327179,1.3928372859954834,0.0,0.8764222860336304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9076252579689026,0.0,0.0,0.0,1.0315972566604614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3056012392044067,0.7551444172859192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9042993783950806,0.9139317274093628,0.0,0.813108503818512,0.7056546807289124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,8,0.9064732193946838,0.7139294743537903,1.5530169010162354,0.7826487421989441,1.0893950462341309,1.0074644088745117,0.8668773174285889,1.4052773714065552,0.0,0.8757317066192627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9006667137145996,0.0,0.0,0.0,1.0381189584732056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.294836163520813,0.7600265741348267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9105778336524963,0.9053878784179688,0.0,0.8124138116836548,0.7065639495849609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
