,time,526,571,593,616,683,750,795,817,862,728,840,661,773,504,594,549,818,706,885,639,572,751,527,863,796,684,617,550,729,841,662,774,595,528,819,707,886,640,573,752,864,506,685,797,618,551,730,842,663,596,775,529,887,820,708,641,574,753,865,507,686,798,619,552,731,843,664,910,597,776,126,171,193,216,530,149,575,194,553,620,172,239,598,217,531,150,576,195,554,621,173,240,599,218,532,151,577,196,622,555,174,241,600,219,924,1462,969,1507,947,1485,992,925,1530,1463,970,1508,948,1486,993,1531,926,1464,971,1509,949,1487,994,1532,972,1510,901,879,902,880,858,903,881,859,904,882,1555,1533,860
0,0,3.5383410453796387,5.136894702911377,1.3214125633239746,5.862883567810059,0.012288377620279789,0.4228440523147583,5.0926594734191895,1.0884301662445068,2.728163003921509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1219439506530762,0.0,0.0,0.0,0.0,0.0,0.0,4.581943035125732,0.0,0.0,0.0,0.0,0.0,0.0,3.955932855606079,5.323791980743408,1.0066546201705933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.078721523284912,5.346071243286133,0.0,0.0,0.0,5.703234672546387,0.0,0.0,3.091578245162964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9721614718437195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,3.5190632343292236,5.136759281158447,1.3367724418640137,5.875462532043457,0.02656584419310093,0.4348323345184326,5.110321521759033,1.089340090751648,2.705536127090454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.117234230041504,0.0,0.0,0.0,0.0,0.0,0.0,4.589473724365234,0.0,0.0,0.0,0.0,0.0,0.0,3.943185567855835,5.323327541351318,1.0312227010726929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.060739040374756,5.363138198852539,0.0,0.0,0.0,5.71771240234375,0.0,0.0,3.0833041667938232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0010370016098022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,3.4999308586120605,5.136618137359619,1.3514809608459473,5.888276100158691,0.04083619266748428,0.44661158323287964,5.128674507141113,1.0902267694473267,2.6827855110168457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1127251386642456,0.0,0.0,0.0,0.0,0.0,0.0,4.597224235534668,0.0,0.0,0.0,0.0,0.0,0.0,3.9304285049438477,5.322850704193115,1.0552394390106201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.042718887329102,5.380308628082275,0.0,0.0,0.0,5.732061386108398,0.0,0.0,3.0748610496520996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0297266244888306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3,3.4809556007385254,5.136471271514893,1.3655730485916138,5.901325702667236,0.05509372055530548,0.458184152841568,5.14774751663208,1.0910911560058594,2.6599338054656982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1084046363830566,0.0,0.0,0.0,0.0,0.0,0.0,4.605203628540039,0.0,0.0,0.0,0.0,0.0,0.0,3.917665958404541,5.322360992431641,1.078696608543396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.024672031402588,5.397572994232178,0.0,0.0,0.0,5.74627685546875,0.0,0.0,3.0662448406219482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0581855773925781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,4,3.4621498584747314,5.136318206787109,1.3790817260742188,5.914614200592041,0.0693327784538269,0.46955248713493347,5.167569160461426,1.091934084892273,2.6370046138763428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1042611598968506,0.0,0.0,0.0,0.0,0.0,0.0,4.6134209632873535,0.0,0.0,0.0,0.0,0.0,0.0,3.904902219772339,5.321857452392578,1.1015890836715698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.006610870361328,5.414922714233398,0.0,0.0,0.0,5.760356426239014,0.0,0.0,3.0574512481689453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0863714218139648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,5,3.44352388381958,5.136157989501953,1.3920378684997559,5.92814302444458,0.08354772627353668,0.4807191789150238,5.188168525695801,1.0927565097808838,2.6140217781066895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.100284457206726,0.0,0.0,0.0,0.0,0.0,0.0,4.621885776519775,0.0,0.0,0.0,0.0,0.0,0.0,3.892141103744507,5.321340084075928,1.1239137649536133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.988546848297119,5.432347297668457,0.0,0.0,0.0,5.774295330047607,0.0,0.0,3.048476457595825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1142442226409912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,6,3.425088405609131,5.13599157333374,1.4044710397720337,5.941914081573486,0.0977330133318901,0.49168694019317627,5.209574222564697,1.0935590267181396,2.5910098552703857,5.410363674163818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0964648723602295,0.0,0.0,0.0,0.0,0.0,0.0,4.630608558654785,0.0,0.0,0.0,0.0,0.0,0.0,3.879387140274048,5.320808410644531,1.1456706523895264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.970491647720337,5.4498372077941895,5.9355645179748535,0.0,0.0,5.78809118270874,0.0,0.0,3.039315938949585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1417667865753174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,7,3.4068524837493896,5.135817527770996,1.4164087772369385,5.955928802490234,0.11188314110040665,0.5024585723876953,5.231812953948975,1.094342589378357,2.567992925643921,5.41910457611084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0927934646606445,0.0,0.0,0.0,0.0,0.0,0.0,4.639599800109863,0.0,0.0,0.0,0.0,0.0,0.0,3.8666441440582275,5.320261478424072,1.1668615341186523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9524571895599365,5.467381954193115,5.940900802612305,0.0,0.0,5.801740646362305,0.0,0.0,3.029965877532959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1689050197601318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,8,3.3888251781463623,5.135636329650879,1.4278771877288818,5.970187664031982,0.12599268555641174,0.5130369663238525,5.254912853240967,1.095107913017273,2.5449955463409424,5.427980899810791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0892618894577026,0.0,0.0,0.0,0.0,0.0,0.0,4.648870944976807,0.0,0.0,0.0,0.0,0.0,0.0,3.853916645050049,5.319698810577393,1.1874898672103882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.934455394744873,5.484971046447754,5.946349143981934,0.0,0.0,5.815241813659668,0.0,0.0,3.0204217433929443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1956279277801514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
