,time,237,259,260,281,282,304,305,326,327,348,349,371,372,393,394,416,1206,1228,1250,1251,1272,1273,1295,1296,1317,1318,1340,1362,1385,1363,350,1229,1274,1341,283,328,417,1319,395,238,1252,1207,373,306,1297,261,1364,1342,351,1230,1275,1320,284,396,329,374,1298,1253,352,239,1365,1276,307,1208,262,1343,330,1231,1321,1254,397,285,308,375,1299,1232,353,1366,1277,286,1344,263,331
0,0,5.5858941078186035,6.094254970550537,4.786754131317139,0.2706458866596222,5.05461311340332,6.030036926269531,4.179003715515137,0.6355159282684326,3.9465177059173584,0.8707773089408875,2.807584762573242,1.6613523960113525,3.3180601596832275,1.4234249591827393,2.7743115425109863,2.2373392581939697,4.510766506195068,4.0345306396484375,3.157341957092285,5.169623374938965,2.5598435401916504,5.279977321624756,1.491960048675537,5.692899703979492,1.7594434022903442,6.078919887542725,0.4952205419540405,1.0481582880020142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,5.5903401374816895,6.098335266113281,4.789997577667236,0.27259939908981323,5.061394214630127,6.04005765914917,4.1804609298706055,0.6357640027999878,3.9476406574249268,0.8698182702064514,2.792576551437378,1.6544690132141113,3.3162035942077637,1.420162320137024,2.770207166671753,2.2330081462860107,4.506526947021484,4.02758264541626,3.152837038040161,5.167042255401611,2.559530258178711,5.275331974029541,1.5105241537094116,5.693323612213135,1.7634167671203613,6.0819091796875,0.5015767216682434,1.0528156757354736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,5.594784736633301,6.1023945808410645,4.793257236480713,0.27453961968421936,5.068212985992432,6.049937725067139,4.181929111480713,0.6360092163085938,3.9487807750701904,0.8688668608665466,2.777261257171631,1.6476386785507202,3.3143322467803955,1.4169176816940308,2.7660791873931885,2.228672981262207,4.502274513244629,4.020644187927246,3.1483869552612305,5.164437294006348,2.5592200756073,5.270569324493408,1.5286113023757935,5.693750858306885,1.7673513889312744,6.0849289894104,0.5079578757286072,1.057461142539978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3,5.599227428436279,6.1064324378967285,4.796534061431885,0.2764666676521301,5.075068473815918,6.059677600860596,4.183408737182617,0.63625168800354,3.9499382972717285,0.0,2.76163649559021,1.6408615112304688,3.312446117401123,1.4136910438537598,2.761927604675293,2.2243337631225586,4.498009204864502,4.013715744018555,3.143991231918335,5.161808013916016,2.558912992477417,5.265684604644775,1.546228051185608,5.694181442260742,1.7712477445602417,6.087978839874268,0.5143635869026184,1.0620943307876587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,4,5.603668212890625,6.11044979095459,4.799828052520752,0.27838069200515747,5.081960678100586,6.069279193878174,4.184899806976318,0.6364913582801819,3.9511141777038574,0.0,2.7457010746002197,1.634137511253357,3.3105452060699463,1.4104820489883423,2.7577524185180664,2.2199909687042236,4.493731498718262,4.006798267364502,3.1396484375,5.159153938293457,2.5586092472076416,5.260673522949219,1.5633822679519653,5.694614410400391,1.7751061916351318,6.09105920791626,0.5207935571670532,1.0667153596878052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,5,5.608107089996338,6.114445686340332,4.803138256072998,0.0,5.088889122009277,6.078743934631348,4.186402797698975,0.6367282867431641,3.952308177947998,0.0,2.7294535636901855,1.6274665594100952,3.308629274368286,1.4072908163070679,2.7535533905029297,2.215644359588623,4.489441394805908,3.999891757965088,3.1353580951690674,5.156474590301514,2.5583083629608154,5.2555317878723145,1.5800822973251343,5.695051193237305,1.7789273262023926,6.094171047210693,0.5272473692893982,1.0713238716125488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,6,5.61254358291626,6.118420600891113,4.806466102600098,0.0,5.095853805541992,6.088072299957275,4.187917232513428,0.6369626522064209,3.953521251678467,0.0,2.7128937244415283,1.620848536491394,3.3066983222961426,1.404117226600647,2.749330520629883,2.211294651031494,4.4851393699646,3.992997407913208,3.131119728088379,5.1537699699401855,2.5580105781555176,5.250254154205322,1.5963371992111206,5.695490837097168,1.7827116250991821,6.097314834594727,0.5337246656417847,1.0759197473526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,7,5.616977691650391,6.122375011444092,4.809810638427734,0.0,5.102854251861572,6.09726619720459,4.189443588256836,0.6371943950653076,3.9547536373138428,0.0,2.6960220336914062,1.614283561706543,3.3047516345977783,1.40096116065979,2.745083808898926,2.2069413661956787,4.4808244705200195,3.9861154556274414,3.12693190574646,5.1510396003723145,2.557715654373169,5.244834899902344,1.6121562719345093,5.6959333419799805,1.7864593267440796,6.100490093231201,0.540225088596344,1.080502986907959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,8,5.6214094161987305,6.126308441162109,4.813172340393066,0.0,5.109889507293701,6.106326580047607,4.190981864929199,0.6374236345291138,3.9560060501098633,0.0,2.6788392066955566,1.6077715158462524,3.3027896881103516,1.397822618484497,2.7408134937286377,2.202585220336914,4.476497650146484,3.9792468547821045,3.1227943897247314,5.148283004760742,2.5574235916137695,5.239269733428955,1.6275492906570435,5.696379661560059,1.7901709079742432,6.103698253631592,0.546748161315918,1.085073471069336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
