,time,20,65,87,110,1416,1461,1483,1528,1550,1394,1573,1506,88,1439,43,1551,1372,1484,66,1417,21,133,1529,1462,44,111,1395,1574,1507,89,1440,22,1552,1373,1485,67,1418,134,0,1530,1463,112,45,1396,1575,1508,90,1441,23,1553,1374,1486,68,135,1419,1,1531,113,1464,46,1397,1576,1509,91,1442,1016,1038,1061,994,1039,1420,1017,1487,1084,1465,1062,1398,995,1443,1040,1421,1488,1018,1085,1466,1063,1399,996,1444,1041,1489,1422,1019,1086,1467,1064,1400,997,194,216,755,777,800,733,172,778,239,217,756,195,801,240,779,218,757,196,802,241,780,219,758,197,803,220,149,127,150,128,173,151,129,174,152,781
0,0,6.243557929992676,4.41372013092041,1.7097622156143188,3.3058905601501465,2.8669650554656982,5.18387508392334,1.2003875970840454,5.645033359527588,1.0786988735198975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.148918628692627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.275826454162598,1.6617796421051025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.394266128540039,1.283706545829773,4.3632893562316895,1.2626632452011108,0.0,5.4018049240112305,0.0,3.399930477142334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13827767968177795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,6.281885147094727,4.4141082763671875,1.695464015007019,3.296006441116333,2.834310293197632,5.187481880187988,1.2113298177719116,5.662214756011963,1.084162712097168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.184260368347168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.273470878601074,1.6685080528259277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.391885280609131,1.3025461435317993,4.372735977172852,1.2538971900939941,0.0,5.4144606590271,0.0,3.3955142498016357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16815897822380066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,0.03651059791445732,4.414506435394287,1.6818565130233765,3.2859604358673096,2.803375720977783,5.1912055015563965,1.2218948602676392,5.679862976074219,1.0895100831985474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.220983982086182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2709784507751465,1.6750741004943848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.389441967010498,1.3210257291793823,4.382517337799072,1.2453672885894775,0.0,5.427119731903076,0.0,3.3910000324249268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1997249722480774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3,0.07370995730161667,4.414914608001709,1.6688958406448364,3.2757506370544434,2.7740840911865234,5.1950507164001465,1.2320995330810547,5.697986125946045,1.094744324684143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.259068012237549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.268336772918701,1.681483268737793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.38693380355835,1.33914315700531,4.392650127410889,1.2370654344558716,0.0,5.439777851104736,0.0,3.3863842487335205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23305419087409973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,4,0.1102130338549614,4.4153337478637695,1.656541347503662,3.2653751373291016,2.7463550567626953,5.199024677276611,1.2419601678848267,5.7165913581848145,1.0998687744140625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.298473834991455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.265532970428467,1.687740445137024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.384357452392578,1.3568977117538452,4.403151512145996,1.228983759880066,0.0,5.452431678771973,0.0,3.3816640377044678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2682185769081116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,5,0.1459454447031021,4.415764808654785,1.6447550058364868,3.2548325061798096,2.720106363296509,5.203133583068848,1.2514923810958862,5.735685348510742,1.1048866510391235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3391432762146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.262551784515381,1.6938507556915283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.381710529327393,1.3742895126342773,4.414039611816406,1.2211146354675293,0.0,5.465075969696045,0.0,3.376835823059082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3052801191806793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,6,0.18084362149238586,4.416207313537598,1.6335017681121826,3.2441208362579346,2.695256471633911,5.20738410949707,1.260710597038269,5.755273342132568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.380998134613037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.259376525878906,1.699818730354309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.378990173339844,1.3913192749023438,4.425333499908447,1.2134507894515991,0.0,5.477708339691162,0.0,3.3718960285186768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3442867398262024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,7,0.2148551195859909,4.416662693023682,1.6227492094039917,3.233238935470581,2.671725034713745,5.2117838859558105,1.2696287631988525,5.7753586769104,0.0,4.6781229972839355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.423939228057861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.255987167358398,1.7056491374969482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.376193523406982,1.4079889059066772,4.437053680419922,1.205985188484192,0.0,5.490323543548584,0.0,3.3668413162231445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38526806235313416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,8,0.24793820083141327,4.417131423950195,1.6124671697616577,3.222184896469116,2.6494345664978027,5.216341018676758,1.2782602310180664,5.795944690704346,0.0,4.672475814819336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.467845439910889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.252362251281738,1.7113462686538696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.373317718505859,1.4243007898330688,4.449220657348633,1.1987110376358032,0.0,5.502918243408203,0.0,3.3616673946380615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4282301962375641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
