,time,879,901,902,923,924,945,946,968,969,990,991,1013,1035,1036,1058,1350,1372,1394,1395,1416,1417,1439,1440,1461,1462,1484,1506,1507,1528,1529,1551,1573,947,1014,1485,1574,880,1081,1552,1418,1373,992,925,1463,1059,1530,970,1037,1508,903,858,1396,1441,1351,1015,948,1486,1575,1082,1553,881,993,1419,1374,926,1060,1531,1464,971,1038,1509,904,1397,859,1442,1016,1352,949,1576,1487,1105,1083,1554,882,994,1420,927,1061,1375,1532,1465,972,1039,1510,905,1398,1443,860,1017,1577,1106,950,2,1488,1353,1084,1555
0,0,1662.808125,1132.879125,1617.386125,964.539625,947.3605,1321.888,558.6589375,950.386375,1404.47725,1641.048,1022.2604375,1138.999375,1659.386375,1621.015125,1561.021125,1796.0395,1424.7275,1428.405625,1639.707125,1797.82525,1041.8435625,827.669375,1716.535375,1210.149,1023.18725,586.42875,903.550875,1546.38725,1556.29075,1224.50625,1332.496625,1782.969375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,1659.773625,1132.216,1611.515375,968.3805,942.10975,1328.12925,558.198625,955.1660625,1398.33475,1646.761,1018.652125,1140.1965,1663.268625,1617.0355,1560.254,1793.328875,1424.986875,1432.291375,1635.1865,1803.722,1039.544,830.7834375,1710.39725,1216.283625,1017.538125,584.6660625,907.523875,1540.164875,1561.452875,1220.31275,1331.94175,1784.920375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,1656.76275,1131.59575,1605.653,972.2565,936.881625,1334.377375,557.8255,959.9723125,1392.19925,1652.48275,1015.0783125,1141.43425,1667.169875,1613.075125,1559.516375,1790.639875,1425.27925,1436.199375,1630.682125,1809.62525,1037.2855625,833.9438125,1704.26475,1222.426625,1011.9053125,582.982125,911.53325,1533.948625,1566.62875,1216.14475,1331.42325,1786.896125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3,1653.7755,1131.018375,1599.799125,976.167125,931.6764375,1340.6325,557.539875,964.8048125,1386.071125,1658.21325,1011.5393125,1142.712375,1671.09,1609.134,1558.808375,1787.972875,1425.604625,1440.129625,1626.194125,1815.535125,1035.0685625,837.15,1698.137875,1228.57825,1006.2890625,581.3775625,915.5785,1527.7385,1571.81825,1212.0025,1330.94125,1788.89675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,4,1650.81225,1130.484,1593.954,980.112125,926.49475,1346.89425,557.3418125,969.6630625,1379.950375,1663.9525,1008.0355625,1144.03075,1675.028875,1605.21225,1558.13,1785.327625,1425.96275,1444.08175,1621.72275,1821.45125,1032.89325,840.4015625,1692.01675,1234.738125,1000.68975,579.853,919.6591875,1521.5345,1577.021375,1207.8865,1330.4955,1790.921875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,5,1647.873,1129.992625,1588.117625,984.090875,921.3368125,1353.16275,557.231375,974.54675,1373.837125,1669.700125,1004.5674375,1145.389375,1678.986375,1601.310125,1557.481125,1782.7045,1426.353875,1448.055625,1617.268,1827.373875,1030.7599375,843.697875,1685.9015,1240.906125,995.107625,578.4091875,923.77475,1515.336875,1582.23775,1203.79675,1330.086375,1792.971625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,6,1644.957875,1129.544375,1582.290125,988.103125,916.203125,1359.43775,557.2086875,979.4554375,1367.7315,1675.45625,1001.1353125,1146.787875,1682.962375,1597.427625,1556.862125,1780.103375,1426.777625,1452.051,1612.830125,0.0,1028.6688125,847.0385,1679.792125,1247.08225,989.5429375,577.046625,927.9248125,1509.145625,1587.4675,1199.733625,1329.713625,1795.045875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,7,1642.067,1129.13925,1576.471625,992.148375,911.0940625,1365.71925,557.2736875,984.38875,1361.6335,1681.220875,997.7395,1148.226375,1686.956625,1593.565,1556.27275,1777.5245,1427.234375,1456.067875,1608.40925,0.0,1026.6201875,850.4228125,1673.688625,1253.266375,983.9960625,575.766,932.108875,1502.960875,1592.71025,1195.697375,1329.3775,1797.144625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,8,1639.2005,1128.77725,1570.66225,996.2263125,906.0100625,1372.007125,557.4264375,989.346375,1355.543375,1686.993625,994.3804375,1149.704375,1690.969125,1589.722375,1555.713125,1774.968,1427.72375,1460.105875,1604.005375,0.0,1024.6143125,853.8503125,1667.59125,1259.45825,978.46725,574.56775,936.3264375,1496.782625,1597.966125,1191.6885,1329.078,1799.2675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
