,time,1255,1300,1322,1367,1389,1434,1479,1501,1412,1546,1233,1345,1278,1457,1524,1390,1323,1502,1256,1435,1368,1301,1480,1413,1547,1346,1279,1458,1525,1391,1324,1503,1257,1436,1369,1302,1481,1548,1414,1347,1280,1526,1459,1392,1325,1504,1437,1258,1370,1303,1482,1549,1415,1348,1281,1527,1460,877,899,922,855,1236,900,1326,1259,878,945,1304,923,856,1237,1282,901,1327,1260,879,924,1305,902,857,1283,880,1350,1328,1261,858,925,1306,903
0,0,747.707375,646.36425,696.0600625,568.1205,802.0835625,561.2650625,750.6345,661.89675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,750.5589375,0.0,0.0,633.7725625,0.0,758.7793125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,598.3836875,755.3465625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,750.411875,643.4389375,700.176,566.756125,807.123875,562.0679375,746.27075,664.072125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,752.219,0.0,0.0,634.181,0.0,754.2986875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,595.8955,759.7243125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,753.17175,640.5766875,704.3371875,565.47475,812.192875,562.956375,741.9471875,666.3139375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,753.9405,0.0,0.0,634.6658125,0.0,749.8565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,593.4793125,764.140625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3,755.9864375,637.77825,708.5428125,564.2770625,817.2898125,563.9300625,737.6645,668.6215625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,755.7229375,0.0,0.0,635.22675,0.0,745.4534375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,591.1359375,768.5948125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,4,758.85525,635.0445,712.7920625,563.1635,0.0,564.9885625,733.4234375,670.9941875,818.945625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,757.566,0.0,0.0,635.8635625,0.0,741.090125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,588.8663125,773.0861875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,5,761.777625,632.376375,717.0841875,562.1345625,0.0,566.131375,729.224625,673.43125,813.838375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,759.46925,0.0,0.0,636.5761875,0.0,736.767375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,586.6713125,777.6141875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,6,764.7529375,629.7745625,721.4184375,561.19075,0.0,567.358,725.0689375,675.932,808.7589375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,761.432125,0.0,0.0,637.3641875,0.0,732.485875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,584.5516875,782.1780625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,7,767.7805,627.24,725.794,560.3324375,0.0,568.667875,720.957125,678.49575,803.7079375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,763.4541875,0.0,0.0,638.2274375,0.0,728.2463125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,582.508375,786.7771875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,8,770.8598125,624.7735,730.2101875,559.560125,0.0,570.0604375,716.8898125,681.12175,798.685875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,765.535,0.0,0.0,639.1655,0.0,724.0494375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.542125,791.411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
