,time,453,475,497,498,520,542,543,564,565,587,588,609,610,631,632,654,655,676,677,699,721,722,744,766,788,789,811,833,834,856,878,879,900,901,923,924,945,946,967,968,969,990,991,1013,1035,1036,1057,1058,1080,476,902,767,521,1014,700,947,812,633,566,857,745,1081,880,992,499,678,1103,611,1059,925,454,790,544,835,723,970,1037,656,858,589,477,903,768,522,1015,701,948,634,813,567,836,1104,1082,746,993,881,500,679,612,1060,926,791,545,724,814,1038,971,657,590,859,478,769,904,523,1016,702,635,949,792,1105,568,1083,837,747,994,882,680,501,1061,613,927,770,546,725,1039,815,972,658,591,860,748,905,524,479,1017,703,1106,636,950
0,0,4.039172172546387,3.53166127204895,3.0144786834716797,4.531928539276123,3.8559954166412354,2.7566018104553223,5.12368631362915,2.285317897796631,5.1751580238342285,1.4167871475219727,5.383029460906982,1.6903265714645386,5.586589813232422,1.690324068069458,6.261238098144531,0.9148915410041809,5.579928874969482,1.2494101524353027,5.942182540893555,0.2986994683742523,0.8143847584724426,5.703385829925537,6.144352912902832,0.40734556317329407,0.7707259058952332,5.774234294891357,0.00603253161534667,0.4957251250743866,5.409971237182617,5.840324878692627,0.19699062407016754,5.028593063354492,0.6311324238777161,5.282317161560059,6.0303497314453125,4.650809288024902,0.5606144070625305,4.840332984924316,0.8473495841026306,0.8607044219970703,4.121306896209717,1.1048767566680908,3.7852401733398438,2.7505128383636475,1.8109554052352905,3.427701950073242,1.5048795938491821,2.9233016967773438,2.359039783477783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,4.034779071807861,3.527336835861206,3.011967897415161,4.526614665985107,3.845292091369629,2.7527382373809814,5.12191915512085,2.28515625,5.172407150268555,1.4381433725357056,5.383321762084961,1.6934596300125122,5.588714599609375,1.6918933391571045,6.2706475257873535,0.9219546914100647,5.581887722015381,1.2524195909500122,5.946915149688721,0.30545103549957275,0.8185766935348511,5.706636905670166,6.149806976318359,0.4123513698577881,0.0,5.77866792678833,0.011701599694788456,0.49954530596733093,5.413512706756592,5.846485614776611,0.20251820981502533,5.0311479568481445,0.6336532831192017,5.287839889526367,6.040313243865967,4.653565883636475,0.5640594959259033,4.851069927215576,0.8480480313301086,0.8619879484176636,4.1215972900390625,1.1033744812011719,3.783478021621704,2.7381064891815186,1.8043817281723022,3.4257147312164307,1.501625418663025,2.919118642807007,2.354175329208374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,4.030388355255127,3.5230329036712646,3.0094752311706543,4.521267414093018,3.834609031677246,2.748936414718628,5.1201324462890625,2.284996271133423,5.169583797454834,1.4585639238357544,5.383615493774414,1.6965523958206177,5.590864658355713,1.6934512853622437,6.280152797698975,0.9289649724960327,5.583860874176025,1.2554079294204712,5.951683044433594,0.3122001886367798,0.822745680809021,5.709907054901123,6.155275821685791,0.4173398017883301,0.0,5.783121109008789,0.01736433058977127,0.5033444166183472,5.417073726654053,5.8526611328125,0.2080131322145462,5.033719062805176,0.6361558437347412,5.2934041023254395,6.050236701965332,4.656351566314697,0.5674629211425781,4.862072467803955,0.8487410545349121,0.8632264733314514,4.121890068054199,1.1018915176391602,3.7816874980926514,2.725583791732788,1.7978568077087402,3.4237122535705566,1.498391032218933,2.9149091243743896,2.349304676055908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3,4.026000022888184,3.518749237060547,3.007000207901001,4.5158867835998535,3.823948621749878,2.745195150375366,5.118326663970947,2.2848386764526367,5.166684150695801,1.4780932664871216,5.383911609649658,1.6996055841445923,5.5930399894714355,1.6949981451034546,0.0065672448836266994,0.935922384262085,5.585847854614258,1.258375644683838,5.956485748291016,0.31894630193710327,0.8268918395042419,5.713196754455566,6.160759925842285,0.4223107099533081,0.0,5.787593364715576,0.023020394146442413,0.5071225762367249,5.420654773712158,5.858850479125977,0.21347540616989136,5.036306381225586,0.6386401653289795,5.299009799957275,6.060117244720459,4.6591668128967285,0.5708253979682922,4.873348236083984,0.8494287133216858,0.8644224405288696,4.122185230255127,1.1004273891448975,3.7798678874969482,2.712946653366089,1.791380524635315,3.421694278717041,1.4951763153076172,2.9106736183166504,2.3444278240203857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,4,4.021614074707031,3.514486312866211,3.0045430660247803,4.510472297668457,3.8133130073547363,2.7415130138397217,5.1165008544921875,2.2846827507019043,5.163705825805664,1.4967747926712036,5.384209156036377,1.702620029449463,5.595241546630859,1.6965339183807373,0.01626194827258587,0.9428268671035767,5.5878496170043945,1.2613226175308228,5.9613237380981445,0.32568880915641785,0.8310151696205139,5.716505527496338,6.166259288787842,0.42726391553878784,0.0,5.79208517074585,0.02866946905851364,0.5108799338340759,5.42425537109375,5.865053653717041,0.2189050018787384,5.038910388946533,0.6411064267158508,5.304657459259033,6.069953918457031,4.662012577056885,0.5741475820541382,4.884904861450195,0.8501111268997192,0.8655781745910645,4.122482776641846,1.0989818572998047,3.7780187129974365,2.700197696685791,1.784952998161316,3.4196605682373047,1.4919811487197876,2.9064114093780518,2.339545249938965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,5,4.017230987548828,3.5102436542510986,3.002103328704834,4.505024433135986,3.8027050495147705,2.7378885746002197,5.114655494689941,2.2845287322998047,5.160645961761475,1.5146507024765015,5.3845086097717285,1.7055962085723877,5.597469329833984,1.698058843612671,0.026051029562950134,0.949678361415863,5.589865684509277,1.2642492055892944,5.9661970138549805,0.33242714405059814,0.8351157903671265,5.719834327697754,6.171772480010986,0.4321993589401245,0.0,5.796596527099609,0.03431122377514839,0.5146164298057556,5.427875995635986,5.871270179748535,0.22430193424224854,5.041531085968018,0.6435549259185791,5.310347080230713,6.079744815826416,4.664888381958008,0.5774301290512085,4.896749019622803,0.8507882952690125,0.8666957020759583,4.122782230377197,1.0975545644760132,3.7761387825012207,2.6873397827148438,1.7785741090774536,3.4176108837127686,1.4888052940368652,2.902122974395752,2.3346567153930664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,6,4.012850761413574,3.506021499633789,2.999680757522583,4.499543190002441,3.7921266555786133,2.734320640563965,5.112789154052734,2.284376859664917,5.157500743865967,1.5317615270614624,5.384810447692871,1.708535075187683,5.599723815917969,1.6995729207992554,0.03593404218554497,0.9564769268035889,5.5918965339660645,1.2671555280685425,5.971106052398682,0.3391607403755188,0.8391937613487244,5.723182678222656,6.177300453186035,0.4371168911457062,0.0,5.801126956939697,0.03994534909725189,0.5183322429656982,5.431516170501709,5.877499580383301,0.22966618835926056,5.044168472290039,0.6459857225418091,5.316078186035156,6.089488983154297,4.667795658111572,0.5806738138198853,4.908889293670654,0.851460337638855,0.8677769303321838,4.123084545135498,1.0961451530456543,3.7742276191711426,2.674375534057617,1.7722439765930176,3.4155452251434326,1.4856488704681396,2.8978078365325928,2.3297626972198486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,7,4.0084733963012695,3.5018198490142822,2.9972755908966064,4.494028568267822,3.7815799713134766,2.7308082580566406,5.110902786254883,2.284226655960083,5.154266357421875,1.5481460094451904,5.385113716125488,1.7114371061325073,5.602005958557129,1.7010762691497803,0.04591044411063194,0.9632225632667542,5.593942165374756,1.270041823387146,5.976051330566406,0.34588897228240967,0.8432491421699524,5.726550579071045,6.182842254638672,0.4420164227485657,0.0,5.8056769371032715,0.045571524649858475,0.5220274925231934,5.435176849365234,5.883741855621338,0.23499780893325806,5.046822547912598,0.6483989953994751,5.32185173034668,6.099184989929199,4.67073392868042,0.5838791131973267,4.921332359313965,0.8521273136138916,0.868823766708374,4.123388767242432,1.094753384590149,3.7722842693328857,2.661308526992798,1.7659623622894287,3.413463592529297,1.4825115203857422,2.8934662342071533,2.3248631954193115,4.770206451416016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,8,4.004099369049072,3.497638702392578,2.994887351989746,4.488480567932129,3.7710673809051514,2.7273499965667725,5.108994960784912,2.284078359603882,5.150940418243408,1.563841700553894,5.3854193687438965,1.7143030166625977,5.604315757751465,1.7025690078735352,0.05597960576415062,0.9699153304100037,5.59600305557251,1.272908091545105,5.981031894683838,0.35261133313179016,0.8472819328308105,5.729938507080078,6.1883978843688965,0.4468977749347687,0.0,5.810245513916016,0.051189422607421875,0.525702178478241,5.438857555389404,5.889995574951172,0.24029681086540222,5.049493789672852,0.6507949829101562,5.327667236328125,6.108830451965332,4.673704624176025,0.5870468020439148,4.934086799621582,0.8527892827987671,0.8698378801345825,4.1236958503723145,1.0933787822723389,3.770308494567871,2.648141860961914,1.7597291469573975,3.411365270614624,1.4793933629989624,2.8890976905822754,2.3199589252471924,4.767154693603516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
