,time,1255,1300,1322,1367,1389,1434,1479,1501,1546,1568,1233,1412,1345,1524,1278,1457,1390,1323,1502,1569,1256,1435,1368,1547,1301,1480,1413,1234,1346,1525,1279,1458,17,1391,1324,1570,1503,1257,1436,1369,1548,1302,1481,1414,1235,1347,1526,1280,18,1459,1392,1325,1571,1504,1258,1437,1370,1549,1303,1482,1415,1236,1348,1527
0,0,1.108498215675354,0.7905876040458679,1.188545823097229,0.941238522529602,0.8277002573013306,1.1492992639541626,0.7216107845306396,1.3413082361221313,0.8055081963539124,0.7824448943138123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,1.107240915298462,0.7979869246482849,1.1785792112350464,0.948520302772522,0.8211365342140198,1.1527718305587769,0.7281070351600647,1.3288633823394775,0.8118631839752197,0.7789047360420227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,1.1057029962539673,0.805472731590271,1.1685987710952759,0.9558039307594299,0.8146063685417175,1.1559516191482544,0.7346749305725098,1.3164832592010498,0.8182464241981506,0.7753110527992249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3,1.1038888692855835,0.8130459785461426,1.1586140394210815,0.9630850553512573,0.8081112504005432,1.158828616142273,0.7413153648376465,1.304170846939087,0.8246563076972961,0.7716664671897888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,4,1.1018035411834717,0.8207076787948608,1.1486332416534424,0.9703592658042908,0.8016524314880371,1.1613935232162476,0.7480289936065674,1.2919291257858276,0.8310909867286682,0.7679736018180847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,5,1.0994524955749512,0.8284586071968079,1.1386644840240479,0.9776217341423035,0.7952311038970947,1.1636377573013306,0.7548165321350098,1.2797609567642212,0.8375484943389893,0.7642349600791931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,6,1.0968420505523682,0.8362998366355896,1.1287147998809814,0.9848673939704895,0.7888484001159668,1.1655538082122803,0.7616788148880005,1.2676688432693481,0.8440268635749817,0.7604529857635498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,7,1.0939788818359375,0.8442322611808777,1.1187905073165894,0.9920908212661743,0.7825053930282593,1.1671350002288818,0.7686164975166321,1.255655288696289,0.850523829460144,0.7566302418708801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,8,1.0908702611923218,0.8522566556930542,1.1088975667953491,0.9992863535881042,0.7762029767036438,1.1683757305145264,0.7756301760673523,1.2437225580215454,0.8570370674133301,0.7527691721916199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
