,time,34,56,101,123,1452,1497,1519,1564,168,1542,1430,1475,79,146,12,1520,124,1453,57,1565,1498,102,35,169,1543,1476,147,80,13,1521,125,58,1454,1566,1499,103,170,36,1544,1477,148,81,14,1522,126,59,1455,1567,1500,104,171,37,1545,1478,149,82,1074,1096,1141,1119,1052,1433,1097,1523,1456,1075,1142,1501,1120,1053,1479,1098,1524,1457,1076,1143,1502,1121,1054,1480,1547,1099,1525,1458,1122,1077,1503,1100
0,0,0.7171724438667297,1.3633432388305664,0.8490758538246155,0.9468831419944763,0.7536947131156921,1.0543185472488403,0.8379290103912354,1.4419682025909424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8062841892242432,0.0,0.0,0.9900971055030823,0.0,0.8387923240661621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2143219709396362,0.7522098422050476,0.7046723365783691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.7237185835838318,1.3513551950454712,0.8565930128097534,0.9407687783241272,0.7493852376937866,1.0620449781417847,0.8302465081214905,1.4548319578170776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8028043508529663,0.0,0.0,0.9878745079040527,0.0,0.8464292287826538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2243248224258423,0.7456439137458801,0.704208493232727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,0.7303406596183777,1.339359998703003,0.8641728162765503,0.9346094131469727,0.7450533509254456,1.0697176456451416,0.8226446509361267,1.4677164554595947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7992600798606873,0.0,0.0,0.9854755401611328,0.0,0.854138970375061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2342660427093506,0.7391420006752014,0.7036716938018799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3,0.7370398044586182,1.3273708820343018,0.8718145489692688,0.9284102916717529,0.7407012581825256,1.077327847480774,0.8151231408119202,1.48061203956604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.795654296875,0.0,0.0,0.9829043745994568,0.0,0.8619213700294495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2441297769546509,0.7327037453651428,0.7030623555183411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,4,0.7438169121742249,1.3153986930847168,0.8795173764228821,0.9221763014793396,0.736331045627594,1.0848665237426758,0.8076814413070679,1.4935053586959839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7919899821281433,0.0,0.0,0.9801655411720276,0.0,0.8697760701179504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2538986206054688,0.7263289093971252,0.7023809552192688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,5,0.7506729960441589,1.3034530878067017,0.8872803449630737,0.9159122109413147,0.7319447994232178,1.0923237800598145,0.8003190159797668,1.5063749551773071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7882698178291321,0.0,0.0,0.9772635698318481,0.0,0.8777027726173401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2635531425476074,0.7200170159339905,0.7016279697418213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,6,0.7576090693473816,1.2915421724319458,0.8951024413108826,0.9096224904060364,0.7275444865226746,1.0996897220611572,0.7930353879928589,1.5191818475723267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7844967842102051,0.0,0.0,0.9742032289505005,0.0,0.885701060295105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2730716466903687,0.7137678265571594,0.7008041143417358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,7,0.7646260857582092,1.2796730995178223,0.9029824733734131,0.9033114314079285,0.7231320738792419,1.1069533824920654,0.7858299612998962,1.5318411588668823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7806735634803772,0.0,0.0,0.9709894061088562,0.0,0.8937703371047974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2824305295944214,0.7075808048248291,0.6999099254608154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,8,0.771725058555603,1.2678523063659668,0.9109190702438354,0.89698326587677,0.7187092900276184,1.1141036748886108,0.7787020802497864,1.5441159009933472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7768028378486633,0.0,0.0,0.9676272869110107,0.0,0.9019100069999695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2916030883789062,0.7014555931091309,0.6989461183547974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
