,time,346,368,390,391,412,413,435,436,457,458,480,502,503,525,547,817,839,861,862,884,906,907,928,929,951,952,973,974,996,1018,369,840,885,324,481,1019,570,414,930,795,1041,548,997,459,347,863,526,975,392,818,908,437,504,953,370,841,886,571,1042,1020,482,415,931,549,998,325,796,460,527,348,976,864,393,909,819,438,505,954,1043,371,550,1021,887,842,483,416,932,528,999,461,506,977,394,349,865,910,820,484,439,955,1044,551,1022,372,462,888,843,417,529,1000,933
0,0,1368.943625,1063.295375,1242.42375,1154.469,1772.28725,608.4468125,755.16475,1534.834375,1400.94725,1031.9409375,969.394125,1418.385875,1648.553,1470.423625,1675.1675,1571.90625,1452.855875,1715.721,1262.80325,900.43025,1103.619,1231.44875,1667.12225,645.358375,709.2340625,1648.717125,1319.471875,1190.333125,1137.68225,1522.26225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,1367.695375,1065.80225,1248.179,1149.207,1778.8805,606.0635625,759.5231875,1528.387125,1406.7195,1027.0455625,969.3349375,1421.901,1643.71425,1468.5305,1676.647625,1571.1405,1455.632125,1721.062125,1259.789875,901.793125,1109.195125,1225.747625,1673.673625,641.9088125,712.734875,1642.216625,1324.7995,1185.136875,1136.178875,1523.977125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,1366.48175,1068.349125,1253.946375,1143.9635,1785.475875,603.7520625,763.9204375,1521.943875,1412.50175,1022.173875,969.32525,1425.440625,1638.88975,1466.666875,1678.154,1570.404,1458.435375,1726.41375,1256.807,903.20725,1114.7865,1220.05925,1680.227625,638.517125,716.287,1635.7195,1330.14225,1179.959,1134.7165,1525.72175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3,1365.302625,1070.9355,1259.725875,1138.7385,1792.0735,601.513125,768.355875,1515.50475,1418.29425,1017.3261875,969.3651875,1429.0045,1634.079625,1464.832875,1679.686625,1569.696875,1461.265375,1731.775875,1253.855,904.6724375,1120.393,1214.38375,1686.784375,635.18425,719.889625,1629.225625,1335.5,1174.799625,1133.2955,1527.49625,1828.883125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,4,1364.158125,1073.56125,1265.51725,1133.532375,1798.67325,599.3475,772.8288125,1509.069625,1424.096625,1012.5028125,969.454625,1432.5925,1629.284125,1463.028625,1681.245625,1569.01925,1464.122,1737.14825,1250.934125,906.188375,1126.01425,1208.721375,1693.343625,631.9110625,723.5419375,1622.735375,1340.8725,1169.659125,1131.91575,1529.3005,1823.231875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,5,1363.0485,1076.225875,1271.32025,1128.345375,1805.275125,597.2560625,777.3386875,1502.63875,1429.908875,1007.70425,969.5936875,1436.2045,1624.503125,1461.25425,1682.830625,1568.371125,1467.005125,1742.530875,1248.044625,907.754875,1131.65,1203.072375,1699.905625,628.6985,727.24325,1616.2485,1346.259625,1164.537625,1130.577625,1531.134125,1817.589375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,6,1361.973625,1078.929375,1277.135,1123.17775,1811.879125,595.239625,781.8846875,1496.212125,1435.73075,1002.9306875,969.7821875,1439.84025,1619.737,1459.509875,1684.441625,1567.752375,1469.914375,1747.9235,1245.1865,909.371625,1137.30025,1197.436875,1706.470125,625.5475,730.992875,1609.76525,1351.661,1159.4355,1129.281125,1532.997375,1811.955625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,7,1360.93375,1081.67125,1282.961,1118.029875,1818.485125,593.298875,786.466375,1489.78975,1441.56225,998.1825625,970.0201875,1443.499625,1614.985625,1457.795625,1686.07875,1567.163125,1472.849875,1753.32625,1242.360125,911.0383125,1142.964625,1191.815,1713.037125,622.459,734.7899375,1603.2855,1357.07675,1154.353,1128.0265,1534.889875,1806.33075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,8,1359.928875,1084.451125,1288.79825,1112.901875,0.0,591.4345625,791.083,1483.37175,1447.403125,993.4603125,970.307625,1447.182375,1610.2495,1456.1115,1687.741625,1566.6035,1475.811375,1758.738875,1239.565875,912.7548125,1148.642875,1186.207125,1719.606625,619.434,738.63375,1596.809375,1362.5065,1149.29025,1126.813875,1536.8115,1800.715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,9,1358.959125,1087.269,1294.6465,1107.79425,0.0,589.6475,795.7339375,1476.958125,1453.2535,988.7641875,970.6445,1450.888375,1605.5285,1454.45775,1689.4305,1566.0735,1478.798625,1764.16125,1236.803625,914.5206875,1154.334875,1180.61325,1726.1785,616.473375,742.523625,1590.337,1367.95,1144.247625,1125.643375,1538.762375,1795.10825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,10,1358.024625,1090.124375,1300.50575,1102.707,0.0,587.9383125,800.4186875,1470.549,1459.112875,984.0946875,971.03075,1454.617375,1600.82275,1452.834375,1691.145,1565.573,1481.811625,1769.593375,1234.073875,916.33575,1160.040375,1175.033875,1732.752875,613.578125,746.4588125,1583.868375,1373.407375,1139.2255,1124.515125,1540.74225,1789.510625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,11,1357.12525,1093.016875,1306.37575,1097.640625,0.0,586.3076875,805.1365625,1464.1445,1464.9815,979.452125,971.4663125,1458.36925,1596.1325,1451.241625,1692.885125,1565.10225,1484.85,1775.035125,1231.376625,918.199625,1165.759125,1169.468875,1739.329625,610.7490625,750.4385625,1577.4035,1378.878125,1134.224,1123.42925,1542.751,1783.922375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,12,1356.26125,1095.946375,1312.256375,1092.595375,0.0,584.756375,809.887,1457.744625,1470.859125,974.836875,971.9510625,1462.143875,1591.458,1449.679375,1694.651,1564.661125,1487.91375,1780.4865,1228.712375,920.112125,1171.491125,1163.918625,1745.90875,607.98725,754.46225,1570.9425,1384.362375,1129.2435,1122.385875,1544.788625,1778.343375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
