,time,70,92,114,115,136,137,159,181,182,203,204,226,227,248,249,271,293,585,607,608,630,652,653,674,675,697,719,720,741,742,764,786,160,563,787,316,698,294,765,205,93,631,272,138,743,586,676,183,250,721,116,609,654,317,788,228,161,810,71,699,564,295,766,206,94,273,632,744,139,587,677,184,251,722,117,811,318,789,610,655,229,162,700,296,767,565,207,274,745,95,140,633,678,588,185,252,723,812,319,790,118,656,230,611,163,297,701,768,208
0,0,0.19206902384757996,0.3454892933368683,0.3937048017978668,0.25635936856269836,0.2569712698459625,0.6156283020973206,1.241347312927246,0.5001672506332397,0.3909870684146881,0.20097242295742035,0.6689479947090149,0.480196475982666,0.18152080476284027,0.22162224352359772,0.29345637559890747,0.29321718215942383,0.17924782633781433,0.25682076811790466,0.2366410195827484,0.22556181252002716,0.4421268105506897,0.5170730948448181,0.2284449338912964,0.3093729615211487,0.5695270895957947,1.4563302993774414,0.5590935349464417,0.334970623254776,0.23090043663978577,0.532168984413147,0.4190387427806854,0.21257025003433228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.19259430468082428,0.34522923827171326,0.3915127217769623,0.2580787241458893,0.25489863753318787,0.6195976734161377,1.231378197669983,0.4961913228034973,0.3940941095352173,0.19928710162639618,0.6723765134811401,0.4786495268344879,0.18303298950195312,0.220293790102005,0.29487040638923645,0.2932869791984558,0.17854534089565277,0.2565498352050781,0.23539656400680542,0.2267271727323532,0.4428226947784424,0.5143402814865112,0.23018436133861542,0.30697116255760193,0.5737241506576538,1.4477754831314087,0.5547520518302917,0.3376387357711792,0.22914190590381622,0.5351210832595825,0.41868358850479126,0.21172258257865906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,0.19311369955539703,0.34495311975479126,0.38932278752326965,0.25980308651924133,0.252838134765625,0.6235737800598145,1.221337914466858,0.49225038290023804,0.3972269892692566,0.19760940968990326,0.6757825613021851,0.4770832061767578,0.18455082178115845,0.21896637976169586,0.29628241062164307,0.2933446764945984,0.1778390109539032,0.25626933574676514,0.23415140807628632,0.22789113223552704,0.4434952437877655,0.5116044878959656,0.23193100094795227,0.3045852780342102,0.5779474377632141,1.4385019540786743,0.5504456162452698,0.3403266668319702,0.227390855550766,0.5380703806877136,0.4183056950569153,0.210870623588562,0.17615610361099243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3,0.19362716376781464,0.3446609675884247,0.38713526725769043,0.26153242588043213,0.25079143047332764,0.627555787563324,1.2112417221069336,0.4883440434932709,0.4003860056400299,0.1959393173456192,0.6791645884513855,0.4754980206489563,0.18607433140277863,0.21764007210731506,0.29769229888916016,0.29339030385017395,0.1771288812160492,0.2559793293476105,0.23290559649467468,0.22905361652374268,0.44414427876472473,0.5088662505149841,0.23368489742279053,0.3022151291370392,0.582196831703186,1.4286603927612305,0.5461739301681519,0.34303462505340576,0.2256472110748291,0.5410161018371582,0.41790518164634705,0.2100144624710083,0.17782628536224365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,4,0.1941346526145935,0.3443528413772583,0.38495030999183655,0.2632667124271393,0.2487565279006958,0.6315427422523499,1.2011035680770874,0.4844719171524048,0.4035715162754059,0.19427673518657684,0.6825211048126221,0.4738944470882416,0.18760353326797485,0.216314896941185,0.2990998923778534,0.2934238016605377,0.17641501128673553,0.2556798756122589,0.23165923357009888,0.23021455109119415,0.44476956129074097,0.5061260461807251,0.23544606566429138,0.29986050724983215,0.5864721536636353,1.4183714389801025,0.5419368147850037,0.34576284885406494,0.22391095757484436,0.5439577102661133,0.4174821674823761,0.2091541886329651,0.17950497567653656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,5,0.19463609158992767,0.34402886033058167,0.3827681243419647,0.2650059759616852,0.24673326313495636,0.6355337500572205,1.1909359693527222,0.48063358664512634,0.40678390860557556,0.1926216334104538,0.6858503222465515,0.47227296233177185,0.1891384869813919,0.21499092876911163,0.3005050718784332,0.2934451997280121,0.175697460770607,0.25537097454071045,0.23041236400604248,0.2313738614320755,0.4453709125518799,0.5033844709396362,0.2372145652770996,0.2975212633609772,0.5907732248306274,1.4077306985855103,0.5377340912818909,0.34851163625717163,0.222182035446167,0.546894371509552,0.417036771774292,0.20828986167907715,0.18119226396083832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,6,0.19513143599033356,0.34368908405303955,0.38058891892433167,0.26675015687942505,0.24472153186798096,0.6395277976989746,1.1807502508163452,0.4768287241458893,0.4100234806537628,0.1909739226102829,0.6891506910324097,0.4706340432167053,0.19067920744419098,0.21366819739341736,0.3019077181816101,0.29345449805259705,0.17497627437114716,0.25505268573760986,0.22916506230831146,0.23253145813941956,0.4459480941295624,0.5006420016288757,0.2389904111623764,0.2951972186565399,0.5950997471809387,1.3968143463134766,0.5335655212402344,0.35128119587898254,0.22046039998531342,0.5498254895210266,0.41656914353370667,0.20742157101631165,0.1828882396221161,0.17496071755886078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,7,0.19562064111232758,0.34333357214927673,0.3784128725528717,0.2684992253780365,0.24272122979164124,0.6435238718986511,1.1705567836761475,0.4730569124221802,0.4132906496524811,0.18933358788490295,0.6924205422401428,0.4689781665802002,0.19222570955753326,0.21234674751758575,0.3033076822757721,0.2934516668319702,0.0,0.25472506880760193,0.22791741788387299,0.23368726670742035,0.4465009570121765,0.4978990852832794,0.24077364802360535,0.29288822412490845,0.5994516015052795,1.385682463645935,0.5294308066368103,0.35407179594039917,0.21874603629112244,0.5527501702308655,0.41607946157455444,0.20654937624931335,0.18459297716617584,0.17547965049743652,0.17553037405014038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,8,0.19610364735126495,0.34296244382858276,0.3762401342391968,0.27025318145751953,0.24073223769664764,0.647520899772644,1.1603647470474243,0.4693177342414856,0.416585773229599,0.1877005398273468,0.6956581473350525,0.46730583906173706,0.19377805292606354,0.2110266238451004,0.30470481514930725,0.2934367060661316,0.0,0.2543881833553314,0.22666946053504944,0.2348412126302719,0.4470292627811432,0.49515628814697266,0.24256432056427002,0.29059410095214844,0.6038283705711365,1.374383807182312,0.5253297090530396,0.356883704662323,0.21703886985778809,0.5556677579879761,0.4155678451061249,0.20567336678504944,0.18630658090114594,0.1759936511516571,0.1766083687543869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
