,time,1152,1174,1219,1264,1286,1331,1398,1443,1465,1510,1197,1376,1488,1309,1421,1130,1242,1175,1466,1533,1354,1287,1220,1399,1511,1153,1444,1332,1265,1198,1377,1489,1310,1422,1243,1176,1534,1467,1355,1288,1221,1400,1512,1154,1445,1333,1266,1199,1490,1378,1311,1557,1244,1423,1177,1535,1468,1356,1289,1222,1401,1513,1155,1446,1334,1267,1200,1491,1379,1558,1312,774,819,752,797,1245,842,775,1223,1290,820,1268,1201,798,1246,843,776,1291,1224,821,1269,799,1247,866,844,1292,777,1225,822,1270,800,1248,19,580,1572,558,42,536,20,581,1573,559,43,537,21,604,582,44,560,1574,22,605,0,538,583,45,561,1575,23,1527,1505,1550,1528,1506,1551,1529,1507,1552,1530,539,584,1508,1553
0,0,0.9461000561714172,0.7362056374549866,1.2813096046447754,0.7114148139953613,0.7776530385017395,0.7543162107467651,0.888713002204895,0.8765237927436829,1.003757357597351,1.006696343421936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11528480052948,0.0,0.0,0.0,0.0,0.0,0.7685673236846924,0.0,0.0,0.0,0.0,0.0,1.0244839191436768,0.8700668215751648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1539125442504883,0.9547554850578308,0.7411212921142578,0.7617285847663879,0.0,1.0095484256744385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3213748931884766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.9491437077522278,0.7297161817550659,1.2793822288513184,0.7163990139961243,0.7740121483802795,0.7565761804580688,0.8866671323776245,0.8837404251098633,0.9942763447761536,1.0127958059310913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1115078926086426,0.0,0.0,0.0,0.0,0.0,0.774666965007782,0.0,0.0,0.0,0.0,0.0,1.0188109874725342,0.8767816424369812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1429589986801147,0.9544712901115417,0.746598482131958,0.7549273371696472,0.0,1.0143988132476807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3149700164794922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,0.9520437121391296,0.7232935428619385,1.2769434452056885,0.7213962078094482,0.7703233957290649,0.758764922618866,0.8844977021217346,0.8909910917282104,0.98488450050354,1.018801212310791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1074912548065186,0.0,0.0,0.0,0.0,0.0,0.7807992696762085,0.0,0.0,0.0,0.0,0.0,1.0130263566970825,0.8835105895996094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1320823431015015,0.9540101289749146,0.7520943880081177,0.7481964826583862,0.0,1.0191078186035156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.308129906654358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3,0.9547955989837646,0.7169371843338013,1.2740083932876587,0.7264050841331482,0.766589343547821,0.7608805298805237,0.8822073936462402,0.8982737064361572,0.9755823612213135,1.024704933166504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1032449007034302,0.0,0.0,0.0,0.0,0.0,0.7869629859924316,0.0,0.0,0.0,0.0,0.0,1.0071381330490112,0.8902507424354553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1212854385375977,0.9533727169036865,0.7576075196266174,0.7415356636047363,0.0,1.023667812347412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3008949756622314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,4,0.9573951959609985,0.7106465101242065,1.2705947160720825,0.7314243316650391,0.7628124356269836,0.7629212737083435,0.8797991275787354,0.9055857062339783,0.9663704633712769,1.030498743057251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0987790822982788,0.0,0.0,0.0,0.0,0.0,0.7931568026542664,0.0,0.0,0.0,0.0,0.0,1.001153826713562,0.896999180316925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1105705499649048,0.9525602459907532,0.7631365060806274,0.7349442839622498,0.0,1.0280711650848389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2933038473129272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,5,0.959838330745697,0.7044209837913513,1.266722321510315,0.7364524602890015,0.7589950561523438,0.764885425567627,0.8772757649421692,0.9129247069358826,0.9572489857673645,1.0361745357513428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0941039323806763,0.0,0.0,0.0,0.0,0.0,0.7993793487548828,0.0,0.0,0.0,0.0,0.0,0.9950811266899109,0.9037526249885559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0999400615692139,0.9515740871429443,0.7686795592308044,0.7284218072891235,0.0,1.0323100090026855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2853929996490479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,6,0.9621211886405945,0.6982600092887878,1.262412667274475,0.741487979888916,0.7551397085189819,0.7667712569236755,0.8746404051780701,0.9202877879142761,0.9482182264328003,1.041723608970642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.089229941368103,0.0,0.0,0.0,0.0,0.0,0.8056290149688721,0.0,0.0,0.0,0.0,0.0,0.9889271855354309,0.9105076193809509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0893957614898682,0.9504159688949585,0.7742351293563843,0.7219676971435547,0.0,1.036376953125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2771966457366943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,7,0.9642399549484253,0.0,1.2576881647109985,0.7465294003486633,0.7512485980987549,0.7685770988464355,0.8718960881233215,0.9276721477508545,0.9392783045768738,1.0471373796463013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0841675996780396,0.0,0.0,0.0,0.0,0.0,0.81190425157547,0.0,0.0,0.0,0.0,0.0,0.9826990962028503,0.9172605872154236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0789393186569214,0.9490876793861389,0.7798013687133789,0.7155813574790955,0.0,1.0402642488479614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2687464952468872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,8,0.9661911725997925,0.0,1.2525725364685059,0.7515750527381897,0.7473241090774536,0.770301342010498,0.8690460920333862,0.9350745677947998,0.930429220199585,1.0524067878723145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0789270401000977,0.0,0.0,0.0,0.0,0.0,0.818203330039978,0.0,0.0,0.0,0.0,0.0,0.9764035940170288,0.924007773399353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0685724020004272,0.9475916028022766,0.7853764295578003,0.7092622518539429,0.0,1.0439645051956177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2600719928741455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
