,time,607,629,674,719,741,786,808,853,875,920,652,898,831,764,697,876,630,809,742,675,854,921,787,608,720,653,899,832,765,698,877,631,810,743,676,855,922,788,609,721,654,900,833,766,699,878,632,811,945,744,677,856,923,789,610,722,901,655,834,767,229,274,207,252,588,633,297,230,275,678,611,208,656,253,589,298,634,231,701,276,679,612,209,657,254,321,299,590,635,232,702,277,680,613,658,255,322,1004,1049,1565,1543,1027,13,1566,1005,1050,36,1544,1028,14,1567,1006,1051,37,1029,15,1568,1007,1052,38,16,1030,937,915,960,938,916,961,1545,939,962,940,1569,985,39
0,0,0.8358951807022095,0.7691771388053894,1.4066435098648071,0.7050129771232605,1.2672646045684814,0.9124122262001038,1.0286973714828491,1.166648268699646,0.7804434895515442,0.7848002910614014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2432059049606323,0.0,0.0,0.0,0.727979838848114,0.0,0.0,0.0,0.7000464797019958,0.0,0.0,0.0,0.0,0.0,1.1823002099990845,0.8434906601905823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0042762756347656,0.7487189173698425,1.1141390800476074,0.0,0.0,0.0,1.1318801641464233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5284936428070068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.8393134474754333,0.7629837393760681,1.4179060459136963,0.7113319635391235,1.2592196464538574,0.9208512306213379,1.0189546346664429,1.1770288944244385,0.7738800644874573,0.7861397862434387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2318847179412842,0.0,0.0,0.0,0.7324499487876892,0.0,0.0,0.0,0.7056025862693787,0.0,0.0,0.0,0.0,0.0,1.1737178564071655,0.8496593236923218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9968413710594177,0.7522614002227783,1.1039270162582397,0.0,0.0,0.0,1.1430295705795288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.518970012664795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,0.8426501154899597,0.7568312287330627,1.4289348125457764,0.7177212834358215,1.2509498596191406,0.9293683767318726,1.0093014240264893,1.1874252557754517,0.7673697471618652,0.7873846292495728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2206027507781982,0.0,0.0,0.0,0.7369073629379272,0.0,0.0,0.0,0.7111968398094177,0.0,0.0,0.0,0.0,0.0,1.1650341749191284,0.8558320999145508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9893811345100403,0.7557587623596191,1.0937721729278564,0.0,0.0,0.0,1.1542752981185913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5080980062484741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3,0.8459018468856812,0.7507202625274658,1.439656376838684,0.7241817712783813,1.2424803972244263,0.9379630088806152,0.9997385740280151,1.1978291273117065,0.7609129548072815,0.7885335683822632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2093662023544312,0.0,0.0,0.0,0.7413501739501953,0.0,0.0,0.0,0.7168287038803101,0.0,0.0,0.0,0.0,0.0,1.1562634706497192,0.8620063066482544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9819014072418213,0.7592087388038635,1.0836780071258545,0.0,0.0,0.0,1.1656159162521362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4964772462844849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,4,0.849065363407135,0.7446514964103699,1.449974536895752,0.7307143211364746,1.2338345050811768,0.9466344714164734,0.9902665615081787,1.2082314491271973,0.7545098662376404,0.7895854115486145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1981810331344604,0.0,0.0,0.0,0.745776355266571,0.0,0.0,0.0,0.7224976420402527,0.0,0.0,0.0,0.0,0.0,1.147418737411499,0.8681789040565491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9744078516960144,0.7626088857650757,1.0736480951309204,0.0,0.0,0.0,1.1770498752593994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.484420657157898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,5,0.8521375060081482,0.7386255860328674,1.4597631692886353,0.7373195886611938,1.2250338792800903,0.9553819894790649,0.9808858633041382,1.218622088432312,0.7481607794761658,0.7905390858650208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1870521306991577,0.0,0.0,0.0,0.7501837015151978,0.0,0.0,0.0,0.7282031774520874,0.0,0.0,0.0,0.0,0.0,1.1385120153427124,0.8743467926979065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9669057130813599,0.7659567594528198,1.063685417175293,0.0,0.0,0.0,1.1885755062103271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.472099781036377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,6,0.8551149964332581,0.7326429486274719,1.4688560962677002,0.7439984679222107,1.2160983085632324,0.9642046093940735,0.971596896648407,1.2289899587631226,0.7418658137321472,0.7913936972618103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.175984263420105,0.0,0.0,0.0,0.7545700073242188,0.0,0.0,0.0,0.7339445352554321,0.0,0.0,0.0,0.0,0.0,1.1295547485351562,0.880506694316864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9593998789787292,0.7692500352859497,1.0537925958633423,0.0,0.0,0.0,1.2001910209655762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4596147537231445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,7,0.8579946160316467,0.7267040610313416,1.4770383834838867,0.7507516741752625,1.2070461511611938,0.9731012582778931,0.9623998999595642,1.2393226623535156,0.7356250882148743,0.792148232460022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1649813652038574,0.0,0.0,0.0,0.7589330673217773,0.0,0.0,0.0,0.7397211790084839,0.0,0.0,0.0,0.0,0.0,1.1205573081970215,0.8866552114486694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9518950581550598,0.77248615026474,1.0439722537994385,0.0,0.0,0.0,1.211894154548645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4470280408859253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,8,0.8607731461524963,0.7208093404769897,1.4840408563613892,0.757580041885376,1.1978943347930908,0.9820706844329834,0.9532950520515442,1.2496062517166138,0.7294386029243469,0.7928020358085632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1540473699569702,0.0,0.0,0.0,0.7632705569267273,0.0,0.0,0.0,0.7455322742462158,0.0,0.0,0.0,0.0,0.0,1.1115293502807617,0.8927886486053467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9443956017494202,0.7756627202033997,1.034226417541504,0.0,0.0,0.0,1.2236829996109009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4343807697296143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
