,time,5,27,28,50,72,73,95,117,139,140,162,184,185,207,229,230,251,252,274,296,297,318,319,341,342,363,364,386,408,1379,1401,1423,1424,1445,1446,1468,1490,1491,1512,1513,1535,1557,1558,1580,6,1536,275,118,431,1469,409,163,51,320,208,1581,387,1402,1514,253,96,1447,365,29,141,298,1559,1492,186,74,231,1425,343,1380,7,432,1537,276,119,410,1470,164,52,321,1582,388,209,1515,1403,254,97,1448,366,30,299,142,1560,1493,187,75,232,344,433,1426,8,1381,1538,277,411,120,1471,165,53,322,389,1583,210,1516,1404,255,98,1449,367,31,300,1561,143,1494,188,434,76,456,345,233,1427,9,1539,412,278,121,1472,1382,166,54,323
0,0,0.7118282318115234,1.0681222677230835,5.92990255355835,0.21020759642124176,0.693306028842926,5.651833534240723,6.0761847496032715,0.3290415108203888,0.6987996101379395,5.678920745849609,6.218832015991211,0.4622991681098938,5.261474609375,5.71089506149292,0.20020250976085663,4.821342945098877,0.6756969094276428,4.995910167694092,5.957645893096924,0.780988872051239,4.278268814086914,0.9827055335044861,3.883775234222412,1.7962970733642578,3.810880422592163,1.4119077920913696,3.38815975189209,2.6693155765533447,2.036370038986206,4.537503719329834,4.129852771759033,3.40010142326355,4.987697124481201,2.729306936264038,4.854747295379639,4.2127251625061035,2.1579391956329346,5.344317436218262,1.9344136714935303,5.665334224700928,0.7063376903533936,1.33061945438385,5.696833610534668,6.272469520568848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.7179404497146606,1.0711790323257446,5.934435844421387,0.21619535982608795,0.6972894668579102,5.655156135559082,6.081536769866943,0.33394110202789307,0.7016196250915527,5.683553695678711,6.224878311157227,0.4661213457584381,5.265139102935791,5.718101501464844,0.20639310777187347,4.823663711547852,0.6778160929679871,5.001530647277832,5.974678993225098,0.7825937271118164,4.2794270515441895,0.9823537468910217,3.8812034130096436,1.783239483833313,3.8101730346679688,1.4082297086715698,3.3850364685058594,2.6626625061035156,2.0310282707214355,4.533663749694824,4.123711109161377,3.3938121795654297,4.985434055328369,2.7271504402160645,4.850308418273926,4.187423229217529,2.158707618713379,5.344281196594238,1.935654878616333,5.669209957122803,0.7205391526222229,1.3348958492279053,5.699746608734131,6.279730319976807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,0.7240225076675415,1.0742175579071045,5.938995838165283,0.2221800684928894,0.7012529373168945,5.658496856689453,6.0869011878967285,0.33882245421409607,0.0,5.688207626342773,6.230915069580078,0.46991899609565735,5.268826961517334,5.725330829620361,0.21253149211406708,4.82600212097168,0.6799167990684509,5.007214546203613,5.991573810577393,0.7841725945472717,4.2805986404418945,0.9820057153701782,3.8785436153411865,1.7704253196716309,3.809459686279297,1.4045885801315308,3.381880521774292,2.655975818634033,2.0256989002227783,4.529809951782227,4.117561340332031,3.387573003768921,4.983153820037842,2.7250163555145264,4.845815181732178,4.161663055419922,2.159459114074707,5.344244480133057,1.9368840456008911,5.673162460327148,0.7346607446670532,1.3391305208206177,5.702686786651611,0.00384826073423028,5.591282844543457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3,0.7300741672515869,1.0772379636764526,5.943581581115723,0.22816134989261627,0.7051964402198792,5.661855697631836,6.092278003692627,0.343685507774353,0.0,5.692882061004639,6.236941337585449,0.47369226813316345,5.272537708282471,5.7325825691223145,0.21861791610717773,4.828357219696045,0.6819992661476135,5.012962818145752,6.008322238922119,0.7857261896133423,4.281784534454346,0.981661319732666,3.8757920265197754,1.7578518390655518,3.8087399005889893,1.4009840488433838,3.3786911964416504,2.6492559909820557,2.0203816890716553,4.525941848754883,4.111403942108154,3.3813834190368652,4.9808573722839355,2.7229042053222656,4.841265678405762,4.135467529296875,2.1601943969726562,5.3442063331604,1.9381012916564941,5.677192687988281,0.7486976385116577,1.343324065208435,5.705653667449951,0.011193085461854935,5.593535900115967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,4,0.7360952496528625,1.0802401304244995,5.948193550109863,0.23413877189159393,0.7091201543807983,5.665232181549072,6.097666263580322,0.3485301733016968,0.0,5.697576999664307,6.24295711517334,0.47744131088256836,5.276271820068359,5.7398552894592285,0.22465260326862335,4.8307294845581055,0.6840637922286987,5.0187764167785645,6.0249176025390625,0.7872551083564758,4.282984256744385,0.9813206195831299,3.87294340133667,1.745516300201416,3.808014154434204,1.3974156379699707,3.3754680156707764,2.642503023147583,2.0150771141052246,4.522059440612793,4.1052398681640625,3.375243902206421,4.978543758392334,2.720813751220703,4.836659908294678,4.108862400054932,2.160914182662964,5.344167709350586,1.9393067359924316,5.681303024291992,0.7626453042030334,1.3474769592285156,5.708648681640625,0.018579309806227684,5.5958027839660645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,5,0.7420855164527893,1.0832244157791138,5.952832221984863,0.24011196196079254,0.7130240201950073,5.6686272621154785,6.103066444396973,0.3533563017845154,0.0,5.7022929191589355,6.248961448669434,0.481166273355484,5.280029773712158,5.747148513793945,0.23063582181930542,4.8331193923950195,0.6861104965209961,5.024655818939209,6.04135274887085,0.7887599468231201,4.28419828414917,0.9809834957122803,3.869992971420288,1.7334157228469849,3.807281970977783,1.3938828706741333,3.37221097946167,2.6357176303863525,2.0097854137420654,4.518162727355957,4.099069118499756,3.3691537380218506,4.976212978363037,2.718744993209839,4.831995964050293,4.081876277923584,2.161618947982788,5.344127655029297,1.9405006170272827,5.6854963302612305,0.7764992117881775,1.351589560508728,5.711671829223633,0.026006503030657768,5.598084449768066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,6,0.7480448484420776,1.0861908197402954,5.9574971199035645,0.24608051776885986,0.7169081568717957,5.6720404624938965,6.10847806930542,0.35816383361816406,0.0,5.707028865814209,6.254954814910889,0.48486727476119995,5.283811569213867,5.754462242126465,0.23656782507896423,4.835527420043945,0.6881397366523743,5.030601978302002,6.057621955871582,0.7902413010597229,4.285427093505859,0.9806498885154724,3.8669350147247314,1.7215468883514404,3.8065433502197266,1.3903852701187134,3.3689191341400146,2.6289000511169434,2.0045065879821777,4.514252185821533,4.092892169952393,3.3631129264831543,4.973865032196045,2.7166972160339355,4.827274322509766,4.054541110992432,2.162308931350708,5.344086647033691,1.941683053970337,5.689774513244629,0.7902551889419556,1.3556623458862305,5.714723110198975,0.03347422927618027,5.6003804206848145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,7,0.7539730668067932,1.089139461517334,5.962188243865967,0.25204405188560486,0.7207725644111633,5.675471782684326,6.113900184631348,0.3629526197910309,0.0,5.711785316467285,6.2609357833862305,0.4885444641113281,5.287616729736328,5.7617950439453125,0.24244888126850128,4.837952613830566,0.6901516318321228,5.036614894866943,6.073718070983887,0.7916997671127319,4.286671161651611,0.9803197383880615,3.8637638092041016,1.7099065780639648,3.805798292160034,1.3869224786758423,3.3655922412872314,2.6220505237579346,1.9992412328720093,4.5103278160095215,4.086709976196289,3.357121706008911,4.971499919891357,2.714670181274414,4.822492599487305,4.02689266204834,2.162984848022461,5.344044208526611,1.9428541660308838,5.694140911102295,0.803909182548523,1.3596957921981812,5.717803001403809,0.04098200798034668,5.602691173553467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,8,0.7598701119422913,1.092070460319519,5.9669060707092285,0.2580021321773529,0.7246173024177551,5.678921699523926,6.119333744049072,0.36772263050079346,0.0,5.716562271118164,6.266905307769775,0.49219802021980286,5.291445732116699,5.769146919250488,0.24827928841114044,4.840396404266357,0.6921464204788208,5.042696475982666,6.089637279510498,0.7931357622146606,4.287930011749268,0.9799931049346924,3.860473394393921,1.6984913349151611,3.805046796798706,1.3834939002990723,3.362229824066162,2.6151700019836426,1.9939894676208496,4.506389141082764,4.080522537231445,3.351179361343384,4.969117164611816,2.7126638889312744,4.817651271820068,3.9989681243896484,2.163646936416626,5.344001293182373,1.944014310836792,5.698596954345703,0.8174574375152588,1.3636903762817383,5.720912456512451,0.04852936044335365,5.605016231536865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
