,time,382,404,405,426,427,449,450,471,472,493,494,516,517,538,539,561,583,920,942,943,965,987,988,1009,1010,1032,1054,1055,1076,1077,1099,1100,1121,1033,606,584,1078,495,562,966,1056,428,1011,383,921,473,540,1034,518,989,406,607,1101,944,451,1012,585,1123,1079,496,563,1057,429,967,990,541,474,1035,922,384,608,519,1102,1124,968,407,452,945,586,1013,1080,497,564,1058,430,946,991,542,475,1036,1125,609,1103,520,969,587,453,408,1081,1014,924,498,565
0,0,1661.1505,1541.6145,1636.86775,1785.372125,1015.457,736.6505,1737.758375,1120.9065,1075.33175,1786.916625,675.24175,981.3343125,1639.704,1643.126375,1291.39575,1362.5255,1810.865375,1699.529125,1748.55725,1704.724375,1204.127875,1107.259625,1604.628375,1486.403,915.1905,572.45675,1011.02725,1250.10825,1695.84825,937.4151875,1180.26925,1813.432,1749.933875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,1662.40725,1545.75725,1632.768875,1791.405,1013.1470625,739.6238125,1731.42925,1126.98475,1069.362875,1793.33225,672.8230625,984.6425625,1633.697125,1648.0865,1287.639375,1362.72225,1813.856,1700.569875,1752.566625,1701.30425,1203.513375,1111.13875,1599.156375,1492.5925,910.8881875,573.9900625,1016.52425,1243.964375,1701.777375,934.102375,1181.421625,1809.365625,1753.154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,1663.691875,1549.920125,1628.68925,1797.444,1010.88025,742.65125,1725.1045,1133.073125,1063.406125,1799.75125,670.4681875,987.9885625,1627.697,1653.060375,1283.909125,1362.9535,1816.86725,1701.637375,1756.59325,1697.904625,1202.93825,1115.047375,1593.695375,1498.788125,906.6188125,575.60425,1022.0393125,1237.82925,1707.714,930.830375,1182.614125,1805.3165,1756.39575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3,1665.0045,1554.102875,1624.629125,1803.48925,1008.6568125,745.7320625,1718.78425,1139.1715,1057.461625,1806.173625,668.1779375,991.371875,1621.70375,1658.047625,1280.205125,1363.2195,1819.899,1702.731375,1760.637125,1694.525875,1202.402375,1118.985,1588.24525,1504.989875,902.382875,577.2985625,1027.5721875,1231.70275,1713.658,927.5995,1183.846625,1801.284875,1759.65875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,4,1666.344875,1558.305375,1620.588625,1809.540625,1006.4771875,748.865625,1712.468625,1145.279625,1051.52975,1812.599125,665.952875,994.792125,1615.717375,1663.04825,1276.5275,1363.52,1822.951,1703.851875,1764.697875,1691.167875,1201.90575,1122.951625,1582.80625,1511.197625,898.1809375,579.072375,1033.1225625,1225.585125,1719.60925,924.4103125,1185.119,1797.270625,1762.943125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,5,1667.71325,1562.52725,1616.567875,1815.597875,1004.3415,752.0513125,1706.1575,1151.3975,1045.6105625,1819.028,663.7936875,998.2489375,1609.738125,1668.062125,1272.876625,1363.855,1826.023375,1704.99875,1768.775625,1687.830875,1201.44875,1126.94675,1577.378625,1517.411375,894.0134375,580.924875,1038.690125,1219.4765,1725.56775,921.2631875,1186.43125,1793.274125,1766.2485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,6,1669.10925,1566.768625,1612.567125,0.0,1002.250125,755.2884375,1699.851125,1157.52475,1039.7043125,0.0,661.701,1001.7419375,1603.766,1673.089,1269.25275,1364.224625,0.0,1706.172,1772.87,1684.515125,1201.031125,1130.97,1571.96225,1523.630875,889.8808125,582.8553125,1044.274625,1213.377,1731.533375,918.1585,1187.78325,1789.2955,1769.575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,7,1670.533,1571.029125,1608.586375,0.0,1000.2033125,758.5763125,1693.549375,1163.661375,1033.8113125,0.0,659.6755,1005.27075,1597.801125,1678.129,1265.656125,1364.628875,0.0,1707.371625,1776.981125,1681.2205,1200.653,1135.02125,1566.5575,1529.856125,885.7835625,584.8629375,1049.87575,1207.28675,1737.506,915.096875,1189.174625,1785.334625,1772.922375,1815.7905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,8,1671.98425,1575.30875,1604.625875,0.0,998.201375,761.91425,1687.252375,1169.807125,1027.9316875,0.0,657.71775,1008.835,1591.843625,1683.18175,1262.08675,1365.0675,0.0,1708.5975,1781.10875,1677.94725,1200.3145,1139.100125,1561.164375,1536.087125,881.72225,586.947,1055.49325,1201.206,1743.485625,912.0785625,1190.6055,1781.39175,1776.2905,1809.21925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
