,time,513,580,625,647,692,714,759,558,491,737,670,603,536,715,648,469,581,514,693,760,626,559,492,738,671,604,537,716,649,470,582,783,515,694,761,627,560,739,493,672,605,538,717,650,784,583,471,516,695,762,628,561,740,494,673,606,68,135,113,46,91,539,472,136,69,517,114,495,47,562,92,540,137,473,70,518,115,563,496,93,160,541,138,71,474,519,116,564,497,866,888,1404,1426,1449,911,844,1382,1427,889,867,1405,1450,912,845,1428,890,868,1406,1451,913,1429,891,869,1407,1430,914,821,799,822,800,1473,823,801,1452,846,824,1408,339,1398,1443,317,1421,384,362,1399,1466,340,1444,385,1422,318,363,1467,1400,341,1445,386,1423,319,364,1468,1401,342,1446,387,1424
0,0,3.802945137023926,1.9483017921447754,4.693295478820801,1.5390470027923584,4.018299579620361,1.7892096042633057,3.0243608951568604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5599721670150757,0.0,0.0,0.0,0.0,6.18797492980957,3.9143736362457275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9705488681793213,0.8277256488800049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.299796104431152,1.4749186038970947,4.330904483795166,1.3847060203552246,1.9262391328811646,0.0,0.0,0.0,4.065121650695801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.210935592651367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.909369945526123,3.3056857585906982,6.253930568695068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,3.776458978652954,1.924312710762024,4.693602561950684,1.5369961261749268,4.008575916290283,1.78151535987854,3.011545419692993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5507794618606567,0.0,0.0,0.0,0.0,6.201324939727783,3.9114370346069336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.937154769897461,0.8400397300720215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.296401023864746,1.491172432899475,4.336666107177734,1.3704026937484741,1.9042465686798096,0.0,0.0,0.0,4.067927837371826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.222032070159912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.972652912139893,3.29254150390625,6.266416549682617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,3.7495148181915283,1.9042258262634277,4.693918228149414,1.5350592136383057,3.998443365097046,1.7740185260772705,2.9986155033111572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.541779637336731,0.0,0.0,0.0,0.0,6.2144999504089355,3.9083566665649414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9035637378692627,0.8522560596466064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.292907238006592,1.5069810152053833,4.342582702636719,1.3566375970840454,1.8825669288635254,0.0,0.0,0.0,4.070798873901367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.233467102050781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.041110038757324,3.2796735763549805,6.279195308685303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3,3.7221407890319824,1.8871756792068481,4.694242000579834,1.5332270860671997,3.987877607345581,1.7667126655578613,2.985574245452881,4.775476455688477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.532968282699585,0.0,0.0,0.0,0.0,6.227499961853027,3.9051218032836914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8698506355285645,0.8643723130226135,5.782609462738037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.289309978485107,1.5223549604415894,4.348659992218018,1.3433860540390015,1.8612133264541626,0.0,0.0,0.0,4.073736667633057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.245253086090088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.114684581756592,3.2670772075653076,0.00908724032342434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,4,3.694368839263916,1.8725316524505615,4.69457483291626,1.531491994857788,3.976853609085083,1.7595912218093872,2.9724245071411133,4.774129390716553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5243407487869263,0.0,0.0,0.0,0.0,6.240323543548584,3.901721239089966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8360915184020996,0.8763863444328308,5.788181781768799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.285605430603027,1.5373053550720215,4.354903697967529,1.3306242227554321,1.8401978015899658,0.0,0.0,0.0,4.076743125915527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25740385055542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.193090915679932,3.2547483444213867,0.022469189018011093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,5,3.666234016418457,1.8598248958587646,4.694916725158691,1.529846429824829,3.965343475341797,1.752648115158081,2.959169864654541,4.772749900817871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.515892744064331,0.0,0.0,0.0,0.0,6.2529706954956055,3.898141860961914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8023641109466553,0.8882960081100464,5.793870449066162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2817888259887695,1.5518428087234497,4.361321449279785,1.3183296918869019,1.8195302486419678,0.0,0.0,0.0,4.0798211097717285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.269932270050049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2757697105407715,3.2426817417144775,0.03616178408265114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,6,3.637775182723999,1.8486994504928589,4.695268154144287,1.5282838344573975,3.953317642211914,1.7458773851394653,2.9458134174346924,4.771335601806641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5076197385787964,0.0,0.0,0.0,0.0,6.265440464019775,3.89436936378479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.768744468688965,0.9000994563102722,5.799677848815918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2778544425964355,1.565978765487671,4.367919445037842,1.3064805269241333,1.7992194890975952,0.0,0.0,0.0,4.082973003387451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.282852649688721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.361871242523193,3.230872631072998,0.05017079412937164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,7,3.6090331077575684,1.838881015777588,4.695630073547363,1.5267984867095947,3.9407451152801514,1.7392734289169312,2.932359218597412,4.769886016845703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4995176792144775,0.0,0.0,0.0,0.0,6.27773380279541,3.890388250350952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7353081703186035,0.911794900894165,5.80560827255249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.273797512054443,1.5797241926193237,4.374704837799072,1.2950564622879028,1.7792727947235107,0.0,0.0,0.0,4.086202144622803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012993433512747288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.450275897979736,3.219316244125366,0.06450173258781433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,8,3.580052375793457,1.8301546573638916,4.696002960205078,1.5253849029541016,3.927591562271118,1.7328307628631592,2.9188108444213867,4.768400192260742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4915823936462402,0.0,0.0,0.0,0.0,0.006664880085736513,3.886181116104126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7021279335021973,0.9233807325363159,5.811664581298828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.269612789154053,1.5930901765823364,4.381685256958008,1.2840379476547241,1.7596958875656128,0.0,0.0,0.0,4.089509963989258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026740295812487602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5396623611450195,3.208007574081421,0.07915987074375153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
