,time,382,404,405,426,427,449,450,471,472,493,494,516,517,538,539,561,583,920,942,943,965,987,988,1009,1010,1032,1054,1055,1076,1077,1099,1100,1121,1033,606,584,1078,495,562,966,1056,428,1011,383,921,473,540,1034,518,989,406,607,1101,944,451,1012,585,1123,1079,496,563,1057,429,967,990,541,474,1035,922,384,608,519,1102,1124,968,407,452,945,586,1013,1080,497,564,1058,430,946,991,542,475,1036,1125,609,1103,520,969,587,453,408,1081,1014,924,498,565
0,0,0.21821017563343048,0.2548753619194031,0.2266179919242859,0.18340003490447998,0.5092244744300842,0.8080756664276123,0.1985282003879547,0.43925392627716064,0.4695982336997986,0.18372675776481628,0.9285359382629395,0.5357167720794678,0.22695839405059814,0.22463807463645935,0.3540298044681549,0.32324522733688354,0.17911620438098907,0.20963351428508759,0.19619525969028473,0.20740360021591187,0.395589679479599,0.4500655233860016,0.23604941368103027,0.2764955759048462,0.5914697051048279,1.2917405366897583,0.5135631561279297,0.3703441917896271,0.20999956130981445,0.5701926350593567,0.4063699245452881,0.17618370056152344,0.19429068267345428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.2178376317024231,0.25350743532180786,0.22784212231636047,0.1818268895149231,0.5108997821807861,0.8031956553459167,0.20025673508644104,0.4356737434864044,0.4734693765640259,0.18205438554286957,0.9339718818664551,0.5331183075904846,0.2287583202123642,0.22316120564937592,0.3557255268096924,0.3231600224971771,0.17834703624248505,0.20934215188026428,0.19511422514915466,0.20837043225765228,0.39591220021247864,0.4477187693119049,0.23774942755699158,0.2743304967880249,0.5954659581184387,1.2817758321762085,0.5095484256744385,0.3732966482639313,0.20832817256450653,0.5730943083763123,0.40576422214508057,0.17722593247890472,0.1934293657541275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,0.21745739877223969,0.2521403431892395,0.22906534373760223,0.18026012182235718,0.5125516653060913,0.7982895970344543,0.20199382305145264,0.4321264624595642,0.4773779511451721,0.18039017915725708,0.9393382668495178,0.5305100083351135,0.2305668145418167,0.22168739140033722,0.35741859674453735,0.32306066155433655,0.1775745153427124,0.20904354751110077,0.19403234124183655,0.20933447778224945,0.3962147831916809,0.44537094235420227,0.23945550620555878,0.27217841148376465,0.5994762182235718,1.2716842889785767,0.5055674314498901,0.37627264857292175,0.20666375756263733,0.575984001159668,0.4051383435726166,0.17826728522777557,0.1925647109746933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3,0.21706949174404144,0.250773161649704,0.2302875816822052,0.17869971692562103,0.514179527759552,0.7933602333068848,0.20373953878879547,0.4286116063594818,0.48132455348968506,0.17873404920101166,0.9446296691894531,0.5278925895690918,0.23238393664360046,0.22021666169166565,0.3591087758541107,0.3229471445083618,0.17679870128631592,0.20873774588108063,0.19294966757297516,0.2102956771850586,0.39649730920791626,0.44302240014076233,0.24116766452789307,0.27003881335258484,0.6034999489784241,1.2614883184432983,0.5016199350357056,0.3792725205421448,0.20500624179840088,0.5788607001304626,0.40449240803718567,0.17930766940116882,0.19169676303863525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,4,0.21667398512363434,0.2494056671857834,0.2315087616443634,0.17714561522006989,0.5157827734947205,0.7884103059768677,0.2054939866065979,0.42512863874435425,0.4853096902370453,0.17708593606948853,0.9498403668403625,0.5252666473388672,0.23420976102352142,0.2187490463256836,0.36079585552215576,0.3228195607662201,0.17601966857910156,0.20842477679252625,0.19186623394489288,0.21125394105911255,0.3967597484588623,0.44067350029945374,0.24288591742515564,0.26791056990623474,0.6075364947319031,1.251207947731018,0.4977056384086609,0.3822965621948242,0.20335562527179718,0.5817235112190247,0.40382665395736694,0.18034707009792328,0.19082559645175934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,5,0.21627090871334076,0.24803797900676727,0.2327287793159485,0.17559778690338135,0.5173607468605042,0.7834426164627075,0.2072572112083435,0.4216771721839905,0.48933395743370056,0.1754457652568817,0.9549645781517029,0.5226329565048218,0.23604436218738556,0.21728456020355225,0.36247962713241577,0.322677880525589,0.17523746192455292,0.2081046849489212,0.1907820999622345,0.21220919489860535,0.3970019817352295,0.43832457065582275,0.2446102499961853,0.2657947838306427,0.6115851998329163,1.2408610582351685,0.49382418394088745,0.38534510135650635,0.20171184837818146,0.5845714807510376,0.4031412601470947,0.18138539791107178,0.18995127081871033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,6,0.21586033701896667,0.24667015671730042,0.23394758999347687,0.0,0.5189129710197449,0.7784596085548401,0.20902931690216064,0.4182567596435547,0.49339795112609863,0.0,0.9599963426589966,0.5199920535087585,0.23788778483867645,0.2158232182264328,0.36415988206863403,0.3225221335887909,0.0,0.20777751505374908,0.18969732522964478,0.2131613790988922,0.39722394943237305,0.43597590923309326,0.24634070694446564,0.26369139552116394,0.6156454086303711,1.2304635047912598,0.489975243806839,0.38841843605041504,0.20007485151290894,0.5874036550521851,0.40243643522262573,0.18242263793945312,0.18907387554645538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,7,0.21544231474399567,0.24530227482318878,0.2351650893688202,0.0,0.5204386711120605,0.773463785648346,0.21081037819385529,0.4148668944835663,0.4975022077560425,0.0,0.9649296998977661,0.51734459400177,0.23974010348320007,0.21436507999897003,0.36583638191223145,0.3223523795604706,0.0,0.20744329690933228,0.1886119693517685,0.21411041915416718,0.3974255919456482,0.4336278438568115,0.24807725846767426,0.2616002559661865,0.6197164058685303,1.220029592514038,0.4861585199832916,0.39151689410209656,0.19844461977481842,0.5902190208435059,0.4017123579978943,0.18345870077610016,0.1881934404373169,0.17606857419013977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,8,0.21501688659191132,0.24393443763256073,0.23638120293617249,0.0,0.5219374299049377,0.7684575915336609,0.2126004695892334,0.4115072190761566,0.5016473531723022,0.0,0.9697584509849548,0.5146912932395935,0.2416013926267624,0.21291013062000275,0.3675089180469513,0.3221686780452728,0.0,0.20710206031799316,0.18752606213092804,0.21505622565746307,0.39760687947273254,0.4312806725502014,0.24981994926929474,0.2595212161540985,0.6237974166870117,1.209572196006775,0.4823736548423767,0.39464080333709717,0.19682110846042633,0.593016505241394,0.4009692668914795,0.1844935566186905,0.18731005489826202,0.17774896323680878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
