,time,607,629,674,696,741,786,808,853,875,920,719,898,652,831,764,585,697,876,630,809,943,742,675,921,854,608,787,720,899,653,832,765,586,698,877,631,944,810,743,676,922,855,609,788,721,900,654,833,766,699,878,945,632,811,744,923,677,856,610,789,722,901,655,834,767,184,229,207,274,252,700,185,633,230,678,208,275,656,723,253,701,634,231,679,276,724,209,657,254,702,232,680,277,725,210,658,1027,1049,1543,1565,1005,1521,1072,1050,1566,1028,1544,1073,14,1006,1522,1051,1567,1029,1545,1074,15,1007,1523,1052,1568,1030,1546
0,0,4.311462879180908,2.385300636291504,5.417875289916992,1.5196255445480347,0.39766237139701843,5.134464263916016,0.8891404271125793,4.508190155029297,1.4105297327041626,2.7831242084503174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4353164434432983,0.0,0.0,6.238030433654785,0.0,0.0,0.0,3.918884515762329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.283860206604004,5.8051981925964355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.471736431121826,1.1178690195083618,4.012094497680664,2.0200228691101074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,4.298810005187988,2.379112720489502,5.439703464508057,1.52262544631958,0.4240284264087677,5.1421003341674805,0.8988401889801025,4.511941432952881,1.4076658487319946,2.7659833431243896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4280728101730347,0.0,0.0,6.248839378356934,0.0,0.0,0.0,3.915997266769409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2743079662323,5.818197250366211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.471176624298096,1.1363953351974487,4.01334810256958,1.9992233514785767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,4.28589391708374,2.373105525970459,5.463663101196289,1.5255595445632935,0.449873685836792,5.149942874908447,0.9082201719284058,4.515975475311279,1.404879093170166,2.7487616539001465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4209744930267334,0.0,0.0,6.259509086608887,0.0,0.0,0.0,3.9129116535186768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.264894962310791,5.831974506378174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.470601558685303,1.154652714729309,4.0146307945251465,1.9786813259124756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3,4.272710800170898,2.367271661758423,5.490051746368408,0.0,0.4751802980899811,5.157998561859131,0.9172946214675903,4.520325660705566,1.4021662473678589,2.731468677520752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4140177965164185,0.0,0.0,6.270040512084961,0.0,0.0,0.0,3.909606695175171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.255620002746582,5.8465962409973145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.470010757446289,1.1726354360580444,4.015944480895996,1.958409309387207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,4,4.259258270263672,2.3616044521331787,5.519216537475586,0.0,0.49993380904197693,5.166275978088379,0.9260768294334412,4.525031089782715,1.3995246887207031,2.7141146659851074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4071992635726929,0.0,0.0,6.2804341316223145,0.0,0.0,0.0,3.9060585498809814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2464816570281982,5.862136363983154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.469403266906738,1.190338373184204,4.017289161682129,1.9384182691574097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,5,4.245532035827637,2.3560972213745117,5.551563739776611,0.0,0.5241231918334961,5.174782752990723,0.934579610824585,4.53013801574707,1.396951675415039,2.6967098712921143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4005154371261597,0.0,0.0,0.007505341898649931,0.0,0.0,0.0,3.9022397994995117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.878676414489746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.468778610229492,1.2077572345733643,4.018667221069336,1.9187180995941162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,6,4.231529235839844,2.350743532180786,5.587564468383789,0.0,0.5477403998374939,5.183527946472168,0.9428150057792664,4.535699844360352,1.3944447040557861,2.679264783859253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.393963098526001,0.0,0.0,0.01762496680021286,0.0,0.0,0.0,3.898118734359741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.89630651473999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.468136310577393,1.2248886823654175,4.020079135894775,1.8993175029754639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,7,4.217247009277344,2.3455374240875244,5.627767086029053,0.0,0.5707803964614868,5.192519664764404,0.950794517993927,4.541780948638916,1.3920012712478638,2.661789894104004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3875387907028198,0.0,0.0,0.027608660981059074,0.0,0.0,0.0,3.8936588764190674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.915126323699951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.467474937438965,1.241729974746704,4.02152681350708,1.8802241086959839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,8,4.202683448791504,2.3404734134674072,5.672798156738281,0.0,0.5932408571243286,5.201767921447754,0.9585290551185608,4.548458099365234,1.389618992805481,2.6442956924438477,5.17529296875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03745725378394127,0.0,0.0,0.0,3.888817310333252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.935246467590332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.466794490814209,1.2582794427871704,4.023010730743408,1.8614442348480225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
