,time,723,768,790,835,880,925,947,992,1037,1059,701,858,970,813,746,1015,903,1082,836,791,948,724,1060,993,881,814,769,926,1038,859,971,702,792,747,1016,904,1083,837,770,949,1061,725,994,882,815,748,927,1039,860,972,793,726,1084,1017,905,838,771,950,1062,704,995,883,816,749,1040,928,861,1107,794,973,727,323,345,390,368,346,413,772,391,817,750,324,369,795,414,347,773,840,392,818,751,370,796,415,348,841,774,393,819,371,797,752,129,151,1143,1165,1166,107,1144,152,1122,130,1167,108,1145,153,1123,131,1168,109,1146,132,1191,110,1124,1169
0,0,0.9783602356910706,0.9688823223114014,0.9296215176582336,0.8959795236587524,0.7652886509895325,0.7471275329589844,0.7259620428085327,1.220396637916565,0.7186270356178284,1.0139745473861694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8660368919372559,0.0,0.0,0.0,0.0,0.0,0.9378270506858826,0.7634739875793457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7623621225357056,0.7731205821037292,1.0183563232421875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9716461896896362,0.7343426942825317,1.0903937816619873,0.7366526126861572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.9733919501304626,0.9782611727714539,0.9218422174453735,0.898709774017334,0.7633774280548096,0.7508261799812317,0.7211407423019409,1.2235140800476074,0.7251006960868835,1.01077139377594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8585151433944702,0.0,0.0,0.0,0.0,0.0,0.9410824775695801,0.7674208283424377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7646157741546631,0.7664216756820679,1.0193536281585693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9810054302215576,0.7305281758308411,1.0955734252929688,0.7301257252693176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,0.9683182239532471,0.9877387285232544,0.9141021966934204,0.9013195037841797,0.7613887190818787,0.7544854879379272,0.7163246870040894,1.2262364625930786,0.7316455245018005,1.00739324092865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8510528802871704,0.0,0.0,0.0,0.0,0.0,0.9442014694213867,0.7713280916213989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7667930722236633,0.7597835659980774,1.0201388597488403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9904559850692749,0.7266829013824463,1.1005586385726929,0.7236666083335876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3,0.9631453156471252,0.997314989566803,0.9064036011695862,0.9038054347038269,0.7593242526054382,0.7581031322479248,0.7115153670310974,1.2285515069961548,0.7382622361183167,1.0038460493087769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.843650758266449,0.0,0.0,0.0,0.0,0.0,0.9471795558929443,0.7751933336257935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7688919901847839,0.7532063126564026,1.0207103490829468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999972581863403,0.7228090763092041,1.1053385734558105,0.7172746062278748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,4,0.9578795433044434,1.0069899559020996,0.898748517036438,0.906164288520813,0.7571857571601868,0.7616767883300781,0.7067141532897949,1.2304484844207764,0.7449515461921692,1.000135898590088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.836309552192688,0.0,0.0,0.0,0.0,0.0,0.9500122666358948,0.779013991355896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7709106802940369,0.7466898560523987,1.0210669040679932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0096287727355957,0.7189087867736816,1.109902024269104,0.7109493017196655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,5,0.9525270462036133,1.0167635679244995,0.8911389112472534,0.9083929657936096,0.7549750804901123,0.7652041912078857,0.7019222974777222,1.231918215751648,0.7517141699790955,0.9962691068649292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8290297985076904,0.0,0.0,0.0,0.0,0.0,0.9526953101158142,0.7827873826026917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7728472352027893,0.7402340769767761,1.0212078094482422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.019349455833435,0.7149839401245117,1.1142381429672241,0.7046899795532227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,6,0.9470938444137573,1.0266356468200684,0.883576512336731,0.9104884266853333,0.7526938915252686,0.7686828374862671,0.0,1.232953667640686,0.7585508227348328,0.9922520518302917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8218120336532593,0.0,0.0,0.0,0.0,0.0,0.9552246332168579,0.7865109443664551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7746999859809875,0.7338387966156006,1.0211327075958252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0291587114334106,0.7110365033149719,1.1183360815048218,0.6984961628913879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,7,0.9415857195854187,1.0366058349609375,0.8760629296302795,0.9124478697776794,0.7503442168235779,0.7721102833747864,0.0,1.2335495948791504,0.7654621601104736,0.9880910515785217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8146566152572632,0.0,0.0,0.0,0.0,0.0,0.9575962424278259,0.7901819348335266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7764670848846436,0.7275038957595825,1.0208417177200317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0390551090240479,0.7070684432983398,1.122185230255127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,8,0.9360084533691406,1.0466738939285278,0.8685995936393738,0.9142684936523438,0.7479277849197388,0.7754842042922974,0.0,1.2337031364440918,0.7724488377571106,0.9837924838066101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8075639009475708,0.0,0.0,0.0,0.0,0.0,0.9598062634468079,0.7937976121902466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7781469225883484,0.7212291359901428,1.0203354358673096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0490376949310303,0.7030815482139587,1.1257752180099487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
