,time,571,593,616,661,683,728,750,795,594,773,840,549,706,639,572,818,751,684,617,796,550,729,662,595,774,841,707,528,640,573,819,752,685,618,797,551,730,663,596,775,842,708,529,641,574,820,753,686,619,798,552,731,865,664,597,776,843,709,530,171,193,238,507,216,149,194,575,508,553,239,172,217,598,531,150,576,195,262,509,240,554,173,621,218,599,532,151,577,196,263,241,510,555,174,622,219,600,924,946,1507,1529,969,1485,947,1530,1508,925,970,1553,1486,948,1531,1509,926,971,1554,949,1532,1510,927,994,972,1555,901,879,857,880,858,836,881,1487,859,904,882,1533,860,1511,375,397,442,1479,1501,420,1524,1457,398,1502,443,1480,376,421,1525,399,1503,444,1481,422,1526,400,1504,467,445,1482,1549,423,1527
0,0,1.0166923999786377,0.7948735952377319,1.467667818069458,0.7472939491271973,1.196144461631775,0.9906646013259888,0.9747012257575989,1.0884596109390259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0788538455963135,0.0,0.0,0.0,0.0,0.0,0.8192269802093506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7868530750274658,1.1760916709899902,0.7275375127792358,0.8410797119140625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8394248485565186,1.023277997970581,0.889238715171814,0.9200395941734314,0.0,0.7959126234054565,0.0,0.8218851089477539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8580920100212097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7458406090736389,0.80136638879776,0.8303325176239014,0.8446491360664368,1.0308127403259277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,1.0223642587661743,0.78773432970047,1.475458025932312,0.7539985179901123,1.1870967149734497,1.0001370906829834,0.9653139710426331,1.095205307006836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0711984634399414,0.0,0.0,0.0,0.0,0.0,0.8269321918487549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7938894629478455,1.1659551858901978,0.730857253074646,0.8407808542251587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8463658690452576,1.0146232843399048,0.8976031541824341,0.9140365123748779,0.0,0.7910343408584595,0.0,0.8256344795227051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8571742177009583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7487225532531738,0.7943562269210815,0.831762969493866,0.8522285223007202,1.02273690700531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,1.0279206037521362,0.7806683778762817,1.4820274114608765,0.7607744336128235,1.1779687404632568,1.009699821472168,0.9560278654098511,1.1018223762512207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0634801387786865,0.0,0.0,0.0,0.0,0.0,0.834724485874176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8009951710700989,1.1558241844177246,0.7341346740722656,0.8403633236885071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8533450365066528,1.005994200706482,0.9060515761375427,0.907996416091919,0.0,0.786135733127594,0.0,0.8293136358261108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8561310768127441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7515454888343811,0.7874106168746948,0.8330812454223633,0.8598753809928894,1.014651894569397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3,1.0333532094955444,0.7736753821372986,1.4870795011520386,0.7676222920417786,1.168773889541626,1.0193519592285156,0.946842610836029,1.1082992553710938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0557079315185547,0.0,0.0,0.0,0.0,0.0,0.8426045775413513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8081702589988708,1.1457067728042603,0.7373678088188171,0.8398276567459106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8603605031967163,0.9973949790000916,0.9145839214324951,0.9019238948822021,0.0,0.781219482421875,0.0,0.8329193592071533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8549638390541077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7543073892593384,0.7805296182632446,0.8342858552932739,0.8675892949104309,1.006563663482666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,4,1.03865385055542,0.7667548656463623,1.4903212785720825,0.7745426297187805,1.15952467918396,1.0290929079055786,0.9377577304840088,1.114624261856079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0478898286819458,0.0,0.0,0.0,0.0,0.0,0.8505732417106628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8154147863388062,1.1356101036071777,0.7405545115470886,0.8391743898391724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8674104809761047,0.9888295531272888,0.9231999516487122,0.8958233594894409,0.0,0.7762880325317383,0.0,0.8364482522010803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8536739349365234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7570061087608337,0.7737131118774414,0.8353753089904785,0.8753695487976074,0.9984775185585022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,5,1.0438138246536255,0.7599062919616699,1.4915262460708618,0.7815360426902771,1.1502325534820557,1.0389217138290405,0.9287727475166321,1.120785117149353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0400339365005493,0.0,0.0,0.0,0.0,0.0,0.8586310148239136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8227288722991943,1.1255406141281128,0.7436926364898682,0.8384043574333191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8744929432868958,0.9803014993667603,0.9318993091583252,0.8896991014480591,0.0,0.7713438868522644,0.0,0.8398969173431396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8522630333900452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7596394419670105,0.7669610977172852,0.8363484144210815,0.8832155466079712,0.9903984665870667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,6,1.0488247871398926,0.753129243850708,1.4906010627746582,0.7886029481887817,1.140908122062683,1.0488373041152954,0.9198870658874512,1.1267691850662231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0321474075317383,0.0,0.0,0.0,0.0,0.0,0.8667786121368408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8301123976707458,1.115504503250122,0.7467801570892334,0.8375184535980225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8816057443618774,0.9718140363693237,0.9406816363334656,0.8835551142692566,0.0,0.7663893103599548,0.0,0.8432620167732239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8507328033447266,0.7043840289115906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7622054219245911,0.7602733969688416,0.8372039794921875,0.8911264538764954,0.9823312759399414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,7,1.0536779165267944,0.7464231848716736,1.4876177310943604,0.7957437634468079,1.131561040878296,1.0588383674621582,0.9111000895500183,1.1325637102127075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0242372751235962,0.0,0.0,0.0,0.0,0.0,0.8750165700912476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8375652432441711,1.1055071353912354,0.7498148679733276,0.8365177512168884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8887465000152588,0.9633702635765076,0.9495463967323303,0.8773953318595886,0.0,0.7614265084266663,0.0,0.8465401530265808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8490851521492004,0.710842490196228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7647019028663635,0.7536498308181763,0.8379409909248352,0.8991013765335083,0.9742803573608398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,8,1.0583643913269043,0.7397875189781189,1.4827886819839478,0.8029590249061584,1.1222002506256104,1.0689235925674438,0.9024112224578857,1.1381553411483765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0163099765777588,0.0,0.0,0.0,0.0,0.0,0.8833454847335815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8450872898101807,1.0955532789230347,0.752794623374939,0.8354034423828125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8959127068519592,0.9549729228019714,0.9584929943084717,0.8712234497070312,0.0,0.7564576864242554,0.0,0.8497280478477478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8473219275474548,0.7173766493797302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7671267986297607,0.7470902800559998,0.838558554649353,0.9071391820907593,0.9662497639656067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
