,time,562,607,629,674,741,808,853,875,920,898,786,965,719,652,831,585,943,876,764,697,630,809,921,563,742,854,675,608,899,787,966,720,653,832,586,944,877,765,698,631,810,922,743,855,676,564,609,900,967,788,721,654,833,945,587,878,766,699,632,811,923,744,856,677,610,946,901,789,722,655,834,229,207,274,252,700,185,633,230,678,208,275,656,723,253,701,634,186,231,679,276,209,657,724,254,702,635,232,680,277,210,725,658,1004,1049,1543,1565,982,1027,13,1005,1566,1050,1544,1028,14,1006,1567,1051,1545,1029,15,1007,1568,1052,1546,1030,38,16,937,1521,915,960,938,983,961,939,984,962,940,985,1569,963,500,1537,1559,478,1582,523,1560,456,501,1538,479,8,1583,524,1561,502,9,1539,480,1562,525,1540,503,10,548,481,1518,1563,526
0,0,0.7935247421264648,0.8486350178718567,1.124354600906372,0.9216361045837402,0.7961854338645935,0.7525621652603149,1.0041112899780273,0.7270113229751587,1.3108807802200317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7939332723617554,0.0,0.0,0.0,0.0,1.1635686159133911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.28324294090271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7976157069206238,0.8059333562850952,0.8036015033721924,1.0737873315811157,0.0,0.0,0.0,0.0,0.7703724503517151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9943224191665649,0.7552151083946228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.334399700164795,0.7224909067153931,1.2039119005203247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.7916967272758484,0.8564662933349609,1.113784670829773,0.927120566368103,0.7958462238311768,0.7487115263938904,1.0086305141448975,0.720710813999176,1.3078646659851074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7894687652587891,0.0,0.0,0.0,0.0,1.1739133596420288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.293273687362671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7906217575073242,0.8068403601646423,0.810167670249939,1.0644232034683228,0.0,0.0,0.0,0.0,0.7769420742988586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9854928851127625,0.7543396949768066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3260170221328735,0.7279404997825623,1.1924593448638916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,0.7897780537605286,0.8643773794174194,1.1032910346984863,0.9325434565544128,0.7954058647155762,0.744827389717102,1.013007402420044,0.714473307132721,1.304292917251587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78497314453125,0.0,0.0,0.0,0.0,1.184269905090332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.303160548210144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78369140625,0.80764240026474,0.8167718052864075,1.0550916194915771,0.0,0.0,0.0,0.0,0.7835638523101807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9767156839370728,0.7533771395683289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3173125982284546,0.7334149479866028,1.1810832023620605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3,0.7877707481384277,0.8723683953285217,1.0928763151168823,0.9378997087478638,0.7948647737503052,0.7409119606018066,1.0172346830368042,0.70829838514328,1.3001916408538818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7804490923881531,0.0,0.0,0.0,0.0,1.1946295499801636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.312875747680664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7768247127532959,0.8083386421203613,0.8234124779701233,1.0457969903945923,0.0,0.0,0.0,0.0,0.7902372479438782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.967993438243866,0.7523283958435059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.308327555656433,0.7389132380485535,1.1697866916656494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,4,0.7856765985488892,0.880439281463623,1.0825424194335938,0.9431838989257812,0.7942236661911011,0.7369674444198608,1.0213055610656738,0.7021855115890503,1.2955889701843262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7758991718292236,0.0,0.0,0.0,0.0,1.204982876777649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3223878145217896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7700216770172119,0.8089283108711243,0.8300882577896118,1.036543846130371,0.6990736126899719,0.0,0.0,0.0,0.796961784362793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9593284726142883,0.7511944770812988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2990992069244385,0.7444341778755188,1.1585721969604492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,5,0.78349769115448,0.8885901570320129,1.072291374206543,0.9483906626701355,0.7934830784797668,0.7329959273338318,1.0252131223678589,0.0,1.290514588356018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.771325945854187,0.0,0.0,0.0,0.0,1.2153195142745972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3316618204116821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.763282299041748,0.8094107508659363,0.8367975950241089,1.0273360013961792,0.7007823586463928,0.0,0.0,0.0,0.8037366271018982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9507229328155518,0.7499763369560242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2896612882614136,0.7499765753746033,1.1474422216415405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,6,0.7812359929084778,0.8968208432197571,1.0621248483657837,0.9535142183303833,0.7926437258720398,0.7289994359016418,1.0289503335952759,0.0,1.2849993705749512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7667317986488342,0.0,0.0,0.0,0.0,1.2256275415420532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3406578302383423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7566065192222595,0.8097854256629944,0.843538761138916,1.0181769132614136,0.702426552772522,0.0,0.0,0.0,0.8105611205101013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9421786665916443,0.7486751079559326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2800437211990356,0.7555390000343323,1.1363990306854248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,7,0.7788936495780945,0.9051311016082764,1.0520442724227905,0.958548903465271,0.7917066216468811,0.7249799966812134,1.0325103998184204,0.0,1.2790740728378296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7621190547943115,0.0,0.0,0.0,0.0,1.2358943223953247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3493313789367676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.749994158744812,0.8100519180297852,0.8503099083900452,1.0090699195861816,0.7040048241615295,0.0,0.0,0.0,0.8174343109130859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.933697521686554,0.7472920417785645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2702736854553223,0.7611201405525208,1.1254445314407349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,8,0.7764726281166077,0.9135208129882812,1.042051076889038,0.9634888768196106,0.7906726002693176,0.720939576625824,1.0358868837356567,0.0,1.272769570350647,0.7018672823905945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7574900388717651,0.0,0.0,0.0,0.0,1.2461053133010864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3576326370239258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.743445098400116,0.8102098703384399,0.8571090698242188,1.0000180006027222,0.7055160403251648,0.0,0.0,0.0,0.8243553042411804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9252809882164001,0.7458283305168152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2603753805160522,0.7667184472084045,1.1145803928375244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
