,time,43,65,66,87,88,109,110,111,132,133,154,155,177,178,199,200,222,244,245,266,267,289,311,312,333,334,356,357,378,379,400,401,423,424,445,446,468,490,491,512,513,535,557,290,21,223,44,402,469,156,335,89,558,268,536,201,447,380,134,22,313,514,67,246,425,179,358,492,112,291,224,45,403,0,470,157,336,559,90,269,537,202,448,381,135,23,515,314,68,247,426,180,493,359,113,292,225,46,471,404,158,560,337,1,91,270,538,203,449,382,136,516,315,24,69,248,427,181,494,360,114,293,226,472,405,583,47,561,159,338
0,0,0.2762919068336487,0.37989911437034607,0.2858555316925049,0.33775073289871216,0.5628296136856079,0.2043054848909378,0.7610350251197815,0.18432724475860596,0.447987824678421,0.4163442552089691,0.2130022644996643,0.9799350500106812,0.9429284930229187,0.2353745847940445,0.3985249400138855,0.5263720750808716,1.2461802959442139,0.7093825340270996,0.29209578037261963,0.311011403799057,0.655065655708313,1.2059645652770996,0.5484374761581421,0.37276315689086914,0.24595479667186737,0.881041944026947,1.0797080993652344,0.20838972926139832,0.4455261826515198,0.46767833828926086,0.19708561897277832,1.0330941677093506,0.7500383257865906,0.23810093104839325,0.341135174036026,0.45458105206489563,0.6052688956260681,0.41670385003089905,0.19306060671806335,0.2169024646282196,0.2792559862136841,0.27592432498931885,0.18959049880504608,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
1,1,0.2768714725971222,0.37920427322387695,0.28761640191078186,0.33579298853874207,0.5652351975440979,0.20261193811893463,0.7576092481613159,0.1859705150127411,0.4445139467716217,0.4195384681224823,0.2111351191997528,0.9882078170776367,0.9339278936386108,0.23737959563732147,0.39533910155296326,0.5307934284210205,1.2550393342971802,0.7032700777053833,0.29445257782936096,0.3085465431213379,0.6606346964836121,1.201304316520691,0.5439208745956421,0.375724196434021,0.2439013570547104,0.8892011046409607,1.0692896842956543,0.21024346351623535,0.441938191652298,0.471528023481369,0.1953229457139969,1.0410637855529785,0.7447342872619629,0.24009361863136292,0.3386903405189514,0.4577832818031311,0.6064988970756531,0.41518381237983704,0.19458189606666565,0.2156132310628891,0.28061312437057495,0.27626073360443115,0.18919773399829865,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
2,2,0.27744120359420776,0.37849247455596924,0.28938111662864685,0.3338386118412018,0.5676203370094299,0.20092591643333435,0.7541342377662659,0.18762139976024628,0.44106829166412354,0.4227573573589325,0.2092784196138382,0.9965074062347412,0.9250236749649048,0.23939675092697144,0.39218032360076904,0.5352602601051331,1.263720154762268,0.6972185373306274,0.2968255579471588,0.3060988783836365,0.6662587523460388,1.1963354349136353,0.5394484996795654,0.3787091076374054,0.24186044931411743,0.897440493106842,1.0589702129364014,0.21210767328739166,0.4383828043937683,0.4754146635532379,0.19356954097747803,1.0490068197250366,0.7394433617591858,0.2420979142189026,0.3362593650817871,0.4610039293766022,0.6076825857162476,0.41365185379981995,0.19610820710659027,0.21432457864284515,0.2819679081439972,0.2765861749649048,0.18879859149456024,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
3,3,0.278001070022583,0.37776386737823486,0.29114964604377747,0.33188769221305847,0.5699841380119324,0.19924739003181458,0.7506123185157776,0.18928000330924988,0.43765053153038025,0.4260011911392212,0.20743206143379211,1.00482976436615,0.9162154793739319,0.24142621457576752,0.3890482485294342,0.5397732257843018,1.2721978425979614,0.6912276148796082,0.2992149293422699,0.30366823077201843,0.6719383001327515,1.191075325012207,0.5350199341773987,0.3817182183265686,0.23983193933963776,0.905759871006012,1.0487499237060547,0.2139824777841568,0.4348595440387726,0.4793388247489929,0.19182533025741577,1.0569158792495728,0.7341669797897339,0.24411390721797943,0.3338421583175659,0.4642430245876312,0.608819305896759,0.41210830211639404,0.1976395696401596,0.21303658187389374,0.28332021832466125,0.27690058946609497,0.18839313089847565,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
4,4,0.2785508930683136,0.37701869010925293,0.29292193055152893,0.3299403488636017,0.5723257660865784,0.19757628440856934,0.7470458745956421,0.19094635546207428,0.43426036834716797,0.4292702078819275,0.20559591054916382,1.0131707191467285,0.9075028896331787,0.24346809089183807,0.3859424889087677,0.5443330407142639,1.2804452180862427,0.6852967143058777,0.3016209304332733,0.30125439167022705,0.6776738166809082,1.1855409145355225,0.5306345224380493,0.3847518265247345,0.23781569302082062,0.9141591787338257,1.0386292934417725,0.21586796641349792,0.431367963552475,0.483301043510437,0.19009017944335938,1.0647835731506348,0.728906512260437,0.2461417317390442,0.3314385712146759,0.4675005078315735,0.609908401966095,0.410553514957428,0.19917598366737366,0.21174925565719604,0.2846699357032776,0.2772039473056793,0.18798138201236725,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
5,5,0.27909064292907715,0.376257061958313,0.29469791054725647,0.3279966711997986,0.5746442079544067,0.19591255486011505,0.7434372305870056,0.19262054562568665,0.43089747428894043,0.4325646758079529,0.20376989245414734,1.0215256214141846,0.8988854885101318,0.24552255868911743,0.3828626871109009,0.5489404201507568,1.288433313369751,0.6794253587722778,0.304043710231781,0.2988571524620056,0.6834657192230225,1.1797492504119873,0.5262917280197144,0.38781026005744934,0.23581156134605408,0.922637939453125,1.028608798980713,0.21776427328586578,0.4279076159000397,0.48730188608169556,0.18836404383182526,1.072601556777954,0.7236632704734802,0.2481815367937088,0.3290485739707947,0.47077640891075134,0.6109492182731628,0.408987820148468,0.20071744918823242,0.21046268939971924,0.28601694107055664,0.2774961292743683,0.18756338953971863,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
6,6,0.2796202301979065,0.37547919154167175,0.2964775264263153,0.3260567784309387,0.5769386887550354,0.19425614178180695,0.7397886514663696,0.19430263340473175,0.42756158113479614,0.43588489294052124,0.20195387303829193,1.029889464378357,0.8903626203536987,0.24758975207805634,0.3798084855079651,0.553596019744873,1.2961302995681763,0.6736130118370056,0.30648350715637207,0.2964763045310974,0.6893144845962524,1.1737174987792969,0.521990954875946,0.3908938467502594,0.23381942510604858,0.9311957955360413,1.0186885595321655,0.21967151761054993,0.42447805404663086,0.49134188890457153,0.18664680421352386,1.080361247062683,0.7184383869171143,0.25023341178894043,0.3266720175743103,0.47407066822052,0.6119410991668701,0.4074116051197052,0.20226401090621948,0.2091769129037857,0.2873610854148865,0.27777716517448425,0.18713921308517456,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
7,7,0.2801395356655121,0.3746853172779083,0.2982606589794159,0.32412075996398926,0.5792081952095032,0.19260698556900024,0.736102283000946,0.19599269330501556,0.42425236105918884,0.4392310678958893,0.20014776289463043,1.0382568836212158,0.881933867931366,0.24966982007026672,0.37677955627441406,0.5583006143569946,1.3035026788711548,0.6678591370582581,0.30894050002098083,0.2941116690635681,0.695220410823822,1.16746187210083,0.5177316069602966,0.3940029442310333,0.231839120388031,0.9398322701454163,1.00886869430542,0.2215898334980011,0.4210788607597351,0.4954216778278351,0.18493838608264923,1.0880534648895264,0.7132331132888794,0.2522975206375122,0.3243088722229004,0.47738325595855713,0.6128835082054138,0.405825138092041,0.20381565392017365,0.20789198577404022,0.28870224952697754,0.27804693579673767,0.18670889735221863,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
8,8,0.28064846992492676,0.37387558817863464,0.30004727840423584,0.32218873500823975,0.5814517736434937,0.19096505641937256,0.7323804497718811,0.19769078493118286,0.42096954584121704,0.4426034986972809,0.1983514428138733,1.0466222763061523,0.873598575592041,0.25176289677619934,0.37377554178237915,0.5630548596382141,1.3105143308639526,0.662163257598877,0.3114149570465088,0.291763037443161,0.7011839747428894,1.1609987020492554,0.5135132670402527,0.397137850522995,0.22987054288387299,0.9485465884208679,0.9991492629051208,0.22351931035518646,0.417709618806839,0.4995418190956116,0.1832387000322342,1.0956686735153198,0.7080485224723816,0.2543753981590271,0.3219590187072754,0.4807140827178955,0.613775908946991,0.4042287766933441,0.2053723931312561,0.20660795271396637,0.2900402843952179,0.27830544114112854,0.18627247214317322,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
