,time,1058,1103,1125,1170,1192,1237,1282,1304,1215,1036,1148,1349,1081,1260,1327,1193,1126,1305,1059,1238,1171,1104,1283,1216,1350,1149,1037,1082,1261,1328,1194,1127,1306,1060,1239,1172,1105,1284,1217,1351,1150,1083,1329,1262,1195,1128,1307,1240,1061,1173,1106,1285,1352,1218,1151,1084,1330,680,702,725,1039,658,703,1129,1062,681,1107,726,704,659,1040,1085,682,1130,1063,660,727,1108,705,638,1086,683,1131,1064,661,728,1109,706,374,419,1411,1433,1478,397,352,1456,1434,375,420,1479,398,1457,1435,376,421,1480,399,1458,1436,444,377,1503,422,1481,400,1459
0,0,0.8458983302116394,0.9648224711418152,0.9536592960357666,1.2794251441955566,0.7669379711151123,1.4772027730941772,0.7456818222999573,0.9847334027290344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7681536674499512,0.0,0.0,1.0891168117523193,0.0,0.7203235626220703,0.0,0.0,0.0,0.0,0.0,0.0,1.1057615280151367,0.8123220801353455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.707500696182251,0.9067561626434326,0.7136679887771606,0.7491403818130493,0.8437090516090393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.8417118787765503,0.9730772972106934,0.9447214007377625,1.2915966510772705,0.7598977088928223,1.472507357597351,0.7521364688873291,0.9804427623748779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7664490938186646,0.0,0.0,1.0893948078155518,0.0,0.7264938950538635,0.0,0.0,0.0,0.0,0.0,0.0,1.1165244579315186,0.8056306838989258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7017369270324707,0.9070153832435608,0.7152348160743713,0.742615282535553,0.8438631892204285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,0.8374638557434082,0.981367826461792,0.9358704090118408,1.3038430213928223,0.7529386281967163,1.4663960933685303,0.7586504817008972,0.9760233759880066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7646610140800476,0.0,0.0,1.0894033908843994,0.0,0.7327200770378113,0.0,0.0,0.0,0.0,0.0,0.0,1.1273807287216187,0.7989839911460876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9071226716041565,0.7167312502861023,0.7361525297164917,0.843895673751831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3,0.8331577181816101,0.9896906018257141,0.927106499671936,1.3161616325378418,0.746059775352478,1.459107756614685,0.7652239203453064,0.9714815020561218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7627910375595093,0.0,0.0,1.0891425609588623,0.0,0.7390021681785583,0.0,0.0,0.0,0.0,0.0,0.0,1.138329029083252,0.7923827767372131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9070779085159302,0.7181560397148132,0.7297519445419312,0.8438063859939575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,4,0.8287970423698425,0.9980420470237732,0.9184299111366272,1.328550100326538,0.7392601370811462,1.4508646726608276,0.7718567848205566,0.9668234586715698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.760840892791748,0.0,0.0,1.0886130332946777,0.0,0.7453400492668152,0.0,0.0,0.0,0.0,0.0,0.0,1.1493675708770752,0.7858279943466187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9068810939788818,0.7195081114768982,0.7234132289886475,0.843595564365387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,5,0.8243852257728577,1.0064183473587036,0.9098406434059143,1.3410053253173828,0.7325387597084045,1.4418586492538452,0.7785488963127136,0.9620553255081177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7588123083114624,0.0,0.0,1.0878162384033203,0.0,0.7517337203025818,0.0,0.0,0.0,0.0,0.0,0.0,1.1604948043823242,0.7793202996253967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9065325856208801,0.7207862734794617,0.7171360850334167,0.8432633280754089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,6,0.8199255466461182,1.0148152112960815,0.9013386964797974,1.3535248041152954,0.725894570350647,1.4322478771209717,0.7853002548217773,0.9571832418441772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7567070722579956,0.0,0.0,1.0867542028427124,0.0,0.7581831812858582,0.0,0.0,0.0,0.0,0.0,0.0,1.1717087030410767,0.7728604674339294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.906032919883728,0.7219894528388977,0.7109202742576599,0.8428101539611816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,7,0.8154212236404419,1.0232281684875488,0.8929239511489868,1.366105318069458,0.7193267345428467,1.4221597909927368,0.7921106219291687,0.9522132873535156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7545269727706909,0.0,0.0,1.0854297876358032,0.0,0.7646881341934204,0.0,0.0,0.0,0.0,0.0,0.0,1.1830071210861206,0.766448974609375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9053827524185181,0.7231166362762451,0.7047653794288635,0.8422365784645081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,8,0.8108755350112915,1.0316522121429443,0.8845962285995483,1.3787438869476318,0.7128341197967529,1.411695957183838,0.7989796996116638,0.9471513032913208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7522739171981812,0.0,0.0,1.0838464498519897,0.0,0.7712485194206238,0.0,0.0,0.0,0.0,0.0,0.0,1.1943877935409546,0.7600864171981812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.904583215713501,0.7241668701171875,0.6986709833145142,0.8415432572364807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
