,time,1188,1255,1300,1322,1367,1434,1479,1501,1546,1568,1233,1524,16,1412,1345,1278,1457,1569,1211,1502,1390,1323,1256,1435,1547,1368,1480,1301,1234,17,1525,1413,1346,1279,1458,1570,1212,1503,1391,1324,1257,1548,1436,1369,40,1302,1481,1235,18,1526,1414,1347,1280,1459,1571,1213,1504,1392,1325,1258,1549,1437,41,1370,1303,1482,1236,19,1527,1415,1348,832,877,899,922,855,1281,900,1326,1259,878,1304,923,856,1349,1282,901,1327,879,1305,1260,902,1350,857,1283,880,1328,858,1306,925,903,1351,55,100,616,594,78,639,56,617,101,595,79,640,124,57,618,102,663,596,80,641,125,619,58,103,664,81,1563,33,11,1564,34,12,1565,35,13,597,642,1566,36,620
0,0,4.017477512359619,5.242565155029297,5.490635395050049,0.7042673230171204,5.883486747741699,6.2040534019470215,5.097107887268066,0.5649534463882446,3.945984125137329,1.5651302337646484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7843915224075317,5.768007755279541,0.0,0.0,0.0,0.0,4.0493550300598145,0.0,0.0,0.0,0.0,0.0,0.0,3.6584177017211914,5.360884189605713,1.4683268070220947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4460225105285645,0.023889979347586632,4.584063529968262,0.19460518658161163,0.0,2.3482842445373535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9141979217529297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,4.005936622619629,5.274385929107666,5.496135234832764,0.719047486782074,5.894613265991211,6.218746185302734,5.105002403259277,0.5771692991256714,3.9377169609069824,1.5582478046417236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.768273115158081,5.782110214233398,0.0,0.0,0.0,0.0,4.0498127937316895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.360171318054199,1.480062484741211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4307119846343994,0.03441718593239784,5.045320987701416,0.20072047412395477,0.0,2.3345718383789062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.891602039337158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,3.9943361282348633,5.345342636108398,5.5017523765563965,0.7336053848266602,5.905869007110596,6.233412742614746,5.113056659698486,0.589011013507843,3.928969621658325,1.5515236854553223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7525221109390259,5.796186447143555,0.0,0.0,0.0,0.0,4.050283432006836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.359430313110352,1.4914966821670532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.415706157684326,0.04515001177787781,5.76123046875,0.20670519769191742,0.0,2.3208088874816895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8691842555999756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3,3.9826786518096924,5.630071640014648,5.507489204406738,0.747939944267273,5.917252540588379,6.248046398162842,5.121273994445801,0.6004924178123474,3.919700860977173,1.5449531078338623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7371336221694946,5.810230731964111,0.0,0.0,0.0,0.0,4.050766944885254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3586602210998535,1.5026382207870483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4010026454925537,0.05609209090471268,6.2713236808776855,0.21256312727928162,0.0,2.306999921798706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8469645977020264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,4,3.9709670543670654,1.396531105041504,5.513350009918213,0.7620507478713989,5.928762912750244,6.262641906738281,5.129658222198486,0.6116271018981934,3.9098644256591797,1.5385314226150513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7221022844314575,5.824238300323486,0.0,0.0,0.0,0.0,4.051263809204102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3578596115112305,1.5134954452514648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3865983486175537,0.06724697351455688,0.23760445415973663,0.21829789876937866,0.0,2.2931506633758545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8249621391296387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,5,3.9592041969299316,1.8113644123077393,5.519338130950928,0.7759376168251038,5.940400123596191,6.27719259262085,5.138214111328125,0.6224278807640076,3.899409294128418,1.5322542190551758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7074226140975952,5.838203430175781,0.0,0.0,0.0,0.0,4.0517754554748535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.357025623321533,1.5240768194198608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.372490167617798,0.07861816138029099,0.36908289790153503,0.2239130437374115,0.0,2.2792656421661377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.803194761276245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,6,3.9473931789398193,1.8960505723953247,5.525457859039307,0.789600670337677,5.952162265777588,0.008507518097758293,5.146945476531982,0.6329073905944824,3.888277769088745,1.526117205619812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6930885314941406,5.852121353149414,0.0,0.0,0.0,0.0,4.052302360534668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.356157302856445,1.5343905687332153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3586747646331787,0.09020906686782837,0.4476812183856964,0.22941195964813232,0.0,2.265350341796875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7816789150238037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,7,3.9355366230010986,1.9317651987075806,5.531713008880615,0.8030403852462769,5.964048862457275,0.022951865568757057,5.155856609344482,0.6430776715278625,3.8764054775238037,1.5201162099838257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.679093599319458,5.8659868240356445,0.0,0.0,0.0,0.0,4.052845001220703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.355252742767334,1.5444447994232178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3451480865478516,0.10202299058437347,0.4993745982646942,0.0,0.0,2.2514100074768066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.760430097579956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,8,3.923638105392456,1.9514251947402954,5.538106918334961,0.8162577152252197,5.976058006286621,0.0373346321284771,5.164950847625732,0.6529502868652344,3.863720178604126,1.514247179031372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6654314994812012,5.879795074462891,0.0,0.0,0.0,0.0,4.053403854370117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.354308605194092,1.5542471408843994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3319060802459717,0.11406313627958298,0.5357853770256042,0.0,0.0,2.237450361251831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.739461898803711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,9,3.911700487136841,1.9638715982437134,5.544644832611084,0.8292535543441772,5.98818826675415,0.051650404930114746,5.174233913421631,0.6625364422798157,3.850140333175659,1.508506178855896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6520953178405762,5.89354133605957,0.0,0.0,0.0,0.0,4.053980827331543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.353323459625244,1.5638052225112915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.318944215774536,0.12633256614208221,0.562756359577179,0.0,0.0,2.2234761714935303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.71878719329834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,10,3.8997271060943604,1.972464680671692,5.551331043243408,0.8420293927192688,6.000438690185547,0.06589391082525253,5.183708667755127,0.6718468070030212,3.83557391166687,1.502889633178711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6390782594680786,5.907220840454102,0.0,0.0,0.0,0.0,4.0545759201049805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.352293968200684,1.5731265544891357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.306257963180542,0.138834148645401,0.5835127830505371,0.0,0.0,2.209493398666382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6984169483184814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
