,time,446,468,513,535,580,625,647,692,714,759,558,737,491,670,804,603,536,715,782,469,648,581,760,514,693,626,447,559,738,492,671,805,604,537,783,716,470,649,582,761,515,694,627,560,448,739,493,806,672,605,538,784,717,471,650,583,762,516,695,628,561,740,807,494,673,68,90,113,46,91,539,69,517,136,584,114,562,47,495,92,540,70,137,518,585,115,563,93,541,496,138,586,71,519,116,564,888,1426,866,1404,911,1449,889,1427,867,1405,934,1472,912,1450,890,1428,935,1473,868,1406,913,1451,891,1429,936,1452,869,1407,914,776,798,821,799,777,822,800,823,801,1430,846,1475,824,1453
0,0,4.282679080963135,2.7999255657196045,4.87441873550415,1.6826235055923462,0.022320587188005447,5.134817600250244,0.6603718400001526,4.825314521789551,1.255161166191101,3.1624293327331543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0291380882263184,0.0,0.0,0.0,0.0,0.0,0.0,4.6974358558654785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.921817779541016,1.9174093008041382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7448999881744385,0.5183218717575073,0.0,0.0,0.0,0.6494228839874268,0.0,4.715526580810547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.296930313110352,2.4249489307403564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,4.272892951965332,2.7893824577331543,4.86873722076416,1.6848939657211304,0.056261274963617325,5.140344142913818,0.6771080493927002,4.8334479331970215,1.2553024291992188,3.1400365829467773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0262174606323242,0.0,0.0,0.0,0.0,0.0,0.0,4.708594799041748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.911022186279297,1.9227125644683838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8215398788452148,0.5887471437454224,0.0,0.0,0.0,0.6495929956436157,0.0,4.725128173828125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.280688285827637,2.4257099628448486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,4.262977600097656,2.7790772914886475,4.862672805786133,1.6871027946472168,0.09035591036081314,5.145996570587158,0.6933205127716064,4.841941833496094,1.2554408311843872,3.117149829864502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.023398518562317,0.0,0.0,0.0,0.0,0.0,0.0,4.720089435577393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8998122215271,1.9278546571731567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8829323053359985,0.6281362175941467,0.0,0.0,0.0,0.6497572064399719,0.0,4.7348785400390625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.264342784881592,2.4264535903930664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3,4.252931594848633,2.7690045833587646,4.856186389923096,1.6892523765563965,0.12452644854784012,5.151778221130371,0.7090254426002502,4.850820541381836,1.255576729774475,3.0937771797180176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0206764936447144,0.0,0.0,0.0,0.0,0.0,0.0,4.731932163238525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.888167381286621,1.9328429698944092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9328681230545044,0.6532362699508667,0.0,0.0,0.0,0.649915874004364,0.0,4.744779586791992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.247902870178223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,4,4.242754936218262,2.759158134460449,4.849233627319336,1.69134521484375,0.15869373083114624,5.157694339752197,0.7242391705513,4.860108852386475,1.2557101249694824,3.069929599761963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.018046259880066,0.0,0.0,0.0,0.0,0.0,0.0,4.744136333465576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.876065254211426,1.9376838207244873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9740912914276123,0.6706146597862244,0.0,0.0,0.0,0.6500692963600159,0.0,4.754833221435547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.231375694274902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,5,4.232446670532227,2.749532461166382,4.841762542724609,1.6933836936950684,0.19277864694595337,5.163748264312744,0.73897784948349,4.869834899902344,1.2558410167694092,3.045620918273926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0155036449432373,0.0,0.0,0.0,0.0,0.0,0.0,4.756714344024658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8634819984436035,1.9423837661743164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0085911750793457,0.6833568811416626,0.0,0.0,0.0,0.6502178907394409,0.0,4.765040397644043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.214770317077637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,6,4.2220072746276855,2.740121841430664,4.833715438842773,1.6953697204589844,0.22670327126979828,5.169945240020752,0.7532574534416199,4.880027770996094,1.255969762802124,3.020866870880127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0130442380905151,0.0,0.0,0.0,0.0,0.0,0.0,4.769680500030518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.850393295288086,1.9469486474990845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.037825107574463,0.6931003928184509,0.0,0.0,0.0,0.6503618359565735,0.0,4.775402545928955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.198094844818115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,7,4.211435794830322,2.7309212684631348,4.825024604797363,1.6973055601119995,0.26039180159568787,5.1762895584106445,0.7670937776565552,4.890720844268799,1.256096363067627,2.9956867694854736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0106642246246338,0.0,0.0,0.0,0.0,0.0,0.0,4.783047676086426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.836772441864014,1.9513840675354004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0628743171691895,0.7007937431335449,0.0,0.0,0.0,0.6505014300346375,0.0,4.785921573638916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.181358814239502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,8,4.200732707977295,2.7219247817993164,4.815610885620117,1.6991928815841675,0.29377174377441406,5.182786464691162,0.780502200126648,4.901949405670166,1.256220817565918,2.970102071762085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0083599090576172,0.0,0.0,0.0,0.0,0.0,0.0,4.796830654144287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.822591781616211,1.9556952714920044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.084552764892578,0.7070239782333374,0.0,0.0,0.0,0.6506369709968567,0.0,4.796598434448242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.164571285247803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
