,time,804,826,871,893,938,983,1005,1050,1072,1117,1095,916,849,1028,1162,961,782,1073,1140,894,827,1006,939,1118,872,1051,805,984,1096,917,850,1163,1029,962,1141,783,1074,895,828,1007,1119,940,873,1052,806,985,1097,918,1164,851,1030,963,1142,896,1075,829,1008,1120,941,874,1053,807,986,1098,919,1165,852,1031,426,471,493,404,449,830,785,494,427,897,875,472,808,405,853,450,517,495,831,898,428,876,473,809,854,406,451,518,496,899,832,429,877,474,810,855,452,519,165,187,1179,1224,1246,143,1202,188,1247,166,1225,211,1203,144,189,1248,167,1226,212,1204,145,1271,190,1249,168,1227,213,1112,1134,1157,1135,1113,1158,1136,1114,1159,1137,191,1182,1160,169,159,204,652,697,182,675,720,227,160,653,698,205,183,676,721,228,161,699,206,184,677,744,722,229,162,700,207,185,745,678
0,0,0.8167895674705505,0.9969801902770996,1.145580768585205,0.7657104134559631,1.0225049257278442,0.7365114688873291,0.923988401889801,1.0934497117996216,0.8267970681190491,1.1335922479629517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1288998126983643,0.0,0.0,0.0,0.8368738889694214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1787794828414917,0.8176137804985046,0.7207506895065308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9604296088218689,0.8651605844497681,0.7193527221679688,0.7970398664474487,0.7871840596199036,0.0,0.0,1.0012938976287842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8046987056732178,0.9264863729476929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8439025282859802,0.975224494934082,0.7297139763832092,1.160913109779358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.8225714564323425,0.9881777763366699,1.1554476022720337,0.7592575550079346,1.022017002105713,0.7419345378875732,0.9181312322616577,1.1021286249160767,0.8190929293632507,1.136065125465393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1207040548324585,0.0,0.0,0.0,0.8429020047187805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1723246574401855,0.8239802122116089,0.7172145843505859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9696775674819946,0.8592318296432495,0.7184296250343323,0.8043662905693054,0.7841811180114746,0.0,0.0,1.007480263710022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8089805841445923,0.9175470471382141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8384497761726379,0.9814309477806091,0.7260600924491882,1.1710395812988281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,0.8283532857894897,0.9794279336929321,1.165313959121704,0.7528591156005859,1.0213158130645752,0.7473777532577515,0.9122330546379089,1.1107754707336426,0.8114765882492065,1.1382402181625366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.112436056137085,0.0,0.0,0.0,0.848929226398468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.16566002368927,0.8303713202476501,0.7136462926864624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9790178537368774,0.8532907962799072,0.7174297571182251,0.8117714524269104,0.7811104655265808,0.0,0.0,1.0135763883590698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8132142424583435,0.908706784248352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8329758048057556,0.9875694513320923,0.7223741412162781,1.1811628341674805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3,0.8341324925422668,0.9707331657409668,1.1751708984375,0.7465153932571411,1.0204025506973267,0.7528399229049683,0.9062983393669128,1.119381070137024,0.8039470911026001,1.140110731124878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1041063070297241,0.0,0.0,0.0,0.8549525737762451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.158801794052124,0.8367852568626404,0.7100476622581482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9884501099586487,0.8473407626152039,0.7163540720939636,0.8192557692527771,0.7779746055603027,0.0,0.0,1.0195744037628174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8173964619636536,0.8999651074409485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8274837732315063,0.9936332702636719,0.7186581492424011,1.1912732124328613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,4,0.8399062156677246,0.9620958566665649,1.1850090026855469,0.7402263283729553,1.0192793607711792,0.7583195567131042,0.9003316760063171,1.1279358863830566,0.7965036034584045,1.1416707038879395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0957248210906982,0.0,0.0,0.0,0.8609688878059387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1517661809921265,0.8432199954986572,0.7064206600189209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9979738593101501,0.8413849472999573,0.7152034640312195,0.826819658279419,0.774776041507721,0.0,0.0,1.0254662036895752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8215240240097046,0.8913213610649109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8219767808914185,0.9996155500411987,0.714914083480835,1.2013599872589111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,5,0.8456716537475586,0.9535178542137146,1.1948175430297852,0.7339920997619629,1.0179483890533447,0.7638153433799744,0.8943371772766113,1.1364295482635498,0.7891452312469482,1.1429152488708496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0873010158538818,0.0,0.0,0.0,0.8669750094413757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1445683240890503,0.849673330783844,0.702767014503479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0075886249542236,0.8354262113571167,0.7139787673950195,0.8344635367393494,0.771517276763916,0.0,0.0,1.0312434434890747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8255936503410339,0.8827749490737915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8164577484130859,1.0055091381072998,0.7111439108848572,1.2114115953445435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,6,0.8514257073402405,0.9450011253356934,1.2045848369598389,0.727812647819519,1.0164122581481934,0.7693256735801697,0.8883190155029297,1.144850730895996,0.7818711400032043,1.1438403129577637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0788434743881226,0.0,0.0,0.0,0.872967541217804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1372228860855103,0.8561429977416992,0.6990886330604553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0172935724258423,0.8294674158096313,0.7126811146736145,0.8421877026557922,0.7682007551193237,0.0,0.0,1.0368975400924683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8296019434928894,0.8743252158164978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8109294772148132,1.011306643486023,0.7073494791984558,1.2214150428771973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,7,0.8571652770042419,0.9365473389625549,1.2142982482910156,0.7216879725456238,1.014674186706543,0.7748489379882812,0.8822809457778931,1.1531877517700195,0.7746802568435669,1.1444429159164429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0703603029251099,0.0,0.0,0.0,0.8789429664611816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1297438144683838,0.8626265525817871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0270880460739136,0.8235113024711609,0.7113114595413208,0.849992573261261,0.7648290991783142,0.0,0.0,1.0424197912216187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8335455060005188,0.8659713864326477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8053947687149048,1.017000436782837,0.7035326361656189,1.231355905532837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,8,0.8628869652748108,0.9281578660011292,1.2239437103271484,0.7156180143356323,1.0127373933792114,0.7803834676742554,0.8762267827987671,1.161427617073059,0.767571747303009,1.1447211503982544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0618592500686646,0.0,0.0,0.0,0.8848974704742432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1221444606781006,0.8691214323043823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.036970853805542,0.8175603151321411,0.7098709940910339,0.8578783273696899,0.7614046335220337,0.0,0.0,1.0478012561798096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8374208211898804,0.8577127456665039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7998560667037964,1.0225826501846313,0.6996952295303345,1.2412184476852417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
