,time,804,871,916,938,983,1005,1050,849,1028,1095,961,894,827,1073,1006,939,872,1051,984,805,1118,917,850,1029,1096,962,895,1074,828,1007,940,873,1052,985,1119,918,851,1030,1097,963,896,1075,829,1008,941,874,1053,986,1120,919,852,1098,1031,964,897,426,807,471,404,449,830,382,427,875,472,405,808,853,450,898,831,428,495,876,473,406,809,854,451,899,832,429,496,877,474,407,855,452,120,165,187,1179,1224,1202,143,188,1247,166,1225,1203,144,189,1248,167,1226,1204,145,212,190,1249,168,1227,213
0,0,3.738403558731079,3.168843984603882,4.777352333068848,1.6106202602386475,4.5938544273376465,1.552309274673462,3.4916462898254395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3663269579410553,0.0,0.0,3.050092935562134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2387993335723877,5.113809108734131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.898285388946533,3.6666407585144043,1.621543049812317,3.632206916809082,5.90880012512207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,3.72538423538208,3.1280694007873535,4.77651309967041,1.6111599206924438,4.59328031539917,1.5497506856918335,3.470057725906372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37558943033218384,0.0,0.0,3.031233310699463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.238441228866577,5.123246192932129,6.103503227233887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.909486770629883,3.661877393722534,1.6117725372314453,3.620695114135742,5.916361331939697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,3.712329626083374,3.0882437229156494,4.7756476402282715,1.611668348312378,4.592676639556885,1.5472841262817383,3.4477579593658447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.384610652923584,0.0,0.0,3.011864185333252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2381339073181152,5.132812023162842,6.112406253814697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.920599460601807,3.656907558441162,1.6021480560302734,3.609294891357422,5.924184799194336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3,3.6992437839508057,3.0494563579559326,4.774754524230957,1.6121485233306885,4.592041015625,1.5449047088623047,3.424734592437744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3933986723423004,0.0,0.0,2.9919803142547607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.237868309020996,5.142507076263428,6.121443748474121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.931622505187988,3.6517174243927,1.5926679372787476,3.5980074405670166,5.9322829246521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,4,3.686131000518799,3.011780023574829,4.773833274841309,1.612602949142456,4.591372013092041,1.5426081418991089,3.4009780883789062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40196114778518677,0.0,0.0,2.9715769290924072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.237637758255005,5.152332305908203,6.130617618560791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.942554473876953,3.6462926864624023,1.5833308696746826,3.58683443069458,5.940670490264893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,5,3.6729960441589355,2.9752700328826904,4.772881507873535,1.6130340099334717,4.5906662940979,1.5403902530670166,3.3764805793762207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41030555963516235,0.0,0.0,2.950651168823242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.237436532974243,5.162288188934326,6.13992977142334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.953393459320068,3.6406173706054688,1.5741349458694458,3.5757765769958496,5.949361324310303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,6,3.6598434448242188,2.9399662017822266,4.7718987464904785,1.6134437322616577,4.589921474456787,1.5382472276687622,3.351238489151001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.418439120054245,0.0,0.0,2.9292023181915283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.237260341644287,5.17237663269043,6.149381637573242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.634674310684204,1.565078854560852,3.5648348331451416,5.958371639251709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,7,3.6466774940490723,2.9058938026428223,4.770883083343506,1.6138337850570679,4.589134693145752,1.5361753702163696,3.3252508640289307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42636874318122864,0.0,0.0,2.9072306156158447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.237105369567871,5.182596683502197,6.158975124359131,4.936558723449707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6284446716308594,1.556160569190979,3.5540096759796143,5.967717170715332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,8,3.633502960205078,2.873065233230591,4.769832611083984,1.6142058372497559,4.588301658630371,1.5341713428497314,3.2985212802886963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4341011643409729,0.0,0.0,2.8847391605377197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.236968755722046,5.1929497718811035,6.168710708618164,4.930960655212402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6219077110290527,0.0,3.543302297592163,5.977415561676025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
