,time,295,318,340,362,363,384,385,407,408,429,430,452,474,1264,1286,1287,1308,1309,1331,1353,1354,1375,1376,1398,1421,1443,1332,1399,341,386,475,1377,296,453,1310,1265,431,364,1355,319,1444,1422,409,1288,1333,1400,342,476,387,454,1378,1311,297,432,1445,1356,365,1266,320,1423,410,1289,1401,1334,477,343,388,455,1379,1312,433,1446,1357,366,1424,321,411,1402,1290,1335,478,500,344,389,456,1380
0,0,0.17989686131477356,-99.0,0.4740462899208069,0.39283299446105957,-99.0,0.19579394161701202,1.1040832996368408,0.7514131665229797,-99.0,0.28945398330688477,-99.0,-99.0,0.1871175915002823,0.24934421479701996,0.32536429166793823,0.21538814902305603,0.24220627546310425,0.5385544896125793,1.1590977907180786,0.5014208555221558,0.3858875036239624,0.19452597200870514,0.6013982892036438,0.3965267837047577,0.2183314859867096,0.18294119834899902,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
1,1,0.17922066152095795,-99.0,0.4728729724884033,0.389974981546402,-99.0,0.19401654601097107,1.113961935043335,0.7459120750427246,-99.0,0.2875460982322693,-99.0,-99.0,0.18664823472499847,0.24918559193611145,0.3237832486629486,0.21676401793956757,0.240282341837883,0.5414372682571411,1.1515792608261108,0.49744439125061035,0.38896864652633667,0.19291500747203827,0.6042050719261169,0.39556148648262024,0.21933645009994507,0.1830291748046875,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
2,2,0.17854034900665283,-99.0,0.47167643904685974,0.3871355652809143,-99.0,0.19224876165390015,1.1238676309585571,0.7404296398162842,-99.0,0.2856447100639343,-99.0,-99.0,0.1861729919910431,0.2490171194076538,0.3222000300884247,0.21814164519309998,0.23836833238601685,0.5443145036697388,1.1439182758331299,0.49350258708000183,0.3920753598213196,0.19131065905094147,0.6069915294647217,0.39458009600639343,0.22033853828907013,0.18311046063899994,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
3,3,0.17785601317882538,-99.0,0.4704571068286896,0.38431456685066223,-99.0,0.1904904693365097,1.1337939500808716,0.7349672317504883,-99.0,0.2837498188018799,-99.0,-99.0,0.18569189310073853,0.24883882701396942,0.320614755153656,0.21952100098133087,0.23646415770053864,0.5471853613853455,1.1361291408538818,0.48959505558013916,0.3952080011367798,0.18971288204193115,0.6097564101219177,0.3935827910900116,0.2213376760482788,0.18318504095077515,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
4,4,0.17716768383979797,-99.0,0.46921542286872864,0.3815118670463562,-99.0,0.18874159455299377,1.1437339782714844,0.7295260429382324,-99.0,0.28186145424842834,-99.0,-99.0,0.18520498275756836,0.2486507147550583,0.3190276324748993,0.22090201079845428,0.2345697432756424,0.5500491261482239,1.1282256841659546,0.4857214093208313,0.39836689829826355,0.18812163174152374,0.6124985814094543,0.3925698399543762,0.22233377397060394,0.18325291574001312,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
5,5,0.1764754354953766,-99.0,0.4679517447948456,0.3787273168563843,-99.0,0.187002032995224,1.1536799669265747,0.7241073846817017,-99.0,0.2799796462059021,-99.0,-99.0,0.18471233546733856,0.24845285713672638,0.3174387812614441,0.22228464484214783,0.23268499970436096,0.5529050230979919,1.1202210187911987,0.481881320476532,0.4015524387359619,0.18653687834739685,0.6152170300483704,0.3915415108203888,0.22332675755023956,0.18331407010555267,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
6,6,0.1757793128490448,-99.0,0.4666665196418762,0.3759607970714569,-99.0,0.18527169525623322,1.163623571395874,0.7187122702598572,-99.0,0.27810436487197876,-99.0,-99.0,0.18421398103237152,0.2482452541589737,0.3158484101295471,0.22366885840892792,0.23080983757972717,0.5557523965835571,1.1121271848678589,0.4780743718147278,0.40476495027542114,0.1849585771560669,0.6179105043411255,0.3904980421066284,0.2243165671825409,0.1833685040473938,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
7,7,0.1750793606042862,-99.0,0.465360164642334,0.37321212887763977,-99.0,0.18355046212673187,1.1735557317733765,0.7133417725563049,-99.0,0.2762356400489807,-99.0,-99.0,0.18370996415615082,0.24802793562412262,0.31425660848617554,0.22505460679531097,0.22894418239593506,0.558590292930603,1.1039557456970215,0.47430020570755005,0.4080047905445099,0.1833866983652115,0.6205779314041138,0.3894397020339966,0.22530308365821838,0.1834162175655365,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
8,8,0.28272688388824463,-99.0,0.4640330970287323,0.3704812228679657,-99.0,0.181838259100914,1.1834661960601807,0.7079969048500061,-99.0,0.27437347173690796,-99.0,-99.0,0.18320035934448242,0.24780096113681793,0.31266355514526367,0.22644183039665222,0.22708795964717865,0.5614179968833923,1.095717430114746,0.4705584943294525,0.4112723469734192,0.18182116746902466,0.6232179403305054,0.3883667290210724,0.22628624737262726,0.1834571808576584,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
