,time,907,952,974,1019,1041,1086,1108,1153,1131,885,1064,997,930,1109,1176,1042,863,975,908,1154,1087,1020,953,1132,886,1065,998,1199,931,1110,1177,1043,864,976,909,1155,1088,1021,954,1133,887,1066,1200,999,932,1111,1178,1044,865,977,1156,910,1089,1022,955,1134,888,1201,1067,1000,462,507,529,843,552,485,530,933,866,463,911,508,575,844,553,889,486,956,531,934,867,464,912,509,576,554,845,890,487,957,532,935,868,913,510,577,555,958,891,488,223,268,1282,1304,246,1260,1305,291,224,1283,269,247,1261,1306,292,270,1284,248,1329,1262,1307,293,271,1285,1330,249,1170,1215,1193,1171,1216,225,1194,1239,1217,1195,1240,294,1218,272,262,284,733,755,778,240,711,756,285,734,263,779,241,757,264,735,242,802,780,220,287,758,265,803,243,736,781,288
0,0,3.879148244857788,4.95955228805542,1.0034136772155762,5.02614688873291,1.1276655197143555,4.5632758140563965,1.4397698640823364,2.8881723880767822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7530159950256348,0.0,0.0,0.0,6.24757194519043,0.0,0.0,3.7246851921081543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.462696075439453,5.412405014038086,1.4308100938796997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.960450649261475,3.27356219291687,5.74533748626709,1.5436921119689941,0.528201162815094,0.0,0.0,0.0,4.974364280700684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9909627437591553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.781088829040527,1.4485127925872803,5.212151050567627,0.9100689888000488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,3.842223644256592,4.960047721862793,1.0359158515930176,5.031563758850098,1.135211706161499,4.566003799438477,1.4375367164611816,2.8669183254241943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7423882484436035,0.0,0.0,0.0,6.264997482299805,0.0,0.0,3.718378782272339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4495930671691895,5.4143171310424805,1.4409643411636353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.971729755401611,3.262274742126465,5.750277519226074,0.0,0.5302475094795227,0.0,0.0,0.0,4.9860334396362305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9763834476470947,6.169614791870117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.787824630737305,1.4574365615844727,5.23603630065918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,3.8042802810668945,4.9605536460876465,1.06597900390625,5.0371551513671875,1.1424689292907715,4.568929195404053,1.4353657960891724,2.845517158508301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7319432497024536,0.0,0.0,0.0,6.282095432281494,0.0,0.0,3.7118382453918457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4366416931152344,5.416302680969238,1.4508687257766724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.982885360717773,3.2505838871002197,5.755464553833008,0.0,0.5322343111038208,0.0,0.0,0.0,4.9978251457214355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9618539810180664,6.176051616668701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.794850826263428,1.466217279434204,5.260290622711182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3,3.7653892040252686,4.961070537567139,1.0938199758529663,5.0429301261901855,1.149452805519104,4.572075366973877,1.433254599571228,2.823986768722534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7216784954071045,0.0,0.0,0.0,0.015680311247706413,0.0,0.0,3.7050507068634033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4238436222076416,5.4183669090271,1.4605307579040527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.993916034698486,3.238471269607544,5.760917663574219,0.0,0.5341641902923584,0.0,0.0,0.0,5.009738445281982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9473800659179688,6.182615756988525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.802184581756592,1.474857211112976,5.284893035888672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,4,3.725637197494507,4.9615983963012695,1.1196383237838745,5.0488972663879395,1.1561779975891113,4.575468063354492,1.4312007427215576,2.802346706390381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7115914821624756,0.0,0.0,0.0,0.03212279826402664,0.0,0.0,3.6980032920837402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4112002849578857,5.420514106750488,1.4699574708938599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.004821300506592,3.2259175777435303,5.766656398773193,0.0,0.5360396504402161,0.0,0.0,0.0,5.021771430969238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9329679012298584,6.1893110275268555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.809846878051758,1.4833585023880005,5.309821605682373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,5,3.6851251125335693,4.9621381759643555,1.1436164379119873,5.055065631866455,1.1626582145690918,4.57913875579834,1.4292019605636597,2.780616283416748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7016795873641968,0.0,0.0,0.0,0.04823873192071915,0.0,0.0,3.690680742263794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3987128734588623,5.422749996185303,1.4791557788848877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.01560115814209,3.212902307510376,5.772705078125,0.0,0.5378628969192505,0.0,0.0,0.0,5.03392219543457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9186229705810547,6.196140289306641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.817859172821045,0.0,5.3350510597229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,6,3.643967866897583,4.962690353393555,1.165920376777649,5.061446189880371,1.1689060926437378,4.583123207092285,1.4272562265396118,2.7588160037994385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.691940426826477,0.0,0.0,0.0,0.06402978301048279,0.0,0.0,3.68306827545166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3863821029663086,5.4250807762146,1.4881325960159302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.026255130767822,3.19940447807312,5.779088497161865,0.0,0.5396361947059631,0.0,0.0,0.0,5.046189785003662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9043502807617188,6.203106880187988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.826244831085205,0.0,5.3605546951293945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,7,3.602293014526367,4.963254928588867,1.1866998672485352,5.068048477172852,1.1749337911605835,4.587463855743408,1.4253615140914917,2.736966371536255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6823712587356567,0.0,0.0,0.0,0.07949816435575485,0.0,0.0,3.6751492023468018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.37420916557312,5.427511692047119,1.4968944787979126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.036782741546631,3.185401678085327,5.785834789276123,0.0,0.5413615107536316,0.0,0.0,0.0,5.0585713386535645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89015531539917,6.210214614868164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8350300788879395,0.0,5.386302947998047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,8,3.5602378845214844,4.963832378387451,1.2060904502868652,5.074884414672852,1.1807523965835571,4.5922112464904785,1.4235159158706665,2.715088129043579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6729693412780762,0.0,0.0,0.0,0.09464665502309799,0.0,0.0,3.666905641555786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.362194299697876,5.430049896240234,1.5054478645324707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.047184944152832,3.1708710193634033,5.792975902557373,0.0,0.5430408716201782,0.0,0.0,0.0,5.0710649490356445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8760428428649902,6.217467308044434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.844242572784424,0.0,5.412266254425049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
