,time,316,338,383,428,450,495,517,562,361,294,540,473,406,339,518,451,272,384,317,496,563,429,362,295,541,474,407,340,519,452,273,385,318,497,564,430,363,296,542,475,408,341,520,453,587,274,386,319,498,565,431,364,543,297,476,409,1468,1535,1513,1446,1491,342,275,1469,1536,320,1514,1447,298,365,1492,343,1537,276,1470,321,1515,299,366,1493,344,1538,1471,277,322,1516,367,300
0,0,3.9863126277923584,2.036461353302002,2.233428478240967,4.678747653961182,1.5716274976730347,4.0366411209106445,1.8658709526062012,3.0888566970825195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6755411624908447,0.0,0.0,0.0,6.1186089515686035,0.0,3.827537775039673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.244049549102783,0.7331098318099976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,3.9626870155334473,2.033798933029175,2.117432117462158,4.678965091705322,1.5676848888397217,4.028719425201416,1.8564379215240479,3.077240228652954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.664918303489685,0.0,0.0,0.0,6.133723258972168,0.0,3.823479175567627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.209110736846924,0.7453768253326416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,3.938424825668335,2.031201124191284,2.039264678955078,4.679187297821045,1.5640028715133667,4.020505428314209,1.8472509384155273,3.0655062198638916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6544973850250244,0.0,0.0,0.0,6.148645877838135,0.0,3.8192555904388428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.173203945159912,0.7575740218162537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3,3.913529634475708,2.028665542602539,1.9836490154266357,4.679414749145508,1.5605568885803223,4.011983871459961,1.8383017778396606,3.0536561012268066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6442747116088867,0.0,0.0,0.0,6.1633734703063965,0.0,3.81485652923584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.136386394500732,0.7696983814239502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,4,3.8880085945129395,2.0261898040771484,1.9422974586486816,4.679646968841553,1.5573252439498901,4.003138065338135,1.8295831680297852,3.041691541671753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6342469453811646,0.0,0.0,0.0,6.177903652191162,0.0,3.810271739959717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.098725318908691,0.7817472219467163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,5,3.861872911453247,2.0237722396850586,1.9104514122009277,4.67988395690918,1.5542891025543213,3.993950843811035,1.8210872411727905,3.0296144485473633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.624410629272461,0.0,0.0,0.0,6.192234516143799,0.0,3.8054893016815186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.060303211212158,0.7937178015708923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,6,3.835136890411377,2.0214107036590576,1.8852225542068481,4.680127143859863,1.55143141746521,3.9844045639038086,1.8128070831298828,3.0174264907836914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6147619485855103,0.0,0.0,0.0,6.206364631652832,0.0,3.8004961013793945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.021213054656982,0.8056075572967529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,7,3.807819366455078,0.0,1.8647699356079102,4.680376052856445,1.5487374067306519,3.9744791984558105,1.804735779762268,3.0051302909851074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.605297565460205,0.0,0.0,0.0,6.220292568206787,0.0,3.795279026031494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.981560707092285,0.8174140453338623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,8,3.7799439430236816,0.0,1.8478703498840332,4.680630683898926,1.5461934804916382,3.96415376663208,1.7968662977218628,2.992727756500244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5960139036178589,0.0,0.0,0.0,6.234017848968506,0.0,3.7898223400115967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.941460371017456,0.829135000705719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
