,time,329,330,351,352,374,375,396,397,419,441,442,463,464,486,508,1366,1388,1389,1410,1411,1433,1455,1456,1477,1478,1500,1501,1522,1523,1545,1434,420,509,1568,487,1479,353,1546,1412,1367,465,398,308,1457,1524,443,1390,376,331,1502,1435,421,510,1569,488,1480,1547,354,1413,466,399,1368,309,1458,1525,444,1391,377,1503,332,1436,511,17,422,1570,489,1481,1548,467,355,1414,400,1369,1459,1526,310,445,1504,378,1392,18,512,333,1437,534,423,1571,490,1482
0,0,0.2405686229467392,0.214346781373024,0.2373470664024353,0.44193732738494873,0.5553638339042664,0.22173920273780823,0.333372563123703,0.5597231984138489,1.4717180728912354,0.5558746457099915,0.30148833990097046,0.22668659687042236,0.44212061166763306,0.34690773487091064,0.17649756371974945,0.2716038227081299,0.32967236638069153,0.22754432260990143,0.23648618161678314,0.5411794781684875,1.072693943977356,0.5111741423606873,0.39874130487442017,0.20767781138420105,0.7219833731651306,0.5059554576873779,0.1840094029903412,0.2265423983335495,0.29320430755615234,0.2848232686519623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.24035458266735077,0.21548102796077728,0.23613590002059937,0.4427676796913147,0.5524047613143921,0.22347457706928253,0.3307662308216095,0.5640838742256165,1.4758987426757812,0.5519683361053467,0.3038642704486847,0.22505486011505127,0.44437170028686523,0.3468334972858429,0.17587673664093018,0.2713748812675476,0.3280114233493805,0.22898221015930176,0.23459994792938232,0.5439943671226501,1.0665855407714844,0.5069697499275208,0.4019582271575928,0.2059304118156433,0.726205587387085,0.5042769312858582,0.1855575442314148,0.22520019114017487,0.2946542203426361,0.2849338948726654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,0.24013164639472961,0.2166140079498291,0.2349235564470291,0.44357559084892273,0.5494407415390015,0.22521743178367615,0.32817864418029785,0.5684789419174194,1.4783856868743896,0.5480830669403076,0.3062557876110077,0.22342853248119354,0.44661930203437805,0.34674274921417236,0.1752513200044632,0.27113497257232666,0.3263491988182068,0.23042218387126923,0.2327231913805008,0.5468016266822815,1.060346245765686,0.5028059482574463,0.40520310401916504,0.20419146120548248,0.7304106950759888,0.502577006816864,0.18711180984973907,0.22385895252227783,0.2961026430130005,0.2850329875946045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3,0.23989985883235931,0.21774567663669586,0.23371009528636932,0.44436076283454895,0.5464724898338318,0.22696781158447266,0.3256095349788666,0.5729085206985474,1.4790380001068115,0.5442189574241638,0.3086630702018738,0.22180761396884918,0.44886308908462524,0.34663549065589905,0.1746213734149933,0.2708841562271118,0.32468581199645996,0.23186419904232025,0.23085583746433258,0.5496005415916443,1.0539857149124146,0.4986821115016937,0.4084763824939728,0.2024608850479126,0.7345967888832092,0.5008562207221985,0.1886722445487976,0.22251875698566437,0.29754945635795593,0.28512048721313477,0.17607946693897247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,4,0.23965926468372345,0.2188759446144104,0.23249559104442596,0.44512295722961426,0.5435007214546204,0.22872579097747803,0.32305872440338135,0.5773727297782898,1.4778165817260742,0.5403762459754944,0.3110862374305725,0.220192089676857,0.451102614402771,0.3465117812156677,0.0,0.2706223428249359,0.32302144169807434,0.23330821096897125,0.22899781167507172,0.5523903369903564,1.0475139617919922,0.49459779262542725,0.4117784798145294,0.20073862373828888,0.738761842250824,0.49911513924598694,0.19023889303207397,0.22117963433265686,0.2989945113658905,0.2851964235305786,0.17773164808750153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,5,0.23940987884998322,0.22000476717948914,0.231280118227005,0.44586193561553955,0.5405260324478149,0.23049138486385345,0.32052600383758545,0.5818716883659363,1.4747945070266724,0.5365551114082336,0.313525527715683,0.21858195960521698,0.45333752036094666,0.3463716506958008,0.0,0.27034950256347656,0.32135623693466187,0.23475416004657745,0.22714903950691223,0.5551702380180359,1.0409400463104248,0.4905524253845215,0.4151097536087036,0.19902457296848297,0.7429037094116211,0.49735432863235474,0.19181177020072937,0.21984165906906128,0.30043768882751465,0.28526073694229126,0.179392009973526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,6,0.239151731133461,0.2211320400238037,0.23006375133991241,0.44657742977142334,0.5375491380691528,0.2322646528482437,0.3180111050605774,0.5864054560661316,1.470137357711792,0.5327556729316711,0.31598106026649475,0.21697719395160675,0.45556730031967163,0.3462150990962982,0.0,0.27006587386131287,0.31969037652015686,0.23620200157165527,0.22530944645404816,0.5579394698143005,1.0342730283737183,0.4865454435348511,0.4184706211090088,0.19731870293617249,0.7470202445983887,0.49557438492774963,0.19339093565940857,0.2185048609972,0.30187883973121643,0.2853134274482727,0.18106061220169067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,7,0.23888488113880157,0.22225771844387054,0.22884656488895416,0.4472692012786865,0.5345706343650818,0.2340456247329712,0.31551387906074524,0.5909742116928101,1.464064359664917,0.5289780497550964,0.3184530436992645,0.2153778076171875,0.45779159665107727,0.3460421860218048,0.0,0.2697714865207672,0.3180239796638489,0.23765169084072113,0.22347894310951233,0.5606971979141235,1.0275216102600098,0.4825763702392578,0.42186155915260315,0.19562090933322906,0.7511093020439148,0.4937758445739746,0.19497641921043396,0.21716929972171783,0.3033178746700287,0.28535446524620056,0.1827375739812851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,8,0.23860935866832733,0.22338172793388367,0.2276286482810974,0.4479370415210724,0.5315911769866943,0.23583437502384186,0.3130340576171875,0.5955778956413269,1.45680832862854,0.5252224206924438,0.32094165682792664,0.21378377079963684,0.46000996232032776,0.34585297107696533,0.0,0.2694664001464844,0.31635722517967224,0.23910318315029144,0.22165746986865997,0.563442587852478,1.0206938982009888,0.4786446690559387,0.42528292536735535,0.19393116235733032,0.755168616771698,0.49195927381515503,0.19656826555728912,0.21583501994609833,0.3047545850276947,0.2853839099407196,0.18442292511463165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
