,time,16,38,307,308,330,352,353,375,397,398,419,420,442,464,465,486,487,509,1389,1411,1412,1434,1456,1457,1478,1479,1501,1523,1524,1546,1568,1502,1569,443,1435,331,1390,376,286,1547,1480,510,421,61,39,488,1413,1525,354,309,1458,17,466,399,1503,1570,444,1436,332,377,1391,1548,511,62,1481,422,287,533,40,489,1526,1414,355,18,467,1459,310,400,1504,1571,445,1437,333,378,63,534,512,1549,1482,423,41,490,1392,288,1527,19,468,1415,356,1460,401,311,1505,1572,446,535,1438,64,513,379
0,0,1627.832375,1680.95375,1791.9225,1590.25825,1307.196,1445.06,1389.245625,845.7821875,834.9238125,1494.601375,1358.225125,857.9136875,654.731625,1132.78975,1496.770125,1802.756375,1325.32,1557.926375,1701.84925,1752.881875,1401.26,926.2853125,948.326,1401.79675,1456.638125,780.537625,636.4694375,1178.432125,1310.12875,1075.3495,1337.04625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,1624.83575,1681.206125,1794.2575,1588.185375,1308.65275,1449.917125,1384.92125,844.569625,839.5663125,1488.379125,1364.58375,852.5805,654.898375,1136.887625,1491.053375,1807.73375,1322.20675,1558.042875,1704.5885,1757.985625,1398.305375,926.5634375,953.372,1395.772375,1463.081,775.6506875,638.01,1183.382625,1304.5585,1073.232125,1339.158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,1621.86225,1681.486125,1796.615,1586.13925,1310.144,1454.790625,1380.61775,843.4125625,844.24075,1482.162875,1370.947875,847.2711875,655.1399375,1141.0135,1485.347125,1812.723875,1319.123,1558.1905,1707.351625,1763.101625,1395.37925,926.8944375,958.442375,1389.7565,1469.528375,770.7960625,639.6229375,1188.35275,1299.001125,1071.155125,1341.301625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3,1618.912125,1681.793625,1798.995125,1584.12,1311.669625,1459.680125,1376.33525,842.31125,848.9465625,1475.952875,1377.3175,841.9863125,655.4563125,1145.167125,1479.651375,1817.72675,1316.068875,1558.36925,1710.138375,1768.229875,1392.481875,927.278125,963.5366875,1383.749375,1475.98,765.974375,641.3078125,1193.3425,1293.45675,1069.118875,1343.477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,4,1615.985375,1682.128625,1801.3975,1582.12775,1313.229375,1464.5855,1372.074,841.2659375,853.6831875,1469.749,1383.692625,836.72625,655.8473125,1149.34825,1473.96625,1822.742125,1313.04475,1558.579,1712.9485,1773.37025,1389.6135,927.7145,968.6545625,1377.75125,1482.435875,761.18625,643.064,1198.3515,1287.9255,1067.123625,1345.684125,1825.769875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,5,1613.08225,1682.491125,1803.82225,1580.1625,1314.823375,1469.50675,1367.83425,840.2768125,858.4501875,1463.5515,1390.073,831.4915,656.312875,1153.5565,1468.292,1827.77,1310.05075,1558.81975,1715.78225,1778.52275,1386.774375,928.2035,973.795625,1371.762,1488.895875,756.4323125,644.8909375,1203.3795,1282.40775,1065.1695,1347.92275,1819.2245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,6,1610.20275,1682.881,1806.269125,1578.224375,1316.45125,1474.4435,1363.616125,839.3440625,863.247,1457.360375,1396.4585,826.282625,656.8528125,1157.791625,1462.628625,0.0,1307.087125,1559.091625,1718.639125,1783.687,1383.9645,928.745,978.9595625,1365.781875,1495.360125,751.7133125,646.788,1208.42625,1276.9035,1063.25675,1350.192625,1812.681375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,7,1607.347125,1683.29825,1808.73825,1576.3135,1318.113125,1479.39575,1359.419875,838.467875,868.073125,1451.175875,1402.84925,821.1,657.466875,1162.05325,1456.976375,0.0,1304.154,1559.3945,1721.51925,1788.863,1381.184125,929.339,984.1459375,1359.811,1501.828375,747.0298125,648.754625,1213.491625,1271.412875,1061.38575,1352.49375,1806.140625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,8,1604.515375,1683.743,1811.229375,1574.43,1319.808625,1484.36325,1355.24575,837.6485,872.928125,1444.997875,1409.245125,815.9441875,658.155,1166.341125,1451.335375,0.0,1301.251625,1559.728375,1724.4225,1794.05075,1378.433375,929.98525,989.354375,1353.849375,1508.300625,742.3825,650.7900625,1218.57525,1265.93625,1059.5565,1354.825875,1799.602125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
