,time,840,862,907,929,974,1019,1041,1086,1108,1153,952,1131,885,1064,1198,997,930,1176,1109,863,1042,975,1154,908,1087,1020,953,841,1132,1199,886,1065,998,931,1177,1110,864,1043,976,1155,909,1088,1021,954,1133,1200,887,1066,999,1178,932,1111,1044,865,977,1156,910,1089,1022,955,1134,1201,888,1067,1000,462,484,529,507,440,485,933,463,530,911,978,508,956,486,934,531,979,464,912,509,957,487,935,532,980,465,913,510,958
0,0,0.7115474939346313,0.7485345005989075,1.308912992477417,0.7322095632553101,1.2049649953842163,0.820962131023407,0.9569275975227356,1.1537495851516724,0.8012721538543701,1.1869525909423828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8248969316482544,0.0,0.0,0.0,0.73373943567276,0.0,0.9624217748641968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0456242561340332,0.8054430484771729,0.750656008720398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.7140783667564392,0.7432075142860413,1.3196125030517578,0.7255838513374329,1.2010235786437988,0.8276417255401611,0.9496363997459412,1.1631661653518677,0.7938501834869385,1.1884812116622925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8171616792678833,0.0,0.0,0.0,0.7347719669342041,0.0,0.9679457545280457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0519062280654907,0.7979689836502075,0.7506561279296875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,0.7165542244911194,0.7378943562507629,1.3301968574523926,0.7190333604812622,1.1967511177062988,0.8343586921691895,0.9423466920852661,1.1725441217422485,0.7865134477615356,1.1896380186080933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8095160126686096,0.0,0.0,0.0,0.7357234358787537,0.0,0.9733839631080627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0580730438232422,0.7905791997909546,0.750568687915802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3,0.7189733386039734,0.7325964570045471,1.3406376838684082,0.7125571966171265,1.192163109779358,0.8411115407943726,0.9350625872612,1.181872010231018,0.77926105260849,1.1904182434082031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8019590377807617,0.0,0.0,0.0,0.7365930676460266,0.0,0.9787299036979675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.064115047454834,0.7832729816436768,0.750393807888031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,4,0.7213339805603027,0.7273151874542236,1.3509024381637573,0.7061544060707092,1.1872754096984863,0.8478987216949463,0.9277877807617188,1.191137433052063,0.7720919847488403,1.1908189058303833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7944897413253784,0.0,0.0,0.0,0.7373800277709961,0.0,0.9839771389961243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.070022702217102,0.7760493755340576,0.7501316070556641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,5,0.7236344218254089,0.7220517992973328,1.3609532117843628,0.6998240947723389,1.182104229927063,0.8547185063362122,0.920525848865509,1.2003270387649536,0.7650052905082703,1.19083833694458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7871072292327881,0.0,0.0,0.0,0.7380836606025696,0.0,0.9891189932823181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0757858753204346,0.7689075469970703,0.749782383441925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,6,0.7258728742599487,0.7168075442314148,1.3707455396652222,0.0,1.1766659021377563,0.8615691065788269,0.9132801294326782,1.209425926208496,0.7580000758171082,1.1904765367507935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7798104286193848,0.0,0.0,0.0,0.7387033104896545,0.0,0.9941485524177551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0813943147659302,0.761846661567688,0.7493463754653931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,7,0.728047788143158,0.7115834951400757,1.3802275657653809,0.0,1.1709765195846558,0.8684484958648682,0.9060537815093994,1.2184183597564697,0.7510753273963928,1.1897348165512085,0.7016456723213196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7725984454154968,0.0,0.0,0.0,0.739238440990448,0.0,0.9990589618682861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.086837649345398,0.754865825176239,0.7488240599632263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,8,0.7301573753356934,0.7063807249069214,1.3893390893936157,0.0,1.1650521755218506,0.875354528427124,0.898849606513977,1.2272868156433105,0.7442300915718079,1.188616394996643,0.7078616619110107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7654702067375183,0.0,0.0,0.0,0.7396885752677917,0.0,1.0038431882858276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0921050310134888,0.7479641437530518,0.7482158541679382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
