,time,295,318,340,362,363,384,385,407,408,429,430,452,474,1264,1286,1287,1308,1309,1331,1353,1354,1375,1376,1398,1421,1443,1332,1399,341,386,475,1377,296,453,1310,1265,431,364,1355,319,1444,1422,409,1288,1333,1400,342,476,387,454,1378,1311,297,432,1445,1356,365,1266,320,1423,410,1289,1401,1334,477,343,388,455,1379,1312,433,1446,1357,366,1424,321,411,1402,1290,1335,478,500,344,389,456,1380
0,0,1804.31775,1454.14675,1065.39575,1206.130125,1201.20175,1743.56225,610.0885625,772.821625,1582.292,1444.3185,1198.88575,1288.515875,1772.567125,1558.087625,1349.079375,1671.826,1579.120125,974.9095,595.86175,1023.474875,1219.723625,1744.266375,903.268375,1198.0925,1663.75375,1792.058625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,1806.956,1452.06075,1067.193875,1211.748875,1195.88325,1750.14925,607.38775,776.7253125,1575.853625,1449.53175,1194.1745,1287.616875,1774.361875,1558.5655,1352.89825,1667.064125,1585.217875,971.2855,597.653,1029.0771875,1213.591125,1750.23325,900.3136875,1199.951375,1660.3055,1791.71225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,1809.615875,1450.004375,1069.034,1217.38125,1190.581625,1756.7385,604.7558125,780.6721875,1569.41925,1454.759375,1189.485375,1286.755,1776.181875,1559.074125,1356.742125,1662.317625,1591.32225,967.698375,599.5206875,1034.696,1207.467375,1756.20675,897.403125,1201.847125,1656.878375,1791.39175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3,1812.2975,1447.977875,1070.91575,1223.026875,1185.29675,1763.33,602.1935625,784.6615625,1562.989125,1460.0015,1184.818625,1285.93025,1778.027,1559.613375,1360.6105,1657.586625,1597.43325,964.1485625,601.464125,1040.331125,1201.3525,1762.186875,894.53725,1203.77975,1653.472375,1791.097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,4,1815.000625,1445.98125,1072.839,1228.685625,1180.02925,1769.923625,599.7019375,788.692875,1556.563,1465.25775,1180.1745,1285.142875,1779.897125,1560.1835,1364.5035,1652.871,1603.550875,960.6365625,603.4825,1045.9821875,1195.24675,1768.1735,891.716375,1205.748875,1650.087625,1790.82825,1820.615375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,5,1817.72525,1444.01475,1074.803625,1234.3575,1174.779,1776.5195,597.2818125,792.765375,1550.14125,1470.528125,1175.5535,1284.39275,1781.792125,1560.784125,1368.420625,1648.17125,1609.675,957.16275,605.5750625,1051.649,1189.150125,1774.1665,888.941,1207.7545,1646.724375,1790.58525,1814.076125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,6,1820.47125,1442.078375,1076.809125,1240.042,1169.5465,1783.1175,594.9340625,796.8784375,1543.72375,1475.812375,1170.955625,1283.68,1783.712,1561.4155,1372.361875,1643.487125,1615.805375,953.7275,607.7410625,1057.33125,1183.063,1780.165875,886.2115625,1209.796375,1643.38275,1790.368,1807.5395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,7,1823.238375,1440.17225,1078.8555,1245.739125,1164.331875,1789.717625,592.6595625,801.0315,1537.310625,1481.110375,1166.38125,1283.00475,1785.656625,1562.077375,1376.327,1638.819125,1621.942125,950.3313125,609.97975,1063.028625,1176.98525,1786.1715,883.5285,1211.874375,1640.062875,1790.17675,1801.0055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,8,0.0,1438.296625,1080.9425,1251.44875,1159.135375,1796.319875,590.459125,805.2239375,1530.901875,1486.422,1161.83075,1282.367,1787.626,1562.769875,1380.315625,1634.167125,1628.085125,946.9745625,612.2903125,1068.741125,1170.91725,1792.183375,880.8921875,1213.988125,1636.76475,1790.0115,1794.474125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,9,0.0,1436.4515,1083.06975,1257.170625,1153.95725,1802.924125,588.333625,809.4550625,1524.497625,1491.747,1157.30425,1281.766875,1789.619875,1563.492875,1384.32775,1629.531375,1634.23425,943.6576875,614.6719375,1074.46825,1164.859,1798.201375,878.303125,1216.137625,1633.48875,1789.872,1787.9455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,10,0.0,1434.637125,1085.237125,1262.9045,1148.79775,1809.530375,586.2838125,813.7243125,1518.097875,1497.08525,1152.802125,1281.204375,1791.638375,1564.24625,1388.363,1624.912125,1640.389375,940.381125,617.1238125,1080.209875,1158.81075,1804.2255,875.761625,1218.32275,1630.234875,1789.758375,1781.4195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
