,time,25,47,92,159,204,226,271,1510,1532,1577,1555,137,249,1488,70,182,3,1533,115,227,48,294,1578,160,1511,272,205,93,26,1556,138,250,1489,71,183,4,1534,116,228,295,49,1579,161,1512,273,206,94,27,1557,139,251,72,184,5,1490,1535,229,117,296,50,1580,162,274,1513,207,95,28,1558,140,252,73,185,6,1110,1132,1177,1155,1536,1133,1200,1581,1178,1111,1514,1559,1156,7,1537,1201,1134,1582,1179,1112,1560,1157,30,8,1202,1538,1135,1583,1180,1561,31,1158,1225,9
0,0,5.685936450958252,0.7498477101325989,6.021931171417236,0.17298561334609985,4.701724052429199,1.2072463035583496,3.022775888442993,3.98480224609375,2.1831910610198975,0.716344952583313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6890827417373657,0.0,0.0,5.717040061950684,0.0,0.0,0.0,4.280003070831299,0.0,0.0,0.0,0.0,0.0,4.270878791809082,2.543259620666504,0.48178812861442566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,5.694897174835205,0.7599713802337646,6.0354766845703125,0.18988974392414093,4.708970546722412,1.2056729793548584,3.007997989654541,3.9613423347473145,0.0,0.7462496757507324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6678746938705444,0.0,0.0,5.730175495147705,0.0,0.0,0.0,4.282677173614502,0.0,0.0,0.0,0.0,0.0,4.25698709487915,2.5395147800445557,0.5032123327255249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,5.7040181159973145,0.7699489593505859,6.049106121063232,0.20653916895389557,4.716487407684326,1.2041600942611694,2.9930062294006348,3.9375667572021484,0.0,0.7754073739051819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6475282907485962,0.0,0.0,5.743327617645264,0.0,0.0,0.0,4.2854204177856445,0.0,0.0,0.0,0.0,0.0,4.242944717407227,2.5358669757843018,0.5246937870979309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3,5.713302135467529,0.7797816395759583,6.062815189361572,0.22293071448802948,4.724289417266846,1.202704668045044,2.9778027534484863,3.9134960174560547,0.0,0.8037983179092407,5.211025714874268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6280081272125244,0.0,0.0,5.756493091583252,0.0,0.0,0.0,4.288236141204834,0.0,0.0,0.0,0.0,0.0,4.228755474090576,2.5323126316070557,0.5462130904197693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,4,5.722752094268799,0.7894707322120667,6.076599597930908,0.2390618920326233,4.73239278793335,1.2013033628463745,2.962390184402466,3.8891537189483643,0.0,0.8314087986946106,5.21213436126709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6092790365219116,0.0,0.0,5.769667148590088,0.0,0.0,0.0,4.291126728057861,0.0,0.0,0.0,0.0,0.0,4.214422702789307,2.52884840965271,0.5677505135536194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,5,5.732370853424072,0.7990177273750305,6.090454578399658,0.2549307942390442,4.740813732147217,1.1999534368515015,2.9467718601226807,3.8645641803741455,0.0,0.8582305908203125,5.213267803192139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5913065671920776,0.0,0.0,5.7828450202941895,0.0,0.0,0.0,4.294095516204834,0.0,0.0,0.0,0.0,0.0,4.199950218200684,2.5254709720611572,0.5892862677574158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,6,5.742161750793457,0.8084241151809692,6.104375839233398,0.2705361545085907,4.749570846557617,1.1986521482467651,2.9309513568878174,3.839754104614258,0.0,0.8842604160308838,5.214427471160889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5740567445755005,0.0,0.0,5.796022415161133,0.0,0.0,0.0,4.297145366668701,0.0,0.0,0.0,0.0,0.0,4.185342311859131,2.52217698097229,0.6108006834983826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,7,5.752126693725586,0.8176913261413574,6.118358135223389,0.28587713837623596,4.758683204650879,1.1973971128463745,2.914933204650879,3.8147518634796143,0.0,0.9094995260238647,5.21561336517334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5574967861175537,0.0,0.0,5.809195041656494,0.0,0.0,0.0,4.3002800941467285,0.0,0.0,0.0,0.0,0.0,4.170602798461914,2.5189638137817383,0.6322740316390991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,8,5.762269496917725,0.826820969581604,6.132396221160889,0.30095356702804565,4.7681708335876465,1.1961859464645386,2.89872145652771,3.7895865440368652,0.0,0.9339529871940613,5.216826915740967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5415947437286377,0.0,0.0,5.822357654571533,0.0,0.0,0.0,4.303503513336182,0.0,0.0,0.0,0.0,0.0,4.155737400054932,2.5158286094665527,0.6536868810653687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
