,time,20,65,87,110,1349,1416,1461,1483,1528,1394,1573,88,1506,43,1439,1372,66,133,1551,1484,1417,21,111,1350,44,1529,1462,1395,89,1574,1507,22,1440,156,1373,134,67,1552,1485,1418,0,112,1351,45,1530,1463,1396,90,1575,157,1508,1441,23,1374,135,68,1553,1486,1419,1,113,1352,46,1531,1464,1397,91,1576,158,1509,1442,971,1016,994,1039,972,1420,1487,1017,1465,995,1398,1443,1040,1488,973,1421,1018,1466,996,1444,1063,1041,1489,974,1422,1019,1467,997,1064,1445,194,216,777,755,239,733,217,778,195,756,262,240,801,734,218,779,263,757,196,241,802,219,735,780,242,758,220,149,127,172,150,128,173,151,129,174,152,803,736,781,197,175,749,1242,1287,727,1265,772,705,1243,1310,750,1288,728,1266,773,1311,1244,751,1289,729,1267,774,1312,752,1245,1290,730,1268,797
0,0,0.13061654567718506,4.997064113616943,0.9262843728065491,3.198744058609009,3.9328746795654297,0.8281607627868652,5.669321537017822,0.7737533450126648,6.0402703285217285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.101797580718994,0.0,0.0,0.0,0.0,0.0,3.4252219200134277,0.0,0.0,0.0,0.0,0.0,0.0,3.2511801719665527,5.973226070404053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.822592258453369,2.3740084171295166,2.0908889770507812,0.8265724778175354,0.0,5.085256099700928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9401658773422241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8329759836196899,0.12977299094200134,2.6840593814849854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.14550445973873138,5.007288932800293,0.9306100010871887,3.178035020828247,3.9151973724365234,0.8684488534927368,5.677764415740967,0.7844393849372864,6.0529937744140625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1223015785217285,0.0,0.0,0.0,0.0,0.0,3.4173712730407715,0.0,0.0,0.0,0.0,0.0,0.0,3.236528158187866,5.984139919281006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.813633441925049,2.3747718334198,2.06976580619812,0.8246836066246033,0.0,5.104036808013916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9656211137771606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8662133812904358,0.1378730684518814,2.661954641342163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,0.16024009883403778,5.017804145812988,0.9347894191741943,3.1567513942718506,3.8974006175994873,0.9071077704429626,5.686368942260742,0.7949700355529785,6.065801620483398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.142395973205566,0.0,0.0,0.0,0.0,0.0,3.409313917160034,0.0,0.0,0.0,0.0,0.0,0.0,3.2222023010253906,5.995382308959961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.804507732391357,2.375500202178955,2.0488216876983643,0.8228402733802795,0.0,5.123048782348633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9888923168182373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8992311358451843,0.14582166075706482,2.639474868774414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3,0.17481960356235504,5.028621196746826,0.9388298392295837,3.1348891258239746,3.8794949054718018,0.9441264867782593,5.695138931274414,0.8053463697433472,6.078690052032471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.162077903747559,0.0,0.0,0.0,0.0,0.0,3.4010426998138428,0.0,0.0,0.0,0.0,0.0,0.0,3.2081973552703857,6.006965637207031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.795212745666504,2.3761956691741943,2.0280723571777344,0.8210408687591553,0.0,5.1422834396362305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0102274417877197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9319605827331543,0.15362201631069183,2.616633892059326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,4,0.1892394721508026,5.039749622344971,0.9427381753921509,3.1124465465545654,3.8614909648895264,0.9795128107070923,5.70407772064209,0.8155697584152222,6.091655731201172,5.125875949859619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.181344985961914,0.0,0.0,0.0,0.0,0.0,3.392549991607666,0.0,0.0,0.0,0.0,0.0,0.0,3.1945080757141113,6.018902778625488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.785745143890381,2.3768606185913086,2.0075325965881348,0.8192839622497559,0.0,5.16172981262207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.029841184616089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9643367528915405,0.1612774133682251,2.59344744682312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,5,0.203496515750885,5.051200866699219,0.9465207457542419,3.089423418045044,3.843400001525879,1.013290286064148,5.713188648223877,0.8256414532661438,6.1046953201293945,5.125451564788818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.200196743011475,0.0,0.0,0.0,0.0,0.0,3.3838284015655518,0.0,0.0,0.0,0.0,0.0,0.0,3.181128978729248,6.0312066078186035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.776101589202881,2.3774969577789307,1.987216830253601,4.0013227462768555,0.0,5.1813764572143555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0479211807250977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9962990880012512,0.1687910258769989,2.5699329376220703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,6,0.2175878882408142,5.062986373901367,0.9501835107803345,3.0658228397369385,3.825232744216919,1.045494556427002,5.722475528717041,0.8355628848075867,6.117805004119873,5.1250152587890625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.21863317489624,0.0,0.0,0.0,0.0,0.0,3.3748700618743896,0.0,0.0,0.0,0.0,0.0,0.0,3.1680543422698975,6.043890476226807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7662787437438965,2.3781068325042725,1.9671375751495361,4.002762794494629,0.0,5.201211929321289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0646300315856934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0277917385101318,0.17616598308086395,2.5461106300354004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,7,0.23151110112667084,5.075117111206055,0.9537320733070374,3.0416502952575684,3.8070013523101807,1.076171636581421,5.731942176818848,0.8453355431556702,6.130980968475342,5.124567985534668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.236656188964844,0.0,0.0,0.0,0.0,0.0,3.365666389465332,0.0,0.0,0.0,0.0,0.0,0.0,3.155278205871582,6.0569682121276855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.756274223327637,2.3786916732788086,1.947306752204895,4.004236698150635,0.0,5.221222400665283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0801100730895996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0587645769119263,0.18340536952018738,2.522001266479492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,8,0.245263934135437,5.0876054763793945,0.9571717381477356,3.016913890838623,3.788717746734619,1.1053743362426758,5.741591930389404,0.854961097240448,6.144218444824219,5.124107837677002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.254269123077393,0.0,0.0,0.0,0.0,0.0,3.3562090396881104,0.0,0.0,0.0,0.0,0.0,0.0,3.142794370651245,6.070454120635986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.746084213256836,2.379253387451172,1.9277353286743164,4.005746841430664,0.0,5.241394519805908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0944859981536865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0891724824905396,0.19051221013069153,2.497628688812256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
