,time,831,853,875,876,898,920,921,942,943,965,987,988,1009,1010,1032,1054,1055,1076,1077,1078,1099,1100,1121,1122,1143,1144,1145,1166,1167,1189,1211,1212,1233,1234,1256,1278,1279,1300,1301,1323,1345,1033,854,1257,1190,966,1346,1123,1368,899,1324,1056,1011,1235,1168,944,1302,1101,832,877,1034,1213,989,1280,1146,922,1079,1012,1369,1258,1347,1191,855,967,1124,1325,900,1057,1236,990,1169,1303,945,1102,833,1035,878,1214,1281,968,1147,923,1080,1370,1013,1348,1259,1192,856,946,1125,1326,901,1058,1237,991,1170,1304,924,1103,1036,879,834,1215,1282,969,1148,1371,902,1081,1349,1014,1260,1193,947,857,1327,1126,880
0,0,0.24824824929237366,0.3076014816761017,0.25667813420295715,0.3089800775051117,0.5488812923431396,0.5953702330589294,0.22537919878959656,0.35074344277381897,0.4941565990447998,1.0942059755325317,0.7277233600616455,0.2914648652076721,0.32420414686203003,0.6583030223846436,1.3973422050476074,0.576097846031189,0.357980340719223,0.25441667437553406,0.8152156472206116,0.1988324075937271,1.0291626453399658,0.4533989727497101,0.4457620084285736,1.0887882709503174,0.1969418227672577,0.8381348252296448,0.25921934843063354,0.3621434271335602,0.5843907594680786,1.3174848556518555,0.6395201086997986,0.3037169873714447,0.28717413544654846,0.5898149609565735,0.7049681544303894,0.40514907240867615,0.2598017752170563,0.19596989452838898,0.3606815040111542,0.3260454833507538,0.20477475225925446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.24842005968093872,0.30668431520462036,0.25506123900413513,0.31054046750068665,0.5499181151390076,0.5920931100845337,0.2271755039691925,0.34807705879211426,0.49778249859809875,1.0986080169677734,0.721221923828125,0.2938264310359955,0.32160621881484985,0.6641672849655151,1.3910877704620361,0.5712908506393433,0.36082950234413147,0.252320259809494,0.8223425149917603,0.20061567425727844,1.0211915969848633,0.45703768730163574,0.4422215223312378,1.097921371459961,0.19517222046852112,0.8303674459457397,0.26137763261795044,0.35926198959350586,0.589445948600769,1.3225971460342407,0.6343845725059509,0.30614960193634033,0.2849698066711426,0.5941001176834106,0.704533040523529,0.403051495552063,0.261650413274765,0.19458222389221191,0.36216720938682556,0.32599517703056335,0.20408344268798828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,0.24858208000659943,0.30575791001319885,0.25344735383987427,0.31209954619407654,0.55091792345047,0.5888096690177917,0.22898025810718536,0.3454288840293884,0.5014329552650452,1.102792501449585,0.7147914171218872,0.2962043285369873,0.3190275728702545,0.6700983047485352,1.3841766119003296,0.5665321946144104,0.3637012243270874,0.2502381503582001,0.8295305967330933,0.2024085372686386,1.0132111310958862,0.4607091248035431,0.43871212005615234,1.107053518295288,0.19341203570365906,0.8226857781410217,0.26354965567588806,0.35640349984169006,0.5945560932159424,1.3271738290786743,0.6292924284934998,0.3085990846157074,0.2827785015106201,0.5984092950820923,0.7040234804153442,0.40095317363739014,0.26350611448287964,0.19319751858711243,0.3636457622051239,0.32593002915382385,0.20338690280914307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3,0.2487342655658722,0.30482247471809387,0.25183847546577454,0.31365716457366943,0.5518802404403687,0.58552086353302,0.2307935208082199,0.34279870986938477,0.5051079392433167,1.1067495346069336,0.70843106508255,0.2985987961292267,0.31646791100502014,0.67609703540802,1.3766862154006958,0.5618212819099426,0.3665958046913147,0.24816879630088806,0.8367794752120972,0.20421110093593597,1.005226731300354,0.46441367268562317,0.43523338437080383,1.1161774396896362,0.19166117906570435,0.8150891065597534,0.2657356560230255,0.3535677194595337,0.599722146987915,1.331178903579712,0.6242434978485107,0.3110656142234802,0.28060004115104675,0.602742075920105,0.7034399509429932,0.3988543748855591,0.26536887884140015,0.19181577861309052,0.3651169240474701,0.32585006952285767,0.20268520712852478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,4,0.24887661635875702,0.3038780987262726,0.25023317337036133,0.3152131736278534,0.5528045892715454,0.5822275876998901,0.23261535167694092,0.34018635749816895,0.5088075995445251,1.1104692220687866,0.7021401524543762,0.30101001262664795,0.3139269948005676,0.6821643710136414,1.3686892986297607,0.5571573376655579,0.36951351165771484,0.24611203372478485,0.844088613986969,0.20602348446846008,0.9972435832023621,0.46815183758735657,0.43178489804267883,1.1252851486206055,0.189919576048851,0.8075767755508423,0.26793572306632996,0.3507542610168457,0.6049448847770691,1.3345786333084106,0.61923748254776,0.3135494589805603,0.27843430638313293,0.6070982217788696,0.7027829885482788,0.3967553377151489,0.2672387659549713,0.19043704867362976,0.36658042669296265,0.3257552981376648,0.2019784152507782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,5,0.24900908768177032,0.3029249906539917,0.2486313134431839,0.3167673945426941,0.5536905527114868,0.578930675983429,0.23444581031799316,0.33759164810180664,0.5125318765640259,1.1139423847198486,0.6959178447723389,0.3034382164478302,0.31140461564064026,0.6883013248443604,1.360252022743225,0.5525398850440979,0.3724547028541565,0.2440677285194397,0.8514574766159058,0.2078457772731781,0.9892668128013611,0.4719240367412567,0.4283663034439087,1.1343679428100586,0.18818709254264832,0.8001480102539062,0.2701500654220581,0.3479629158973694,0.6102251410484314,1.3373427391052246,0.6142743229866028,0.31605076789855957,0.2762812376022339,0.6114773154258728,0.7020530104637146,0.39465636014938354,0.26911577582359314,0.18906131386756897,0.36803603172302246,0.3256457448005676,0.2012666016817093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,6,0.24913166463375092,0.30196326971054077,0.24703288078308105,0.318319708108902,0.5545376539230347,0.5756309628486633,0.23628497123718262,0.3350144326686859,0.5162809491157532,1.1171598434448242,0.6897634267807007,0.3058835566043854,0.30890053510665894,0.6945087909698486,1.3514341115951538,0.5479682683944702,0.37541964650154114,0.24203574657440186,0.8588852882385254,0.20967808365821838,0.9813008904457092,0.4757307171821594,0.4249771535396576,1.1434165239334106,0.18646366894245148,0.7928020358085632,0.2723774313926697,0.3451933264732361,0.6155637502670288,1.3394451141357422,0.6093536615371704,0.31856974959373474,0.2741406261920929,0.6158789992332458,0.7012506127357483,0.39255762100219727,0.27099961042404175,0.18768860399723053,0.36948347091674805,0.32552143931388855,0.20054985582828522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,7,0.2492443174123764,0.3009931147098541,0.24543793499469757,0.3198699653148651,0.5553454756736755,0.5723292231559753,0.23813287913799286,0.33245447278022766,0.5200546979904175,1.1201130151748657,0.68367600440979,0.30834630131721497,0.30641448497772217,0.7007877826690674,1.342288851737976,0.5434419512748718,0.3784087002277374,0.2400159388780594,0.8663712739944458,0.2115205079317093,0.9733501672744751,0.4795723259449005,0.4216170907020569,1.1524207592010498,0.18474920094013214,0.7855380773544312,0.2746192216873169,0.3424452543258667,0.6209615468978882,1.340865135192871,0.6044754385948181,0.3211066722869873,0.2720124125480652,0.6203028559684753,0.700376570224762,0.39045941829681396,0.27288931608200073,0.18631894886493683,0.3709225356578827,0.32538241147994995,0.19982820749282837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,8,0.24934706091880798,0.3000146448612213,0.24384653568267822,0.3214179575443268,0.556113600730896,0.5690262913703918,0.23998962342739105,0.32991161942481995,0.5238532423973083,1.122793436050415,0.6776548624038696,0.3108266294002533,0.30394628643989563,0.707139253616333,1.332863688468933,0.5389602184295654,0.38142213225364685,0.23800817131996155,0.8739145398139954,0.21337316930294037,0.9654186367988586,0.4834493398666382,0.4182857573032379,1.1613695621490479,0.18304359912872314,0.7783553600311279,0.27687597274780273,0.33971837162971497,0.6264194846153259,1.3415887355804443,0.5996392369270325,0.3236617147922516,0.2698959708213806,0.6247483491897583,0.6994314789772034,0.3883619010448456,0.2747863531112671,0.18495233356952667,0.3723529279232025,0.32522866129875183,0.1991017609834671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
