9,9,2.9456627368927,5.089079856872559,1.4019378423690796,5.7039337158203125,1.1494486331939697,0.12111435830593109,4.527400970458984,1.5100181102752686,3.359724760055542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7051583528518677,0.0,0.0,5.76116943359375,0.0,0.0,0.0,4.131956577301025,0.0,0.0,0.0,0.0,0.0,0.0,3.7512152194976807,5.446627140045166,1.2943309545516968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,10,2.9237754344940186,5.090754985809326,1.4095937013626099,5.723652362823486,1.1543478965759277,0.15495242178440094,4.52907657623291,1.5021730661392212,3.34836745262146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6887997388839722,0.0,0.0,5.774173259735107,0.0,0.0,0.0,4.133659839630127,0.0,0.0,0.0,0.0,0.0,0.0,3.7388086318969727,5.447345733642578,1.3085347414016724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,11,2.9025917053222656,5.092491626739502,1.4169714450836182,5.743954658508301,1.159144639968872,0.1881018728017807,4.530803680419922,1.4947253465652466,3.3367865085601807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6728850603103638,0.0,0.0,5.78715705871582,0.0,0.0,0.0,4.135412693023682,0.0,0.0,0.0,0.0,0.0,0.0,3.726466178894043,5.448085308074951,1.322424292564392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,12,2.882096290588379,5.094292640686035,1.4240853786468506,5.764849662780762,0.0,0.22051341831684113,4.5325846672058105,1.4876468181610107,3.3249783515930176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6574043035507202,0.0,0.0,5.800117015838623,0.0,0.0,0.0,4.137218475341797,0.0,0.0,0.0,0.0,0.0,0.0,3.714191436767578,5.448846817016602,1.3360052108764648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,13,2.8622727394104004,5.096161842346191,1.4309487342834473,5.7863450050354,0.0,0.2521461546421051,4.534422397613525,1.480911374092102,3.3129398822784424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6423472166061401,0.0,0.0,5.813048839569092,0.0,0.0,0.0,4.1390790939331055,0.0,0.0,0.0,0.0,0.0,0.0,3.7019872665405273,5.449631690979004,1.3492826223373413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,14,2.8431038856506348,5.0981035232543945,1.437574028968811,5.808445930480957,0.0,0.28296735882759094,4.536319732666016,1.474495530128479,3.3006680011749268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.627703070640564,0.0,0.0,5.825948238372803,0.0,0.0,0.0,4.140997409820557,0.0,0.0,0.0,0.0,0.0,0.0,3.689857006072998,5.450440406799316,1.36226224899292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,15,2.824570894241333,5.100121974945068,1.4439730644226074,5.831156253814697,0.0,0.3129519522190094,4.5382795333862305,1.4683775901794434,3.2881596088409424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6134613752365112,0.0,0.0,5.838810920715332,0.0,0.0,0.0,4.142975807189941,0.0,0.0,0.0,0.0,0.0,0.0,3.6778030395507812,5.451274871826172,1.3749500513076782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,16,2.8066554069519043,5.102221965789795,1.4501569271087646,5.854477882385254,0.0,0.3420823812484741,4.5403056144714355,1.4625378847122192,3.275411605834961,4.536781311035156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5996114015579224,0.0,0.0,5.851633548736572,0.0,0.0,0.0,4.145017623901367,0.0,0.0,0.0,0.0,0.0,0.0,3.6658287048339844,5.452136516571045,1.3873517513275146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,17,2.789337635040283,5.1044087409973145,1.456135869026184,5.8784098625183105,0.0,0.37034764885902405,4.542400360107422,1.4569586515426636,3.2624218463897705,4.529486656188965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5861423015594482,0.0,0.0,5.8644118309021,0.0,0.0,0.0,4.147125720977783,0.0,0.0,0.0,0.0,0.0,0.0,3.6539361476898193,5.453025817871094,1.3994733095169067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,18,2.7725987434387207,5.106688022613525,1.4619196653366089,5.902947902679443,0.0,0.39774301648139954,4.544568061828613,1.4516230821609497,3.249187707901001,4.52205753326416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5730434656143188,0.0,0.0,5.87714147567749,0.0,0.0,0.0,4.149303436279297,0.0,0.0,0.0,0.0,0.0,0.0,3.6421282291412354,5.453945159912109,1.4113209247589111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,19,2.7564187049865723,5.109066009521484,1.467517375946045,5.9280853271484375,0.0,0.4242692291736603,4.546813011169434,1.4465160369873047,3.2357070446014404,4.514491081237793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.560304045677185,0.0,0.0,5.889819622039795,0.0,0.0,0.0,4.151554584503174,0.0,0.0,0.0,0.0,0.0,0.0,3.6304070949554443,5.454895973205566,1.4229005575180054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,20,2.740778684616089,5.111549377441406,1.472937822341919,5.953811168670654,0.0,0.4499317407608032,4.549139022827148,1.441623568534851,3.221978187561035,4.506783962249756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.547913670539856,0.0,0.0,5.902441501617432,0.0,0.0,0.0,4.15388298034668,0.0,0.0,0.0,0.0,0.0,0.0,3.618774890899658,5.4558796882629395,1.4342182874679565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,21,2.725659132003784,5.114145278930664,1.4781888723373413,5.980112075805664,0.0,0.47474032640457153,4.55155086517334,1.4369328022003174,3.2079992294311523,4.4989333152771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5358617305755615,0.0,0.0,5.915004730224609,0.0,0.0,0.0,4.15629243850708,0.0,0.0,0.0,0.0,0.0,0.0,3.607234239578247,5.456898212432861,1.4452801942825317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,22,2.7110414505004883,5.116861820220947,1.4832782745361328,6.006969928741455,0.0,0.49870818853378296,4.55405330657959,1.4324318170547485,3.1937692165374756,4.490936279296875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52413809299469,0.0,0.0,5.9275054931640625,0.0,0.0,0.0,4.158787727355957,0.0,0.0,0.0,0.0,0.0,0.0,3.5957865715026855,5.457953929901123,1.4560924768447876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,23,2.696906805038452,5.1197075843811035,1.4882131814956665,6.034363269805908,0.0,0.5218515396118164,4.556652069091797,1.4281096458435059,3.1792871952056885,4.482789993286133,5.032923698425293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5127326250076294,0.0,0.0,5.939939975738525,0.0,0.0,0.0,4.161373615264893,0.0,0.0,0.0,0.0,0.0,0.0,3.5844337940216064,5.459048748016357,1.4666608572006226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,24,2.6832375526428223,5.122692108154297,1.4930003881454468,6.0622663497924805,0.0,0.5441889762878418,4.559351921081543,1.4239561557769775,3.164552927017212,4.474490642547607,5.037460803985596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5016355514526367,0.0,0.0,5.952305316925049,0.0,0.0,0.0,4.164054870605469,0.0,0.0,0.0,0.0,0.0,0.0,3.5731780529022217,5.460184574127197,1.4769916534423828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,25,2.670015811920166,5.125826835632324,1.497646450996399,6.090649127960205,0.0,0.5657410621643066,4.562160491943359,1.4199618101119995,3.1495659351348877,4.466036319732666,5.042094707489014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4908370971679688,0.0,0.0,5.964598655700684,0.0,0.0,0.0,4.166836738586426,0.0,0.0,0.0,0.0,0.0,0.0,3.5620205402374268,5.46136474609375,1.4870903491973877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,26,2.657224655151367,5.129122257232666,1.502157211303711,6.11947774887085,0.0,0.5865298509597778,4.5650835037231445,1.4161180257797241,3.1343271732330322,4.457422733306885,5.046829700469971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4803279638290405,0.0,0.0,5.976816177368164,0.0,0.0,0.0,4.16972541809082,0.0,0.0,0.0,0.0,0.0,0.0,3.5509629249572754,5.462591171264648,1.4969631433486938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,27,2.6448471546173096,5.132592678070068,1.5065385103225708,6.1487135887146,0.0,0.6065783500671387,4.5681281089782715,1.4124165773391724,3.1188371181488037,4.4486470222473145,5.0516676902771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.470098853111267,0.0,0.0,5.988955974578857,0.0,0.0,0.0,4.172727108001709,0.0,0.0,0.0,0.0,0.0,0.0,3.540006399154663,5.4638671875,1.5066155195236206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,28,2.6328675746917725,5.136251449584961,1.5107957124710083,6.17831563949585,0.0,0.6259105205535889,4.571302890777588,1.4088499546051025,3.103097438812256,4.439706325531006,5.056612491607666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4601408243179321,0.0,0.0,6.0010151863098145,0.0,0.0,0.0,4.175848960876465,0.0,0.0,0.0,0.0,0.0,0.0,3.5291523933410645,5.465196132659912,1.5160531997680664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,29,2.621270179748535,5.140114784240723,1.5149340629577637,6.208238124847412,0.0,0.644550621509552,4.574615955352783,1.4054110050201416,3.0871102809906006,4.430597305297852,5.061667442321777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4504454135894775,0.0,0.0,6.012990951538086,0.0,0.0,0.0,4.179098129272461,0.0,0.0,0.0,0.0,0.0,0.0,3.518401622772217,5.466581344604492,1.5252816677093506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,30,2.6100401878356934,5.144200801849365,1.518958330154419,6.23843240737915,0.0,0.662523090839386,4.57807731628418,1.4020932912826538,3.0708775520324707,4.421316623687744,5.066836357116699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4410039186477661,0.0,0.0,6.024880409240723,0.0,0.0,0.0,4.1824822425842285,0.0,0.0,0.0,0.0,0.0,0.0,3.5077555179595947,5.468026638031006,1.5343064069747925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
