,time,16,38,83,105,150,217,262,284,329,1546,195,307,128,240,61,1569,330,285,173,106,39,218,308,1547,263,151,84,17,286,196,353,129,62,241,1570,331,264,174,107,40,219,309,1548,242,152,85,18,287,197,354,130,63,220,1571,332,265,175,108,41,198,310,1549,153,243,86,19,288,176,355,131,64,221,1168,1213,1191,1236,1169,109,42,1214,87,1192,65,1259,1237,88,1170,43,1215,66,1193,44,1260,1238,89,1171,22,1216,67,1194,1261,45
0,0,5.096738338470459,1.1359803676605225,5.715177059173584,0.8534363508224487,6.124053955078125,0.21819832921028137,5.106240749359131,0.917654812335968,3.0985703468322754,3.8093512058258057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.182997226715088,0.0,0.0,0.0,0.0,0.0,3.4496219158172607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.221102714538574,5.978773593902588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,5.095834732055664,1.1666563749313354,5.724634647369385,0.8632652759552002,6.1372528076171875,0.23193499445915222,5.11855936050415,0.9217948317527771,3.072169542312622,3.7922630310058594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.200020790100098,0.0,0.0,0.0,0.0,0.0,3.440828800201416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.208822250366211,5.991519927978516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,5.094907760620117,1.1956104040145874,5.734281539916992,0.8729428052902222,6.150515556335449,0.2455098032951355,5.131221294403076,0.925810694694519,3.045055627822876,3.7751424312591553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.216712474822998,0.0,0.0,0.0,0.0,0.0,3.431765556335449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1967885494232178,6.004718780517578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3,5.093956470489502,1.222939133644104,5.744121074676514,0.8824706673622131,6.163837432861328,0.2589207887649536,5.144237041473389,0.929707944393158,3.017240524291992,3.7579996585845947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.233072280883789,0.0,0.0,0.0,0.0,0.0,3.42242169380188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.184997797012329,6.018390655517578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,4,5.092979907989502,1.2487387657165527,5.7541584968566895,0.8918507099151611,6.177214622497559,0.27216625213623047,5.157617568969727,0.9334916472434998,2.9887421131134033,3.740844964981079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.249101638793945,0.0,0.0,0.0,0.0,0.0,3.412785530090332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1734459400177,6.03255558013916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,5,5.091977119445801,1.2731029987335205,5.7643961906433105,0.9010847210884094,6.190642356872559,0.28524479269981384,5.17137336730957,0.9371667504310608,2.959582567214966,3.7236881256103516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.264802932739258,0.0,0.0,0.0,0.0,0.0,3.4028449058532715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.162128448486328,6.047235012054443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,6,5.090947151184082,1.2961223125457764,5.774839401245117,0.9101747274398804,6.2041168212890625,0.2981552481651306,5.1855149269104,0.940737783908844,2.929790496826172,3.7065393924713135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.280178546905518,0.0,0.0,0.0,0.0,0.0,3.392587423324585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1510415077209473,6.062451362609863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,7,5.089889049530029,1.3178831338882446,5.785491943359375,0.9191226363182068,6.217632293701172,0.31089672446250916,5.2000532150268555,0.9442091584205627,2.899399995803833,3.6894092559814453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012046623043715954,0.0,0.0,0.0,0.0,0.0,3.381999969482422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1401805877685547,6.0782270431518555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,8,5.088801383972168,1.3384671211242676,5.796357154846191,0.9279303550720215,6.231185436248779,0.3234685957431793,5.214998722076416,0.9475849866867065,2.86845064163208,3.672307252883911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026780912652611732,0.0,0.0,0.0,0.0,0.0,3.3710691928863525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1295416355133057,6.09458589553833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
